規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5572401,64213,63426,5572806,1832359,75935,65918,1842758
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,339846,3626,3164,340442,7983,129,42,7936
５人以上,製造業,603200,3301,3703,602758,50857,1214,860,51251
５人以上,電気・ガス・熱供給・水道業,16183,16,23,16175,716,0,0,717
５人以上,情報通信業,751087,6907,6602,751391,25884,779,787,25877
５人以上,"運輸業,郵便業",404970,4960,4486,405185,45618,1757,556,47078
５人以上,"卸売業,小売業",1001065,11033,11739,1000117,444947,15707,11678,449218
５人以上,"金融業,保険業",358281,4124,3849,358556,34129,447,271,34305
５人以上,"不動産業,物品賃貸業",174234,1975,2789,173419,29735,1087,771,30052
５人以上,"学術研究,専門・技術サービス業",374988,3744,3555,375183,28180,902,791,28285
５人以上,"宿泊業,飲食サービス業",146405,3978,5529,145119,501815,25853,27439,499964
５人以上,"生活関連サービス業,娯楽業",122454,2663,3782,121334,107799,5073,4104,108769
５人以上,"教育,学習支援業",287752,1515,977,288292,143317,8623,7438,144500
５人以上,"医療,福祉",386393,4394,3746,386767,204124,7550,4870,207078
５人以上,複合サービス事業,17529,161,82,17609,3366,159,0,3524
５人以上,サービス業（他に分類されないもの）,588014,11816,9400,590459,203889,6655,6311,204204
30人以上,調査産業計,4104095,44116,43994,4104242,984198,37620,32629,989164
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,213348,1602,1579,213372,1455,55,10,1499
30人以上,製造業,460806,2449,2345,460905,30608,966,352,31227
30人以上,電気・ガス・熱供給・水道業,13346,16,23,13338,243,0,0,244
30人以上,情報通信業,634655,4972,6153,633474,19868,779,457,20190
30人以上,"運輸業,郵便業",335796,4180,4235,335741,32911,1170,556,33525
30人以上,"卸売業,小売業",638397,6813,6172,639034,221634,5522,5480,221680
30人以上,"金融業,保険業",302432,3593,3580,302445,28116,386,271,28231
30人以上,"不動産業,物品賃貸業",110601,971,1332,110238,21241,880,428,21695
30人以上,"学術研究,専門・技術サービス業",277559,2890,3433,277021,13987,382,195,14169
30人以上,"宿泊業,飲食サービス業",66961,1430,1522,66871,149385,7849,6488,150744
30人以上,"生活関連サービス業,娯楽業",64870,978,1844,64003,60341,1581,2154,59769
30人以上,"教育,学習支援業",238605,1133,977,238763,103885,7908,7092,104699
30人以上,"医療,福祉",276389,2772,2884,276275,119866,4049,3548,120369
30人以上,複合サービス事業,6652,161,2,6812,362,159,0,520
30人以上,サービス業（他に分類されないもの）,463678,10156,7913,465950,180296,5934,5598,180603
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１１月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
