規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,962623,1185383,597051,415610,491522,291031,380509,35101,547013,693861,306020
100～499人,703907,850972,441303,356870,416084,251135,330798,26072,347037,434888,190168
100人以上,825999,1006193,516873,384590,451099,270493,354257,30333,441409,555094,246380
30～99人,525430,635688,378666,304806,367990,220702,286965,17841,220624,267698,157964
５～29人,355092,451226,240937,257183,321977,180243,245213,11970,97909,129249,60694
30人以上,721456,885685,463913,356840,424068,251413,330852,25988,364616,461617,212500
５人以上,608624,762523,387391,326148,395127,226989,304477,21671,282476,367396,160402
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年６月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
