規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.4,18.8,17.7,150.3,158,138,135.8,141.2,127.3,14.5,16.8,10.7
100～499人,18.6,19.1,17.6,151.1,161.3,132.5,137.3,144.6,124.1,13.8,16.7,8.4
100人以上,18.5,19,17.6,150.7,159.7,135.3,136.6,143,125.7,14.1,16.7,9.6
30～99人,18.5,19.3,17.3,143.7,158.7,124,133.2,144.9,117.8,10.5,13.8,6.2
５～29人,17.7,18.9,16.2,136.9,153.8,116.8,128.1,141.9,111.8,8.8,11.9,5
30人以上,18.5,19.1,17.5,148.2,159.4,130.9,135.4,143.6,122.6,12.8,15.8,8.3
５人以上,18.2,19,17.1,144.7,157.8,125.9,133.1,143.1,118.8,11.6,14.7,7.1
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１１月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
