規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7410496,4367493,3043003,151086,82665,68421,157693,86994,70699,7403889,4363164,3040725,24.6,14.1,39.6
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,346481,290388,56093,3244,2384,860,2622,2430,192,347103,290342,56761,2.9,1.3,11.2
５人以上,製造業,662415,473740,188675,6234,4695,1539,6379,4390,1989,662270,474045,188225,7.7,2.4,20.9
５人以上,電気・ガス・熱供給・水道業,16820,13723,3097,116,82,34,306,265,41,16630,13540,3090,4.3,3.9,5.8
５人以上,情報通信業,784163,591121,193042,13694,10082,3612,22105,16319,5786,775752,584884,190868,2.9,1,8.6
５人以上,"運輸業,郵便業",458282,366263,92019,10653,8556,2097,10932,9192,1740,458003,365627,92376,10.6,8.3,19.9
５人以上,"卸売業,小売業",1439526,816321,623205,27323,13963,13360,26160,13835,12325,1440689,816449,624240,30.5,17.6,47.2
５人以上,"金融業,保険業",394649,209075,185574,5646,2882,2764,6253,3859,2394,394042,208098,185944,8.1,1.7,15.3
５人以上,"不動産業,物品賃貸業",206119,134149,71970,4341,2560,1781,4812,2941,1871,205648,133768,71880,13.9,7,26.6
５人以上,"学術研究,専門・技術サービス業",401519,277072,124447,6744,4572,2172,6723,5051,1672,401540,276593,124947,6.9,3.5,14.5
５人以上,"宿泊業,飲食サービス業",633832,279466,354366,26640,12202,14438,22228,10887,11341,638244,280781,357463,74.9,62.5,84.7
５人以上,"生活関連サービス業,娯楽業",228089,104657,123432,7988,3982,4006,6417,1575,4842,229660,107064,122596,46.1,38.1,53.1
５人以上,"教育,学習支援業",429274,201815,227459,6242,2386,3856,7629,2941,4688,427887,201260,226627,35.8,30.3,40.6
５人以上,"医療,福祉",589078,145296,443782,10852,3087,7765,10817,2899,7918,589113,145484,443629,32.9,21.9,36.5
５人以上,複合サービス事業,21017,10143,10874,10,3,7,193,50,143,20834,10096,10738,16.1,3.8,27.6
５人以上,サービス業（他に分類されないもの）,799232,454264,344968,21359,11229,10130,24117,10360,13757,796474,455133,341341,28.1,18.8,40.6
30人以上,調査産業計,5120884,3122642,1998242,84709,48191,36518,104504,59963,44541,5101089,3110870,1990219,19.4,10.5,33.3
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,217416,187725,29691,1360,1045,315,1067,920,147,217709,187850,29859,0.6,0.4,1.8
30人以上,製造業,500338,362251,138087,4824,3611,1213,5125,3487,1638,500037,362375,137662,6.3,2,17.7
30人以上,電気・ガス・熱供給・水道業,13825,11043,2782,116,82,34,306,265,41,13635,10860,2775,1.7,2,0.7
30人以上,情報通信業,659605,506967,152638,12380,8916,3464,19398,14700,4698,652587,501183,151404,2.5,0.9,8
30人以上,"運輸業,郵便業",374478,296520,77958,8410,6698,1712,9617,7957,1660,373271,295261,78010,9.2,7.9,14.1
30人以上,"卸売業,小売業",861085,499523,361562,10800,6625,4175,12361,7238,5123,859524,498910,360614,25.6,12.3,43.9
30人以上,"金融業,保険業",331851,176664,155187,4800,2428,2372,5009,2790,2219,331642,176302,155340,7.8,1.8,14.5
30人以上,"不動産業,物品賃貸業",133158,86217,46941,1858,1067,791,2648,1561,1087,132368,85723,46645,16,8.4,29.9
30人以上,"学術研究,専門・技術サービス業",290510,212118,78392,3997,2985,1012,4793,3785,1008,289714,211318,78396,4.3,2.9,8.3
30人以上,"宿泊業,飲食サービス業",215748,97001,118747,7863,2710,5153,8067,3567,4500,215544,96144,119400,67.6,54.1,78.5
30人以上,"生活関連サービス業,娯楽業",127342,53639,73703,2603,1220,1383,2660,924,1736,127285,53935,73350,47.6,36.6,55.8
30人以上,"教育,学習支援業",338624,169014,169610,3549,1696,1853,4955,2304,2651,337218,168406,168812,33,28.3,37.6
30人以上,"医療,福祉",399767,105919,293848,5098,1480,3618,7783,2144,5639,397082,105255,291827,27.7,17.5,31.3
30人以上,複合サービス事業,7156,4395,2761,10,3,7,7,4,3,7159,4394,2765,5.4,4.1,7.6
30人以上,サービス業（他に分類されないもの）,649981,353646,296335,17041,7625,9416,20708,8317,12391,646314,352954,293360,30.6,20.8,42.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年７月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
