規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,416997,495062,292001,411909,488968,288523,379405,32504,5088,6094,3478
100～499人,380256,448812,258279,357334,417923,249531,331655,25679,22922,30889,8748
100人以上,397593,470183,274748,383086,450752,268574,354186,28900,14507,19431,6174
30～99人,317988,389728,224634,302617,368029,217497,285385,17232,15371,21699,7137
５～29人,271180,341973,186697,255794,319983,179193,243462,12332,15386,21990,7504
30人以上,369876,444069,255474,355068,423902,248930,330231,24837,14808,20167,6544
５人以上,339117,414583,231806,324129,393889,224931,303189,20940,14988,20694,6875
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年８月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
