規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7276394,4322341,2954053,152050,72157,79893,166685,87952,78733,7261759,4306546,2955213,24.7,13.9,40.4
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,343709,295051,48658,3004,2087,917,3512,3132,380,343201,294006,49195,1.9,1,7
５人以上,製造業,669445,483615,185830,7489,4263,3226,7768,4947,2821,669166,482931,186235,8.4,2.5,23.6
５人以上,電気・ガス・熱供給・水道業,13685,11002,2683,29,29,0,118,110,8,13596,10921,2675,1.6,1.8,0.8
５人以上,情報通信業,766812,574596,192216,8061,5402,2659,9327,5709,3618,765546,574289,191257,3.2,1.3,8.7
５人以上,"運輸業,郵便業",456540,360998,95542,5910,4094,1816,8878,6487,2391,453572,358605,94967,10.8,8.2,20.8
５人以上,"卸売業,小売業",1420407,803274,617133,26742,12908,13834,30941,15532,15409,1416208,800650,615558,31.6,17.9,49.5
５人以上,"金融業,保険業",384403,211640,172763,4514,2246,2268,6699,4149,2550,382218,209737,172481,8.9,1.8,17.6
５人以上,"不動産業,物品賃貸業",195738,128662,67076,5302,3299,2003,3751,2526,1225,197289,129435,67854,14.4,7.8,26.9
５人以上,"学術研究,専門・技術サービス業",395012,269499,125513,8813,3591,5222,4854,2897,1957,398971,270193,128778,7.1,2.5,16.9
５人以上,"宿泊業,飲食サービス業",623155,285895,337260,32491,14850,17641,34877,19348,15529,620769,281397,339372,74.8,62.4,85.1
５人以上,"生活関連サービス業,娯楽業",219049,93801,125248,11779,5213,6566,5378,1843,3535,225450,97171,128279,45.6,36.2,52.7
５人以上,"教育,学習支援業",415743,198183,217560,6013,1380,4633,17750,8721,9029,404006,190842,213164,33.8,30.2,37.1
５人以上,"医療,福祉",568424,145666,422758,11678,3662,8016,12080,3409,8671,568022,145919,422103,35.1,23.8,39.1
５人以上,複合サービス事業,20775,10977,9798,242,130,112,648,357,291,20369,10750,9619,18.2,5,32.9
５人以上,サービス業（他に分類されないもの）,783497,449482,334015,19983,9003,10980,20104,8785,11319,783376,449700,333676,26.6,17.2,39.3
30人以上,調査産業計,5041126,3092749,1948377,88201,41481,46720,103808,55598,48210,5025519,3078632,1946887,19.1,10.1,33.4
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,214107,185879,28228,1788,1402,386,1408,1298,110,214487,185983,28504,0.6,0.4,2.4
30人以上,製造業,508458,372606,135852,5349,3112,2237,6338,4161,2177,507469,371557,135912,6.4,2,18.5
30人以上,電気・ガス・熱供給・水道業,13685,11002,2683,29,29,0,118,110,8,13596,10921,2675,1.6,1.8,0.8
30人以上,情報通信業,645395,490055,155340,6283,4246,2037,7891,5442,2449,643787,488859,154928,2.6,0.9,7.8
30人以上,"運輸業,郵便業",374564,295688,78876,5416,3600,1816,7186,5509,1677,372794,293779,79015,9.5,7.7,16.4
30人以上,"卸売業,小売業",852208,493315,358893,12424,5733,6691,14416,8157,6259,850216,490891,359325,25.9,12.5,44.1
30人以上,"金融業,保険業",322050,176417,145633,3262,1785,1477,5031,2997,2034,320281,175205,145076,8.5,1.9,16.4
30人以上,"不動産業,物品賃貸業",129017,83922,45095,2923,1696,1227,2386,1402,984,129554,84216,45338,15.3,7.6,29.7
30人以上,"学術研究,専門・技術サービス業",282391,205766,76625,7005,2493,4512,3571,2312,1259,285825,205947,79878,3.5,1.9,7.6
30人以上,"宿泊業,飲食サービス業",216647,98648,117999,7419,3160,4259,9520,4880,4640,214546,96928,117618,67.9,53.5,79.8
30人以上,"生活関連サービス業,娯楽業",118954,47283,71671,9659,4144,5515,3889,1399,2490,124724,50028,74696,48.4,37.4,55.8
30人以上,"教育,学習支援業",328847,165465,163382,3751,1018,2733,16284,8333,7951,316314,158150,158164,30.8,27.6,33.9
30人以上,"医療,福祉",387373,106449,280924,6500,2268,4232,7770,2502,5268,386103,106215,279888,28.4,17.9,32.4
30人以上,複合サービス事業,7209,4713,2496,117,5,112,360,190,170,6966,4528,2438,9.5,3.8,20.1
30人以上,サービス業（他に分類されないもの）,640221,355541,284680,16276,6790,9486,17640,6906,10734,638857,355425,283432,28.9,18.9,41.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年３月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
