規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5444326,357309,207715,5594801,1816130,129768,136608,1808409
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,336132,12975,6936,342280,7069,244,458,6746
５人以上,製造業,611921,30642,20406,622170,55942,1849,1804,55974
５人以上,電気・ガス・熱供給・水道業,13380,1055,496,13938,216,2,7,212
５人以上,情報通信業,741070,43276,19798,764708,24476,2295,2560,24051
５人以上,"運輸業,郵便業",396806,21391,13170,404898,56766,3536,4377,56054
５人以上,"卸売業,小売業",962615,57185,37325,982497,453593,19951,20497,453025
５人以上,"金融業,保険業",348323,30355,17572,361093,33895,1016,1989,32935
５人以上,"不動産業,物品賃貸業",164812,13888,6935,171765,32477,2090,2080,32487
５人以上,"学術研究,専門・技術サービス業",369782,14571,7522,376831,29189,1397,3413,27173
５人以上,"宿泊業,飲食サービス業",155115,11848,6828,160690,465654,34446,43623,455922
５人以上,"生活関連サービス業,娯楽業",120534,12544,4963,128299,104916,4057,9755,99034
５人以上,"教育,学習支援業",275662,31606,26375,281050,128344,31621,23205,136603
５人以上,"医療,福祉",373388,40209,21592,392108,194634,12121,9407,197245
５人以上,複合サービス事業,16811,2243,1966,17088,3558,645,523,3680
５人以上,サービス業（他に分類されないもの）,557975,33521,15831,575386,225401,14498,12910,227268
30人以上,調査産業計,4035870,281140,159730,4156647,988346,72115,76602,984492
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,213144,9900,5325,217722,1343,83,127,1296
30人以上,製造業,474345,27008,17547,483737,31821,1179,1608,31461
30人以上,電気・ガス・熱供給・水道業,13380,1055,496,13938,216,2,7,212
30人以上,情報通信業,627651,38430,16693,649293,16136,762,2172,14821
30人以上,"運輸業,郵便業",327574,20389,11830,336005,45220,2374,3520,44202
30人以上,"卸売業,小売業",621355,38662,27925,632087,228861,7512,9040,227338
30人以上,"金融業,保険業",293334,25387,14022,304686,26947,935,1249,26646
30人以上,"不動産業,物品賃貸業",106396,7007,2676,110728,23158,1609,1653,23113
30人以上,"学術研究,専門・技術サービス業",275115,11757,5595,281277,10710,1025,714,11021
30人以上,"宿泊業,飲食サービス業",67877,5660,1900,71786,146669,8405,13880,141045
30人以上,"生活関連サービス業,娯楽業",64622,8283,2686,70220,60102,2193,7739,54555
30人以上,"教育,学習支援業",225584,24209,20778,228971,90730,27092,19242,98624
30人以上,"医療,福祉",281659,31848,17654,295650,104444,5781,4282,106146
30人以上,複合サービス事業,6302,823,612,6513,664,0,79,585
30人以上,サービス業（他に分類されないもの）,437532,30722,13991,454034,201325,13163,11290,203427
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年４月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
