規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,17.9,18.3,17.2,146.3,153.5,134.7,132.2,137.4,123.7,14.1,16.1,11
100～499人,18.2,18.7,17.4,148.4,158.5,130.5,134.8,141.9,122.1,13.6,16.6,8.4
100人以上,18.1,18.5,17.3,147.4,156.1,132.6,133.5,139.8,122.9,13.9,16.3,9.7
30～99人,17.9,18.8,16.7,139,153.9,119.2,129,140.8,113.4,10,13.1,5.8
５～29人,17.4,18.6,15.9,134.5,151.6,114.3,125.8,139.8,109.3,8.7,11.8,5
30人以上,18,18.6,17.1,144.5,155.4,127.4,132,140.1,119.2,12.5,15.3,8.2
５人以上,17.8,18.6,16.7,141.3,154.3,122.8,130,140,115.7,11.3,14.3,7.1
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年１２月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
