規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,501047,606349,326704,413716,488429,290018,378264,35452,87331,117920,36686
100～499人,374926,436341,264712,355512,412078,253998,328338,27174,19414,24263,10714
100人以上,434149,514920,294610,382843,447368,271370,351782,31061,51306,67552,23240
30～99人,321203,390193,228629,301098,362145,219182,283893,17205,20105,28048,9447
５～29人,262891,328807,183422,254213,317117,178375,242451,11762,8678,11690,5047
30人以上,394948,474416,269380,354471,419693,251414,328219,26252,40477,54723,17966
５人以上,354478,433233,240089,323746,390681,226526,301934,21812,30732,42552,13563
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
