規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.2,169.4,154,15.4,13.9,84.3,81.4,2.9
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,21.6,186.5,167.1,19.4,16.7,118.3,114.7,3.6
５人以上,製造業,19.9,168.2,154.8,13.4,16.7,111.7,107.6,4.1
５人以上,電気・ガス・熱供給・水道業,20.2,180.7,159.1,21.6,15.4,128.8,128,0.8
５人以上,情報通信業,20,172.6,151,21.6,14.5,95.7,92.1,3.6
５人以上,"運輸業,郵便業",19.8,176.8,156.6,20.2,16,111.1,101.2,9.9
５人以上,"卸売業,小売業",20.2,165.8,155.1,10.7,14.8,91,88.3,2.7
５人以上,"金融業,保険業",19.7,166.6,145.8,20.8,15.1,93.7,92.4,1.3
５人以上,"不動産業,物品賃貸業",20.6,173.4,156.5,16.9,15.5,89.9,86.2,3.7
５人以上,"学術研究,専門・技術サービス業",19.7,165.4,147.7,17.7,14.4,105,98.4,6.6
５人以上,"宿泊業,飲食サービス業",21.3,186.8,169.1,17.7,13.1,78.9,75.8,3.1
５人以上,"生活関連サービス業,娯楽業",21,173.9,163.6,10.3,15.1,98,96.1,1.9
５人以上,"教育,学習支援業",19.3,146.8,140.2,6.6,7.3,39.9,39.4,0.5
５人以上,"医療,福祉",20.5,161.6,153.1,8.5,13.2,68.5,67.3,1.2
５人以上,複合サービス事業,19.7,161.2,152.9,8.3,16.5,116,113.5,2.5
５人以上,サービス業（他に分類されないもの）,20.2,169.6,154.3,15.3,16.4,98.7,94.8,3.9
30人以上,調査産業計,19.9,168.1,151.6,16.5,14.3,86.6,83.7,2.9
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,21.5,191.1,167.5,23.6,16,111,106,5
30人以上,製造業,19.7,167,152.6,14.4,16,111.8,106.4,5.4
30人以上,電気・ガス・熱供給・水道業,20.2,180.7,159.1,21.6,15.4,128.8,128,0.8
30人以上,情報通信業,19.9,172.3,149.9,22.4,13.4,87.4,84.2,3.2
30人以上,"運輸業,郵便業",19.5,175.6,155.6,20,15.9,109.4,98.7,10.7
30人以上,"卸売業,小売業",19.9,163.8,152,11.8,16,98.5,95.3,3.2
30人以上,"金融業,保険業",19.6,167.5,144.7,22.8,15,94.3,92.9,1.4
30人以上,"不動産業,物品賃貸業",20.3,171.2,153.3,17.9,15.8,87,84,3
30人以上,"学術研究,専門・技術サービス業",19.5,163.3,144.7,18.6,13.5,92.5,89.3,3.2
30人以上,"宿泊業,飲食サービス業",20.5,178.1,161.5,16.6,13.6,79.6,77.3,2.3
30人以上,"生活関連サービス業,娯楽業",20.6,167.4,155.9,11.5,14.7,98.3,96.8,1.5
30人以上,"教育,学習支援業",19.2,145.5,138.9,6.6,6.4,36.2,35.9,0.3
30人以上,"医療,福祉",20.5,161.1,152.8,8.3,14,70.5,68.9,1.6
30人以上,複合サービス事業,19.5,157.4,149.4,8,18.7,134.5,132.7,1.8
30人以上,サービス業（他に分類されないもの）,20.1,169.2,152.9,16.3,16.6,101.8,97.6,4.2
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年３月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
