"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20210901","1","虎ノ門いきいきプラザ","1274","1552","2826"
"20210901","2","南桜公園管理棟","765","683","1448"
"20210901","3","生涯学習センター","372","347","719"
"20210901","4","福祉プラザさくら川","2043","2004","4047"
"20210901","5","エコプラザ","2728","2659","5387"
"20210901","6","障害保健福祉センター","2668","2948","5616"
"20210901","7","芝小学校","2980","3343","6323"
"20210901","8","港勤労福祉会館","1014","1463","2477"
"20210901","9","芝浦港南地区総合支所","3313","3435","6748"
"20210901","10","三田中学校","743","819","1562"
"20210901","11","赤羽小学校","2560","3310","5870"
"20210901","12","豊岡いきいきプラザ","2823","3655","6478"
"20210901","13","御田小学校","1161","1524","2685"
"20210901","14","旧三光小学校（三光学童クラブ）","4387","5797","10184"
"20210901","15","旧神応小学校","2419","3056","5475"
"20210901","16","白金小学校","3592","4814","8406"
"20210901","17","高輪台小学校","3359","4558","7917"
"20210901","18","シティハイツ桂坂","2049","2544","4593"
"20210901","19","国民生活センタ－","2287","2579","4866"
"20210901","20","港南小学校","3666","4233","7899"
"20210901","21","六本木中学校","1740","1789","3529"
"20210901","22","麻布小学校","2542","2979","5521"
"20210901","23","飯倉いきいきプラザ","2429","2830","5259"
"20210901","24","南山小学校","2275","2560","4835"
"20210901","25","南麻布いきいきプラザ","4539","5744","10283"
"20210901","26","本村小学校","2370","3137","5507"
"20210901","27","笄小学校","2433","3101","5534"
"20210901","28","西麻布いきいきプラザ","1628","1704","3332"
"20210901","29","高陵中学校","1539","1979","3518"
"20210901","30","赤坂地区総合支所","1512","1525","3037"
"20210901","31","赤坂子ども中高生プラザ","3149","3400","6549"
"20210901","32","赤坂小学校","2745","3077","5822"
"20210901","33","赤坂図書館","1172","1503","2675"
"20210901","34","青山小学校","1290","1670","2960"
"20210901","35","青南小学校","2802","3503","6305"
"20210901","36","赤坂こども中高生プラザ青山館","473","623","1096"
"20210901","37","お台場学園","1989","2220","4209"
"20210901","38","芝浦港南区民センター","3248","3573","6821"
"20210901","39","品川インターシティB棟","1094","1236","2330"
"20210901","40","芝浦アイランド児童高齢者交流プラザ","3884","3843","7727"
"20210901","41","シティハイツ港南","2591","2825","5416"
"20210901",,"在外選挙人名簿","487","667","1154"

"選挙人名簿登録者数　令和3年9月1日時点","Ver202109",,,,
