"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","家族・親戚","201","82.0","84.8"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","近所の人","2","0.8","0.8"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","職場の人","42","17.1","17.7"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","友人・知人","27","11.0","11.4"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","自治会・町内会の役員","0","0.0","0.0"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","民生委員・児童委員","0","0.0","0.0"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","区の相談窓口（eメール、ファクシミリ、手紙、各地区総合支所のケースワーカー（障害担当者）も含む。）","35","14.3","14.8"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","保健所の相談窓口","5","2.0","2.1"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","相談支援事業者","28","11.4","11.8"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","かかりつけ医・かかりつけ歯科医・かかりつけ薬局","51","20.8","21.5"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","病院・診療所の職員","23","9.4","9.7"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","あなたの家を訪問する保健師、ケースワーカー、ホームヘルパー、訪問看護師、ケアマネジャー等","37","15.1","15.6"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","利用している事業所の職員","62","25.3","26.2"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","身体障害者相談員・知的障害者相談員","18","7.3","7.6"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","通学先の教職員","2","0.8","0.8"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","社会福祉協議会","3","1.2","1.3"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","障害保健福祉センター","28","11.4","11.8"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","障害者団体","11","4.5","4.6"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","その他","19","7.8","8.0"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","相談できる人がいない","2","0.8","0.8"
"202003","行政支援、団体支援について","Q35. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","無回答","8","3.3",

"港区保健福祉基礎調査（知的障害者）・単純集計表・行政支援団体支援についてQ35","Ver202003",,,,,
