区分／分類コード／部門名,中間需要／Ｋ011／耕種農業（百万円）,中間需要／Ｋ012／畜産（百万円）,中間需要／Ｋ013／農業サービス（百万円）,中間需要／Ｋ015／林業（百万円）,中間需要／Ｋ017／漁業（百万円）,中間需要／Ｋ061／金属鉱物（百万円）,中間需要／Ｋ062／石炭・原油・天然ガス（百万円）,中間需要／Ｋ063／非金属鉱物（百万円）,中間需要／Ｋ111／食料品（百万円）,中間需要／Ｋ112／飲料（百万円）,中間需要／Ｋ113／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ114／たばこ（百万円）,中間需要／Ｋ151／繊維工業製品（百万円）,中間需要／Ｋ152／衣服・その他の繊維既製品（百万円）,中間需要／Ｋ161／木材・木製品（百万円）,中間需要／Ｋ162／家具・装備品（百万円）,中間需要／Ｋ163／パルプ・紙・板紙・加工紙（百万円）,中間需要／Ｋ164／紙加工品（百万円）,中間需要／Ｋ191／印刷・製版・製本（百万円）,中間需要／Ｋ201／化学肥料（百万円）,中間需要／Ｋ202／無機化学工業製品（百万円）,中間需要／Ｋ203／石油化学基礎製品（百万円）,中間需要／Ｋ204／有機化学工業製品（石油化学基礎製品を除く。）（百万円）,中間需要／Ｋ205／合成樹脂（百万円）,中間需要／Ｋ206／化学繊維（百万円）,中間需要／Ｋ207／医薬品（百万円）,中間需要／Ｋ208／化学最終製品（医薬品を除く。）（百万円）,中間需要／Ｋ211／石油製品（百万円）,中間需要／Ｋ212／石炭製品（百万円）,中間需要／Ｋ221／プラスチック製品（百万円）,中間需要／Ｋ222／ゴム製品（百万円）,中間需要／Ｋ231／なめし革・毛皮・同製品（百万円）,中間需要／Ｋ251／ガラス・ガラス製品（百万円）,中間需要／Ｋ252／セメント・セメント製品（百万円）,中間需要／Ｋ253／陶磁器（百万円）,中間需要／Ｋ259／その他の窯業・土石製品（百万円）,中間需要／Ｋ261／銑鉄・粗鋼（百万円）,中間需要／Ｋ262／鋼材（百万円）,中間需要／Ｋ263／鋳鍛造品（百万円）,中間需要／Ｋ269／その他の鉄鋼製品（百万円）,中間需要／Ｋ271／非鉄金属製錬・精製（百万円）,中間需要／Ｋ272／非鉄金属加工製品（百万円）,中間需要／Ｋ281／建設・建築用金属製品（百万円）,中間需要／Ｋ289／その他の金属製品（百万円）,中間需要／Ｋ291／はん用機械（百万円）,中間需要／Ｋ301／生産用機械（百万円）,中間需要／Ｋ311／業務用機械（百万円）,中間需要／Ｋ321／電子デバイス（百万円）,中間需要／Ｋ329／その他の電子部品（百万円）,中間需要／Ｋ331／産業用電気機器（百万円）,中間需要／Ｋ332／民生用電気機器（百万円）,中間需要／Ｋ333／電子応用装置・電気計測器（百万円）,中間需要／Ｋ339／その他の電気機械（百万円）,中間需要／Ｋ341／通信機械・同関連機器（百万円）,中間需要／Ｋ342／電子計算機・同附属装置（百万円）,中間需要／Ｋ351／乗用車（百万円）,中間需要／Ｋ352／その他の自動車（百万円）,中間需要／Ｋ353／自動車部品・同附属品（百万円）,中間需要／Ｋ354／船舶・同修理（百万円）,中間需要／Ｋ359／その他の輸送機械・同修理（百万円）,中間需要／Ｋ391／その他の製造工業製品（百万円）,中間需要／Ｋ392／再生資源回収・加工処理（百万円）,中間需要／Ｋ411／建築（百万円）,中間需要／Ｋ412／建設補修（百万円）,中間需要／Ｋ413／公共事業（百万円）,中間需要／Ｋ419／その他の土木建設（百万円）,中間需要／Ｋ461／電力（百万円）,中間需要／Ｋ462／ガス・熱供給（百万円）,中間需要／Ｋ471／水道（百万円）,中間需要／Ｋ481／廃棄物処理（百万円）,中間需要／Ｋ511／商業（百万円）,中間需要／Ｋ531／金融・保険（百万円）,中間需要／Ｋ551／不動産仲介及び賃貸（百万円）,中間需要／Ｋ552／住宅賃貸料（百万円）,中間需要／Ｋ553／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ571／鉄道輸送（百万円）,中間需要／Ｋ572／道路輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ573／自家輸送（百万円）,中間需要／Ｋ574／水運（百万円）,中間需要／Ｋ575／航空輸送（百万円）,中間需要／Ｋ576／貨物利用運送（百万円）,中間需要／Ｋ577／倉庫（百万円）,中間需要／Ｋ578／運輸附帯サービス（百万円）,中間需要／Ｋ579／郵便・信書便（百万円）,中間需要／Ｋ591／通信（百万円）,中間需要／Ｋ592／放送（百万円）,中間需要／Ｋ593／情報サービス（百万円）,中間需要／Ｋ594／インターネット附随サービス（百万円）,中間需要／Ｋ595／映像・音声・文字情報制作（百万円）,中間需要／Ｋ611／公務（百万円）,中間需要／Ｋ631／教育（百万円）,中間需要／Ｋ632／研究（百万円）,中間需要／Ｋ641／医療（百万円）,中間需要／Ｋ642／保健衛生（百万円）,中間需要／Ｋ643／社会保険・社会福祉（百万円）,中間需要／Ｋ644／介護（百万円）,中間需要／Ｋ659／その他の非営利団体サービス（百万円）,中間需要／Ｋ661／物品賃貸サービス（百万円）,中間需要／Ｋ662／広告（百万円）,中間需要／Ｋ663／自動車整備・機械修理（百万円）,中間需要／Ｋ669／その他の対事業所サービス（百万円）,中間需要／Ｋ671／宿泊業（百万円）,中間需要／Ｋ672／飲食サービス（百万円）,中間需要／Ｋ673／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ674／娯楽サービス（百万円）,中間需要／Ｋ679／その他の対個人サービス（百万円）,中間需要／Ｋ681／事務用品（百万円）,中間需要／Ｋ691／分類不明（百万円）,中間需要／Ｌ100／本社（百万円）,中間需要／Ｒ700／財・サービス内生部門計（百万円）,中間需要／Ｒ710／内生部門計（百万円）,最終需要／Ｐ711／都事業所家計外消費支出（百万円）,最終需要／Ｐ611／他県事業所家計外消費支出（百万円）,最終需要／Ｐ721／民間消費支出（他県民支出を除く。）（百万円）,最終需要／Ｐ921／他県民支出（百万円）,最終需要／Ｐ731／一般政府消費支出（百万円）,最終需要／Ｐ732／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ741／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ751／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ761／在庫純増（百万円）,最終需要／Ｐ771／調整項（百万円）,最終需要／Ｒ780／都内最終需要計（百万円）,最終需要／Ｒ790／都内需要合計（百万円）,最終需要／Ｐ801／輸出（百万円）,最終需要／Ｒ810／輸出計（百万円）,最終需要／Ｐ811／移出（百万円）,最終需要／Ｒ820／移輸出計（百万円）,最終需要／Ｒ830／最終需要計（百万円）,最終需要／Ｒ840／需要合計（百万円）,Ｐ841／（控除）輸入（百万円）,Ｐ851／（控除）関税（百万円）,Ｐ861／（控除）輸入品商品税（百万円）,Ｒ870／（控除）輸入計（百万円）,Ｐ881／移入（百万円）,Ｑ711／都事業所家計外消費支出（百万円）,Ｑ721／都民支出（百万円）,Ｒ890／（控除）移輸入計（百万円）,Ｒ900／最終需要部門計（百万円）,Ｒ970／生産額（百万円）
中間投入／Ａ011／耕種農業（百万円）,1256,315,1,6,0,0,0,0,150726,2515,327,144,123,105,0,0,0,3,0,0,0,0,6,0,0,152,81,0,0,0,13159,0,0,0,0,55,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,2927,14,1679,800,0,0,0,0,891,0,2,0,14,0,0,0,0,0,0,0,316,0,0,0,0,0,0,559,353,0,2125,0,4429,4338,1314,335,0,0,13,11477,114984,66,8068,4844,0,0,0,328710,328710,11430,0,303684,48099,0,0,0,82,-1045,5,362255,690965,250,250,1872,2122,364377,693087,-78872,-3115,-4092,-86079,-575985,0,-5909,-667973,-303596,25114
中間投入／Ａ012／畜産（百万円）,112,51,16,0,0,0,0,0,84078,0,1,0,21,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,42,6,1860,273,0,618,748,0,0,0,0,0,1623,28480,0,5,129,0,0,0,118644,118644,0,0,20193,2101,0,0,0,5422,24,0,27740,146384,38,38,11,49,27789,146433,-3064,-301,-167,-3532,-140768,0,0,-144300,-116511,2133
中間投入／Ａ013／農業サービス（百万円）,807,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,0,0,0,0,4797,4797,0,0,40909,4465,0,0,0,0,0,0,45374,50171,0,0,0,0,45374,50171,0,0,0,0,-691,0,-207,-898,44476,49273
中間投入／Ａ015／林業（百万円）,11,0,0,161,0,0,0,0,1044,0,1,0,0,0,1642,0,0,0,0,0,11,0,0,0,0,0,44,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,47,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,23,0,182,215,0,0,0,0,0,958,10695,0,0,83,0,0,0,15422,15422,776,0,17847,1340,0,0,0,0,522,0,20485,35907,9,9,0,9,20494,35916,-4685,-165,-242,-5092,-29359,0,0,-34451,-13957,1465
中間投入／Ａ017／漁業（百万円）,0,0,0,0,140,0,0,0,6596,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,117,0,0,524,0,1212,1472,0,0,0,0,0,3862,49974,0,86,282,0,0,0,70290,70290,3330,0,33636,6716,0,0,0,0,22,13,43717,114007,346,346,17134,17480,61197,131487,-23723,-845,-1225,-25793,-73753,0,-8924,-108470,-47273,23017
中間投入／Ａ061／金属鉱物（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,10376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11093,11093,0,0,0,0,0,0,0,0,-113,0,-113,10980,0,0,0,0,-113,10980,-10201,0,-510,-10711,-269,0,0,-10980,-11093,0
中間投入／Ａ062／石炭・原油・天然ガス（百万円）,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,155,18,0,3,69,0,20,0,0,2,18,1258,1,0,22,0,391,113,13,90,0,112,1,0,17,8,1,8,15,0,0,0,33,46,0,0,4,0,27,0,0,42,0,0,0,8,0,0,0,0,345660,288368,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636706,636706,0,0,0,0,0,0,0,0,1721,0,1721,638427,0,0,0,0,1721,638427,-596741,0,-41322,-638063,-359,0,0,-638422,-636701,5
中間投入／Ａ063／非金属鉱物（百万円）,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,55,1,0,1,187,0,15,0,0,13,45,-2,279,0,34,5,1676,4781,47,597,0,0,2,0,3,2,2,7,2,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,5148,346,11079,10912,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,-35,-167,0,87,4,0,58,0,35959,35959,-919,0,-222,0,0,0,0,-445,-726,24,-2288,33671,499,499,3415,3914,1626,37585,-2517,0,-125,-2642,-26574,0,0,-29216,-27590,8369
中間投入／Ａ111／食料品（百万円）,0,25,0,32,545,0,0,0,204422,17175,256,0,3,72,21,0,48,2,0,0,10,0,17,0,0,425,2797,0,0,1,0,1742,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,5,3182,60,0,8256,0,16663,19159,839,0,0,0,0,46674,852084,0,9,3742,0,0,0,1179506,1179506,93322,0,2116323,586585,17887,708,0,0,18447,55,2833327,4012833,8138,8138,552629,560767,3394094,4573600,-484287,-45160,-26232,-555679,-2926396,0,-98774,-3580849,-186755,992751
中間投入／Ａ112／飲料（百万円）,0,0,0,0,361,0,0,0,1488,13692,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,3,208,0,0,938,0,1867,2182,0,0,0,0,239,18678,398744,0,2,949,0,1043,0,443071,443071,68428,0,541885,74333,0,0,0,0,7357,1,692004,1135075,1244,1244,52361,53605,745609,1188680,-66566,-3846,-14590,-85002,-937433,0,-12061,-1034496,-288887,154184
