"年度[西暦]","款","予算現額[千円]","収入済額[千円]"
"2015","国民健康保険料",,"7729857"
"2015","一部負担金",,"0"
"2015","使用料及び手数料",,"112"
"2015","国庫支出金",,"5267918"
"2015","療養給付費等交付金",,"302621"
"2015","前期高齢者交付金",,"2138698"
"2015","都支出金",,"1500407"
"2015","共同事業交付金",,"6909337"
"2015","財産収入",,"6"
"2015","繰入金",,"2853973"
"2015","繰越金",,"539465"
"2015","諸収入",,"20204"
"2015","歳入合計",,"27262598"
"2016","国民健康保険料",,"7788738"
"2016","一部負担金",,"0"
"2016","使用料及び手数料",,"119"
"2016","国庫支出金",,"5342964"
"2016","療養給付費等交付金",,"274437"
"2016","前期高齢者交付金",,"1971642"
"2016","都支出金",,"1538661"
"2016","共同事業交付金",,"7198090"
"2016","財産収入",,"3"
"2016","繰入金",,"2941401"
"2016","繰越金",,"655745"
"2016","諸収入",,"25295"
"2016","歳入合計",,"27737097"
"2017","国民健康保険料",,"7976180"
"2017","一部負担金",,"0"
"2017","使用料及び手数料",,"116"
"2017","国庫支出金",,"5554948"
"2017","療養給付費等交付金",,"167181"
"2017","前期高齢者交付金",,"2017843"
"2017","都支出金",,"1524198"
"2017","共同事業交付金",,"7043598"
"2017","財産収入",,"1"
"2017","繰入金",,"2363511"
"2017","繰越金",,"1190281"
"2017","諸収入",,"32797"
"2017","歳入合計",,"27870654"
"2018","国民健康保険料","7766635","7959087"
"2018","一部負担金","4","0"
"2018","使用料及び手数料","110","113"
"2018","国庫支出金","1","180"
"2018","療養給付費等交付金",,
"2018","前期高齢者交付金",,
"2018","都支出金","13206308","13543207"
"2018","共同事業交付金",,
"2018","財産収入","1","1"
"2018","繰入金","2031823","2031823"
"2018","繰越金","1576735","1576736"
"2018","諸収入","15101","33307"
"2018","歳入合計","24596718","25144453"
"2019","国民健康保険料","7517784","7809892"
"2019","一部負担金","4","0"
"2019","使用料及び手数料","126","117"
"2019","国庫支出金","1","26294"
"2019","療養給付費等交付金",,
"2019","前期高齢者交付金",,
"2019","都支出金","13276352","13585429"
"2019","共同事業交付金",,
"2019","財産収入",,
"2019","繰入金","2099747","2099747"
"2019","繰越金","1363275","1363275"
"2019","諸収入","12615","22844"
"2019","歳入合計","24269904","24907598"

"令和2年度港区行政資料集　 国民健康保険事業会計歳入決算","Ver202003",,
