全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132217,,,2022,04,777,2757,1289,15,5,19,75,351,266,件数は公用・無料分の件数を含む。
132217,,,2022,05,811,2256,1145,17,8,34,99,240,215,件数は公用・無料分の件数を含む。
132217,,,2022,06,849,2567,1306,16,4,30,61,245,187,件数は公用・無料分の件数を含む。
132217,,,2022,07,649,2281,1108,16,17,32,87,214,204,件数は公用・無料分の件数を含む。
132217,,,2022,08,863,2256,1159,19,9,32,130,217,182,件数は公用・無料分の件数を含む。
132217,,,2022,09,751,2203,1171,12,8,39,85,173,181,件数は公用・無料分の件数を含む。
132217,,,2022,10,685,2224,1094,20,12,44,92,182,162,件数は公用・無料分の件数を含む。
132217,,,2022,11,859,2112,1112,30,10,47,102,167,148,件数は公用・無料分の件数を含む。
132217,,,2022,12,748,2016,1049,19,7,28,104,231,171,件数は公用・無料分の件数を含む。
132217,,,2023,01,761,2048,1041,11,8,33,117,167,188,件数は公用・無料分の件数を含む。
132217,,,2023,02,744,2210,1146,9,7,25,91,195,174,件数は公用・無料分の件数を含む。
132217,,,2023,03,965,2982,1210,21,12,43,91,423,337,件数は公用・無料分の件数を含む。
