"市区町村コード","番号","都道府県名","市区町村名","種類","学校名","学級名","内容","住所","電話番号","最終確認日","区分","経度","緯度","分類"
"131148","1","東京都","中野区","特別支援学級（固定学級）","江原小学校","わかば学級","知的障害","中野区江原町1-39-1","(03)3951-5880","2023/06/28 0:00:00","区立","139.673334574156","35.729406692579","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","2","東京都","中野区","特別支援学級（固定学級）","鷺の杜小学校","しらさぎ学級","知的障害","中野区鷺宮4-7-3","(03)5364-7135","2024/03/31 0:00:00","区立","139.635862694283","35.7240963371438","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","3","東京都","中野区","特別支援学級（固定学級）","みなみの小学校","神明学級","知的障害","中野区弥生町4-27-11","(03)3381-7250","2023/06/28 0:00:00","区立","139.669942251999","35.6874225543689","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","4","東京都","中野区","特別支援学級（固定学級）","美鳩小学校","あおぞら学級","知的障害","中野区大和町4-26-5","(03)3330-1425","2023/06/28 0:00:00","区立","139.645041100088","35.7144758684607","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","5","東京都","中野区","特別支援学級（固定学級）","中野第一小学校","ひまわり学級","知的障害","中野区本町3-16-1","(03)3372-2326","2023/06/28 0:00:00","区立","139.677385077537","35.6959898098946","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","6","東京都","中野区","特別支援学級（固定学級）","令和小学校","こだま学級","知的障害","中野区新井4-19-26","(03)3389-1461","2023/06/28 0:00:00","区立","139.66839058403","35.7175254855848","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","7","東京都","中野区","特別支援学級（固定学級）","第二中学校","I組","知的障害","中野区本町5-25-1","(03)3382-7151","2023/06/28 0:00:00","区立","139.671354406024","35.692561222401","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","8","東京都","中野区","特別支援学級（固定学級）","第七中学校","D組","知的障害","中野区江古田2-9-11","(03)3389-4171","2023/06/28 0:00:00","区立","139.668060231201","35.7247158520865","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","9","東京都","中野区","特別支援学級（固定学級）","明和中学校","I組","知的障害","中野区若宮1-1-18","(03)3330-5325","2023/06/28 0:00:00","区立","139.649712874633","35.7161821841538","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","10","東京都","中野区","通級指導学級","桃花小学校","きこえとことばの教室","難聴・言語障害","中野区中央5-43-1","(03)3381-7251","2023/06/28 0:00:00","区立","139.66616413993","35.7004695009542","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","11","東京都","中野区","特別支援教室","桃園第二小学校","","情緒障害等","中野区中野6-13-1","(03)3363-0661","2023/06/28 0:00:00","区立","139.675889819724","35.7071137564406","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","12","東京都","中野区","特別支援教室","塔山小学校","","情緒障害等","中野区中央1-49-1","(03)3363-0461","2023/06/28 0:00:00","区立","139.683745675354","35.7008431179998","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","13","東京都","中野区","特別支援教室","谷戸小学校","","情緒障害等","中野区中野1-26-1","(03)3361-3645","2023/06/28 0:00:00","区立","139.67755100912","35.7021689505598","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","14","東京都","中野区","特別支援教室","中野本郷小学校","","情緒障害等","中野区本町4-27-3","(03)3381-7255","2023/06/28 0:00:00","区立","139.670444852293","35.6951144232094","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","15","東京都","中野区","特別支援教室","江古田小学校","","情緒障害等","中野区江古田2-13-28","(03)3385-0411","2023/06/28 0:00:00","区立","139.666767963748","35.7263551533136","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","16","東京都","中野区","特別支援教室","鷺の杜小学校","","情緒障害等","中野区鷺宮4-7-3","(03)5364-7135","2024/03/31 0:00:00","区立","139.635873305252","35.7240823993507","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","17","東京都","中野区","特別支援教室","啓明小学校","","情緒障害等","中野区大和町1-18-1","(03)3330-2325","2023/06/28 0:00:00","区立","139.652394745014","35.713499638023","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","18","東京都","中野区","特別支援教室","北原小学校","","情緒障害等","中野区野方6-30-6","(03)3330-2411","2023/06/28 0:00:00","区立","139.651571878047","35.7213190304244","特別支援学級・特別支援教室・特別支援学校一覧"
"131148","19","東京都","中野区","特別支援教室","江原小学校","","情緒障害等","中野区江原町1-39-1","(03)3951-5880","2023/06/28 0:00:00","区立","139.673334574156","35.729406692579","特別支援学級・特別支援教室・特別支援学校一覧"
