"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","自家風呂がない","14","2.4","2.5"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","自家風呂の掃除が大変","75","13.1","13.3"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","広いお風呂に入りたい","390","67.9","69.1"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","友人等と一緒に入浴できる","79","13.8","14.0"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","健康増進のため","154","26.8","27.3"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","無料入浴券を受給している","312","54.4","55.3"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","区民無料開放デーだったから","11","1.9","2.0"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","一人での入浴に不安があるから","31","5.4","5.5"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","その他","36","6.3","6.4"
"202003","公衆浴場（銭湯）について","Q15-2. 【問15-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","無回答","10","1.7",

"港区保健福祉基礎調査（身体障害者）・単純集計表・公衆浴場（銭湯）についてQ15-2","Ver202003",,,,,
