規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.3,158.9,146.5,12.4,10.9,64.9,63,1.9
５人以上,"鉱業,採石業,砂利採取業",20.2,167.3,147.2,20.1,14.8,110,110,－
５人以上,建設業,20.4,174,155.1,18.9,15.1,104.2,99,5.2
５人以上,製造業,19.5,160.2,150.2,10,16.3,107.9,104.7,3.2
５人以上,電気・ガス・熱供給・水道業,20,166,150.7,15.3,15.8,109.1,108.3,0.8
５人以上,情報通信業,19.9,168,151.9,16.1,11.4,75.6,73.5,2.1
５人以上,"運輸業,郵便業",19.7,170.9,149.9,21,13.9,101.9,93.1,8.8
５人以上,"卸売業,小売業",19.6,159.6,150.2,9.4,12.7,77.1,75.6,1.5
５人以上,"金融業,保険業",19.1,157.2,137.8,19.4,15,98.1,95.5,2.6
５人以上,"不動産業,物品賃貸業",19.2,160.7,147,13.7,12.9,74.8,71.7,3.1
５人以上,"学術研究,専門・技術サービス業",19.7,162,149.1,12.9,10.4,70.6,68.1,2.5
５人以上,"宿泊業,飲食サービス業",16,131.6,123.5,8.1,8,43.7,42.3,1.4
５人以上,"生活関連サービス業,娯楽業",16.2,126.6,121.8,4.8,8.3,44.6,43.7,0.9
５人以上,"教育,学習支援業",17.7,138.8,132.6,6.2,6.4,35.6,34.9,0.7
５人以上,"医療,福祉",20,156.3,149.3,7,11.2,63.6,62.5,1.1
５人以上,複合サービス事業,19.3,157.4,148.3,9.1,17.5,103.6,98.5,5.1
５人以上,サービス業（他に分類されないもの）,18.7,151.6,140.6,11,13.6,80.9,78.6,2.3
30人以上,調査産業計,19.3,159.4,145.8,13.6,11.6,69.6,67.3,2.3
30人以上,"鉱業,採石業,砂利採取業",20.2,167.3,147.2,20.1,14.8,110,110,－
30人以上,建設業,20.3,176.7,153.9,22.8,15.2,112.8,101.8,11
30人以上,製造業,19.5,161.6,150.2,11.4,16.8,115.5,111,4.5
30人以上,電気・ガス・熱供給・水道業,20.2,167,152.7,14.3,15.8,109.1,108.3,0.8
30人以上,情報通信業,19.8,167.6,151.1,16.5,11.9,81.1,78.9,2.2
30人以上,"運輸業,郵便業",19.5,170.9,148.3,22.6,13.3,99.8,90.7,9.1
30人以上,"卸売業,小売業",19.4,159.1,148.7,10.4,13.5,80.5,78.7,1.8
30人以上,"金融業,保険業",19,157.8,136.7,21.1,15.6,104.8,101.1,3.7
30人以上,"不動産業,物品賃貸業",19,158.9,144,14.9,14.6,75.7,73.8,1.9
30人以上,"学術研究,専門・技術サービス業",19.7,162.9,148.3,14.6,10.5,74.8,72.5,2.3
30人以上,"宿泊業,飲食サービス業",14.8,120.2,114.1,6.1,7.1,37.1,36,1.1
30人以上,"生活関連サービス業,娯楽業",17.9,139.4,133.8,5.6,8.1,38.4,37.3,1.1
30人以上,"教育,学習支援業",17.8,139,133.2,5.8,6.3,35.1,34.6,0.5
30人以上,"医療,福祉",20.2,156.9,149.3,7.6,11.9,70.2,68.8,1.4
30人以上,複合サービス事業,19.3,164.7,152.2,12.5,18.7,102.3,95.3,7
30人以上,サービス業（他に分類されないもの）,18.4,149.2,138.3,10.9,13.6,81,78.6,2.4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年４月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
