規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.9,19.6,17.8,154,163.6,139.3,140.1,147.2,129.3,13.9,16.4,10
100～499人,18.7,19.3,17.9,148.3,156.6,134.8,136.5,142.5,126.7,11.8,14.1,8.1
100人以上,18.8,19.4,17.8,151.1,160.1,137.1,138.3,144.9,128,12.8,15.2,9.1
30～99人,17.9,18.9,16.6,139.1,154,118.6,129,140.5,113.2,10.1,13.5,5.4
５～29人,17.1,18.4,15.7,128.3,145.7,109.7,121.8,136.4,106.1,6.5,9.3,3.6
30人以上,18.5,19.2,17.4,147.2,158.2,130.7,135.3,143.5,122.9,11.9,14.7,7.8
５人以上,18.1,19,16.8,141.7,154.9,123.7,131.3,141.6,117.3,10.4,13.3,6.4
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年７月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
