規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,480544,456973,419553,37420,23571,134033,132966,126162,6804,1067
100～499人,431966,413609,383923,29686,18357,129476,127468,121986,5482,2008
100人以上,457164,436102,402405,33697,21062,131367,129749,123719,6030,1618
30～99人,422238,375860,349694,26166,46378,101829,100924,97104,3820,905
５～29人,370762,355279,337172,18107,15483,93837,93087,90171,2916,750
30人以上,447008,418584,387077,31507,28424,117416,116135,111149,4986,1281
５人以上,428089,402876,374694,28182,25213,106663,105624,101582,4042,1039
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
