規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.2,18.2,15.8,135.4,148.8,117,125.6,136.4,110.9,9.8,12.4,6.1
５人以上,"鉱業,採石業,砂利採取業",20.1,20,20.4,166.6,167.4,164,146.7,146.4,147.7,19.9,21,16.3
５人以上,建設業,20.3,20.6,18.8,172.3,175.8,153.7,153.7,155.8,142.8,18.6,20,10.9
５人以上,製造業,19.2,19.6,18.3,155,160.5,142,145.7,150.2,135,9.3,10.3,7
５人以上,電気・ガス・熱供給・水道業,19.9,20,19.5,164.8,166,158.3,149.8,150.7,145.3,15,15.3,13
５人以上,情報通信業,19.6,19.8,18.9,164.3,168.2,154,148.7,151.5,141.4,15.6,16.7,12.6
５人以上,"運輸業,郵便業",18.7,19.4,16.4,159.2,166.7,135.6,140.3,144.2,128,18.9,22.5,7.6
５人以上,"卸売業,小売業",17.7,18.8,16.3,136.9,151,119.2,129.7,142.1,114.1,7.2,8.9,5.1
５人以上,"金融業,保険業",18.9,19.4,18.3,153.7,164.3,142.6,135.3,141.7,128.6,18.4,22.6,14
５人以上,"不動産業,物品賃貸業",18,18.6,17,143.9,151.1,131.3,132.3,138.2,122,11.6,12.9,9.3
５人以上,"学術研究,専門・技術サービス業",18.9,19.4,18,154.4,159.9,143.7,142.4,147.2,132.9,12,12.7,10.8
５人以上,"宿泊業,飲食サービス業",9.8,10.4,9.2,63.1,73,54.7,60.2,68.8,52.9,2.9,4.2,1.8
５人以上,"生活関連サービス業,娯楽業",13.1,14.6,12.1,94.4,112.9,81.7,91.2,107.6,79.9,3.2,5.3,1.8
５人以上,"教育,学習支援業",13.5,13.9,13,100.6,104.1,96.5,96.4,99.8,92.5,4.2,4.3,4
５人以上,"医療,福祉",16.9,17.5,16.7,124.2,138.2,119,119.2,130.9,114.9,5,7.3,4.1
５人以上,複合サービス事業,18.9,19.3,18.3,145.9,156.4,128.3,137.6,146.2,123.2,8.3,10.2,5.1
５人以上,サービス業（他に分類されないもの）,17.4,18.2,16.4,133.7,144.2,120,124.9,133.4,113.8,8.8,10.8,6.2
30人以上,調査産業計,17.8,18.6,16.6,142,152.8,125.6,130.6,138.9,118,11.4,13.9,7.6
30人以上,"鉱業,採石業,砂利採取業",20.1,20,20.4,166.6,167.4,164,146.7,146.4,147.7,19.9,21,16.3
30人以上,建設業,20.2,20.4,19,176,178.4,161.1,153.3,154.5,145.8,22.7,23.9,15.3
30人以上,製造業,19.3,19.5,18.5,157.6,161.7,147.3,146.8,150,138.7,10.8,11.7,8.6
30人以上,電気・ガス・熱供給・水道業,20.1,20.1,19.9,165.7,166.7,160.6,151.7,152.4,147.8,14,14.3,12.8
30人以上,情報通信業,19.6,19.8,18.9,164.7,168.5,154.1,148.7,151.4,141.2,16,17.1,12.9
30人以上,"運輸業,郵便業",18.4,19.2,15.6,158.4,166.3,131.3,138.2,142.5,123.4,20.2,23.8,7.9
30人以上,"卸売業,小売業",18.2,19,17.1,143.1,154.5,127,134.5,144.6,120.2,8.6,9.9,6.8
30人以上,"金融業,保険業",18.9,19.3,18.4,155,164.7,144.7,134.8,140.7,128.6,20.2,24,16.1
30人以上,"不動産業,物品賃貸業",18.3,18.8,17.4,144.9,150.9,134.1,132.2,137,123.5,12.7,13.9,10.6
30人以上,"学術研究,専門・技術サービス業",19.1,19.7,18,157.5,162.9,146.8,143.6,148.3,134.3,13.9,14.6,12.5
30人以上,"宿泊業,飲食サービス業",9.3,9.9,8.8,61.2,70,53.5,58.7,66.4,51.9,2.5,3.6,1.6
30人以上,"生活関連サービス業,娯楽業",13.7,14.9,12.8,96.8,115,82.8,93.1,109,80.9,3.7,6,1.9
30人以上,"教育,学習支援業",14.1,14.2,13.9,105.4,106.2,104.3,101.3,102,100.3,4.1,4.2,4
30人以上,"医療,福祉",17.9,17.9,17.9,132.3,141.2,128.3,126.4,133.2,123.4,5.9,8,4.9
30人以上,複合サービス事業,19.2,19.5,18.4,150.5,161.8,122.6,139.2,149,115.1,11.3,12.8,7.5
30人以上,サービス業（他に分類されないもの）,17.1,17.8,16.2,130.6,139.9,119.2,122,129.5,112.8,8.6,10.4,6.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年４月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
