規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8026059,4609413,3416646,167143,75529,91614,148780,77430,71350,8044422,4607512,3436910,24.4,14.6,37.5
５人以上,"鉱業,採石業,砂利採取業",1492,1141,351,10,8,2,8,7,1,1494,1142,352,1.2,1.4,0.6
５人以上,建設業,389893,326102,63791,3717,2334,1383,4086,3610,476,389524,324826,64698,2.4,1,9.7
５人以上,製造業,583766,411180,172586,6209,3013,3196,7620,5904,1716,582355,408289,174066,9.9,4.1,23.4
５人以上,電気・ガス・熱供給・水道業,28459,23624,4835,731,677,54,782,675,107,28408,23626,4782,1.6,1.5,2.2
５人以上,情報通信業,855227,610786,244441,9556,5749,3807,9219,5933,3286,855564,610602,244962,3.6,1.5,8.9
５人以上,"運輸業,郵便業",479177,342530,136647,7879,5374,2505,8494,5970,2524,478562,341934,136628,15.8,11.6,26.1
５人以上,"卸売業,小売業",1661939,929032,732907,30707,13658,17049,28759,15295,13464,1663887,927395,736492,28.1,15.1,44.4
５人以上,"金融業,保険業",400518,207424,193094,3843,2348,1495,6196,3125,3071,398165,206647,191518,5.4,1.1,10.1
５人以上,"不動産業,物品賃貸業",218133,139291,78842,3303,1683,1620,2876,1841,1035,218560,139133,79427,17.2,13.9,23.2
５人以上,"学術研究,専門・技術サービス業",393686,261138,132548,3345,1873,1472,5417,4114,1303,391614,258897,132717,8,5,13.9
５人以上,"宿泊業,飲食サービス業",601767,274533,327234,42558,16303,26255,31206,15051,16155,613119,275785,337334,77.5,66.7,86.3
５人以上,"生活関連サービス業,娯楽業",242502,97011,145491,5228,1755,3473,4525,1517,3008,243205,97249,145956,37.7,29,43.5
５人以上,"教育,学習支援業",391462,199744,191718,18060,8539,9521,3436,989,2447,406086,207294,198792,40.8,35.5,46.4
５人以上,"医療,福祉",779230,209025,570205,11014,1935,9079,15892,4135,11757,774352,206825,567527,33.8,24.8,37.1
５人以上,複合サービス事業,37924,23688,14236,329,167,162,498,295,203,37755,23560,14195,21.4,9.3,41.4
５人以上,サービス業（他に分類されないもの）,960884,553164,407720,20654,10113,10541,19766,8969,10797,961772,554308,407464,23.5,16.1,33.6
30人以上,調査産業計,5680670,3402247,2278423,89573,43401,46172,89693,50100,39593,5680550,3395548,2285002,19,11.1,30.7
30人以上,"鉱業,採石業,砂利採取業",1492,1141,351,10,8,2,8,7,1,1494,1142,352,1.2,1.4,0.6
30人以上,建設業,257907,218641,39266,1886,1220,666,2091,1793,298,257702,218068,39634,1.3,0.7,4.5
30人以上,製造業,430514,308652,121862,4279,1983,2296,6664,5049,1615,428129,305586,122543,9.1,3.6,22.9
30人以上,電気・ガス・熱供給・水道業,25275,21110,4165,731,677,54,782,675,107,25224,21112,4112,1.8,1.7,2.6
30人以上,情報通信業,753366,541252,212114,7000,3736,3264,8047,5175,2872,752319,539813,212506,3,1.1,7.9
30人以上,"運輸業,郵便業",405117,289892,115225,7181,4765,2416,7929,5545,2384,404369,289112,115257,16.2,12.4,26
30人以上,"卸売業,小売業",1052081,621216,430865,11640,5335,6305,14556,8970,5586,1049165,617581,431584,21.1,9.8,37.4
30人以上,"金融業,保険業",329319,172515,156804,3020,2031,989,5142,2529,2613,327197,172017,155180,4.8,1,9
30人以上,"不動産業,物品賃貸業",146962,94375,52587,1970,1215,755,2050,1242,808,146882,94348,52534,15.7,13.4,19.8
30人以上,"学術研究,専門・技術サービス業",276539,186599,89940,1658,926,732,2763,2002,761,275434,185523,89911,5.2,2.2,11.2
30人以上,"宿泊業,飲食サービス業",206164,93905,112259,8240,2897,5343,8428,3970,4458,205976,92832,113144,69.5,55.4,81
30人以上,"生活関連サービス業,娯楽業",134589,57823,76766,2452,784,1668,2024,595,1429,135017,58012,77005,40,26.4,50.3
30人以上,"教育,学習支援業",308054,162648,145406,14902,7120,7782,1588,778,810,321368,168990,152378,38,32.1,44.5
30人以上,"医療,福祉",519592,160087,359505,5207,1480,3727,8899,3558,5341,515900,158009,357891,27.7,22,30.2
30人以上,複合サービス事業,24322,17339,6983,219,123,96,124,105,19,24417,17357,7060,22.4,11.7,48.7
30人以上,サービス業（他に分類されないもの）,809377,455052,354325,19178,9101,10077,18598,8107,10491,809957,456046,353911,25.2,18.5,33.8
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年６月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
