規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8145121,4692783,3452338,128194,63306,64888,242316,113901,128415,8030999,4642188,3388811,23.7,14.2,36.7
５人以上,"鉱業,採石業,砂利採取業",1473,1153,320,26,25,1,7,5,2,1492,1173,319,0.7,0.9,－
５人以上,建設業,391832,329332,62500,2633,1766,867,4572,3709,863,389893,327389,62504,2.4,1,9.4
５人以上,製造業,594978,419016,175962,3727,2583,1144,9999,6361,3638,588706,415238,173468,9,4.1,20.7
５人以上,電気・ガス・熱供給・水道業,28536,23649,4887,48,38,10,125,107,18,28459,23580,4879,2.1,1.9,3.1
５人以上,情報通信業,857957,617845,240112,10136,5667,4469,12866,8145,4721,855227,615367,239860,3.5,1.5,8.6
５人以上,"運輸業,郵便業",487040,364757,122283,7049,4556,2493,14912,11857,3055,479177,357456,121721,12.2,11,15.7
５人以上,"卸売業,小売業",1678891,941983,736908,22800,10480,12320,39752,18102,21650,1661939,934361,727578,27,14.1,43.5
５人以上,"金融業,保険業",400704,203273,197431,5140,2389,2751,5326,2536,2790,400518,203126,197392,6,1.2,10.9
５人以上,"不動産業,物品賃貸業",219625,139485,80140,3320,1482,1838,4812,2197,2615,218133,138770,79363,17.4,14.5,22.6
５人以上,"学術研究,専門・技術サービス業",393414,261041,132373,4743,2615,2128,4471,2725,1746,393686,260931,132755,7.3,4.2,13.3
５人以上,"宿泊業,飲食サービス業",651727,291341,360386,22261,11263,10998,72221,29073,43148,601767,273531,328236,77.8,67.5,86.5
５人以上,"生活関連サービス業,娯楽業",247071,97817,149254,2223,1067,1156,6792,2819,3973,242502,96065,146437,38.6,29,45
５人以上,"教育,学習支援業",391631,199128,192503,7686,3134,4552,7855,4614,3241,391462,197648,193814,36.7,30,43.6
５人以上,"医療,福祉",792996,217161,575835,14118,5206,8912,27884,8392,19492,779230,213975,565255,33.7,24.9,37
５人以上,複合サービス事業,37790,23683,14107,407,150,257,273,135,138,37924,23698,14226,21.7,10.2,40.8
５人以上,サービス業（他に分類されないもの）,969456,562119,407337,21877,10885,10992,30449,13124,17325,960884,559880,401004,24.8,17.5,35
30人以上,調査産業計,5731301,3459572,2271729,82555,42503,40052,128246,69963,58283,5685610,3432112,2253498,18.5,11.1,29.7
30人以上,"鉱業,採石業,砂利採取業",1473,1153,320,26,25,1,7,5,2,1492,1173,319,0.7,0.9,－
30人以上,建設業,258980,221020,37960,1613,1297,316,2686,2199,487,257907,220118,37789,1.2,0.8,3.6
30人以上,製造業,440661,316223,124438,2666,1733,933,7873,5383,2490,435454,312573,122881,8.1,3.6,19.5
30人以上,電気・ガス・熱供給・水道業,25352,21135,4217,48,38,10,125,107,18,25275,21066,4209,2.4,2.2,3.6
30人以上,情報通信業,754562,546775,207787,9065,5441,3624,10261,6549,3712,753366,545667,207699,3,1.2,7.6
30人以上,"運輸業,郵便業",412521,311675,100846,6417,4102,2315,13821,11295,2526,405117,304482,100635,12.1,11.8,13
30人以上,"卸売業,小売業",1061391,626061,435330,9296,4744,4552,18606,9171,9435,1052081,621634,430447,20.5,9.6,36.3
30人以上,"金融業,保険業",329648,168961,160687,4380,2194,2186,4709,2273,2436,329319,168882,160437,5.2,1.1,9.4
30人以上,"不動産業,物品賃貸業",146572,94334,52238,2331,1370,961,1941,1199,742,146962,94505,52457,15.4,13.6,18.5
30人以上,"学術研究,専門・技術サービス業",275441,184682,90759,3487,1860,1627,2389,1380,1009,276539,185162,91377,5.7,2.4,12.3
30人以上,"宿泊業,飲食サービス業",212713,99059,113654,5030,2016,3014,11579,5660,5919,206164,95415,110749,69.2,56,80.7
30人以上,"生活関連サービス業,娯楽業",137486,57226,80260,1232,601,631,4129,1914,2215,134589,55913,78676,40.6,26.1,50.9
30人以上,"教育,学習支援業",306345,161363,144982,7136,3134,4002,5427,3179,2248,308054,161318,146736,34,27.3,41.3
30人以上,"医療,福祉",525051,170298,354753,10273,4142,6131,15732,7257,8475,519592,167183,352409,27.4,23.2,29.5
30人以上,複合サービス事業,24320,17334,6986,195,150,45,193,135,58,24322,17349,6973,23.1,12.9,48.4
30人以上,サービス業（他に分類されないもの）,818785,462273,356512,19360,9656,9704,28768,12257,16511,809377,459672,349705,26.9,20.2,35.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年５月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
