規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,16.9,137.9,128,9.9,10.1,61.4,59.3,2.1
５人以上,"鉱業,採石業,砂利採取業",17.5,145.1,127.2,17.9,16.5,127.5,127.5,－
５人以上,建設業,17.6,147,132.2,14.8,13.1,92.1,87.3,4.8
５人以上,製造業,16.7,136.3,128.7,7.6,14.1,99.4,90.5,8.9
５人以上,電気・ガス・熱供給・水道業,17.4,145,131.5,13.5,13.6,96.3,94,2.3
５人以上,情報通信業,17.6,147.8,134.3,13.5,11,73.7,71.4,2.3
５人以上,"運輸業,郵便業",15.7,133.4,119,14.4,10.7,76.9,69.8,7.1
５人以上,"卸売業,小売業",16.8,134.8,127.8,7,12.2,77.6,74.8,2.8
５人以上,"金融業,保険業",17.3,140.5,124,16.5,14.1,92.1,90.4,1.7
５人以上,"不動産業,物品賃貸業",17.3,143.7,132.4,11.3,12.4,68.2,65.9,2.3
５人以上,"学術研究,専門・技術サービス業",17.6,144.9,133.3,11.6,9.1,60.9,59.3,1.6
５人以上,"宿泊業,飲食サービス業",13,105.7,101,4.7,7.4,40.7,39.7,1
５人以上,"生活関連サービス業,娯楽業",14,109.5,105.3,4.2,6,32.8,32.5,0.3
５人以上,"教育,学習支援業",17.3,134.4,129.2,5.2,6.7,37.2,36.8,0.4
５人以上,"医療,福祉",18.2,144.9,139,5.9,9.8,55.4,54.3,1.1
５人以上,複合サービス事業,16.9,134.4,126.4,8,16.4,95.1,91.1,4
５人以上,サービス業（他に分類されないもの）,16.6,131.8,123,8.8,13.3,84.6,81.7,2.9
30人以上,調査産業計,17,139.5,128.4,11.1,10.9,67.8,64.9,2.9
30人以上,"鉱業,採石業,砂利採取業",17.5,145.1,127.2,17.9,16.5,127.5,127.5,－
30人以上,建設業,17.8,152.1,133.7,18.4,13.7,102.6,93.3,9.3
30人以上,製造業,16.9,140,131,9,15.4,113.7,100.5,13.2
30人以上,電気・ガス・熱供給・水道業,17,142.5,129,13.5,13.6,96.3,94,2.3
30人以上,情報通信業,17.6,148.3,134.2,14.1,11.2,77,74.8,2.2
30人以上,"運輸業,郵便業",15.5,131.8,116.5,15.3,9.8,72.9,65.4,7.5
30人以上,"卸売業,小売業",16.9,136.1,128.2,7.9,13.7,87.8,83.3,4.5
30人以上,"金融業,保険業",17.2,141.4,123.4,18,14.4,96,93.6,2.4
30人以上,"不動産業,物品賃貸業",17.1,142.3,130.8,11.5,14,71,68.4,2.6
30人以上,"学術研究,専門・技術サービス業",17.8,147.9,134.5,13.4,9.6,66.5,64.2,2.3
30人以上,"宿泊業,飲食サービス業",10.7,85.1,83,2.1,6.2,31.6,30.9,0.7
30人以上,"生活関連サービス業,娯楽業",14.9,118.7,113.1,5.6,5.4,25.6,25.3,0.3
30人以上,"教育,学習支援業",17.3,133.8,129,4.8,7.1,39,38.6,0.4
30人以上,"医療,福祉",18.6,148.2,141.6,6.6,10.7,63.2,61.9,1.3
30人以上,複合サービス事業,17.4,147.3,135.2,12.1,17.7,97.9,92.2,5.7
30人以上,サービス業（他に分類されないもの）,16.6,131.6,122.3,9.3,13.4,86.1,83.1,3
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年５月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
