規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.1,19,16.8,141.7,154.9,123.7,131.3,141.6,117.3,10.4,13.3,6.4
５人以上,"鉱業,採石業,砂利採取業",20.2,20.3,19.8,167,169.5,158.7,146.3,147.2,143.2,20.7,22.3,15.5
５人以上,建設業,21.2,21.5,19.9,179,183.3,157.9,160.7,163.4,147.8,18.3,19.9,10.1
５人以上,製造業,19.8,20.1,19,159.3,164.5,146.8,150,154.5,139.1,9.3,10,7.7
５人以上,電気・ガス・熱供給・水道業,19.6,19.6,19.1,164.1,166,154.5,147.7,149,141.3,16.4,17,13.2
５人以上,情報通信業,20,20.2,19.3,167.6,171.8,156.9,151.4,154.5,143.4,16.2,17.3,13.5
５人以上,"運輸業,郵便業",18.2,19.5,14.9,152.8,168.2,111.3,134.5,145.4,105,18.3,22.8,6.3
５人以上,"卸売業,小売業",18.4,19.2,17.2,142.2,155.3,125.2,134.2,145.2,119.8,8,10.1,5.4
５人以上,"金融業,保険業",19.5,19.9,19.1,161,171.8,150.2,141.7,147.5,135.9,19.3,24.3,14.3
５人以上,"不動産業,物品賃貸業",19,19.4,18.2,151.9,158,141.2,140,144.3,132.5,11.9,13.7,8.7
５人以上,"学術研究,専門・技術サービス業",19.2,19.5,18.6,156.7,160.7,149.2,144.3,147.7,137.9,12.4,13,11.3
５人以上,"宿泊業,飲食サービス業",12.5,13.8,11.4,79.3,96.8,64.8,75.4,90.5,62.8,3.9,6.3,2
５人以上,"生活関連サービス業,娯楽業",16,16.7,15.6,115.2,125.4,107.5,111,119.5,104.6,4.2,5.9,2.9
５人以上,"教育,学習支援業",15.1,15.4,14.8,110.2,112.5,107.7,104.6,106.2,102.8,5.6,6.3,4.9
５人以上,"医療,福祉",17.2,17.9,17,127.1,139.5,122.8,122.5,132.6,119,4.6,6.9,3.8
５人以上,複合サービス事業,19.3,19.6,18.9,151.1,160,135.7,141.1,147.6,129.9,10,12.4,5.8
５人以上,サービス業（他に分類されないもの）,18.5,19.1,17.6,140.9,150.1,128.3,130.9,137.6,121.8,10,12.5,6.5
30人以上,調査産業計,18.5,19.2,17.4,147.2,158.2,130.7,135.3,143.5,122.9,11.9,14.7,7.8
30人以上,"鉱業,採石業,砂利採取業",20.2,20.3,19.8,167,169.5,158.7,146.3,147.2,143.2,20.7,22.3,15.5
30人以上,建設業,20.9,21.1,19.7,180.6,183.5,163.2,159.1,160.6,149.8,21.5,22.9,13.4
30人以上,製造業,19.8,20.1,19,162.6,166.9,151.4,151.6,155.4,141.7,11,11.5,9.7
30人以上,電気・ガス・熱供給・水道業,19.6,19.6,19.1,164.1,166,154.5,147.7,149,141.3,16.4,17,13.2
30人以上,情報通信業,19.9,20.2,19.3,168,172,158,151.2,154.1,143.9,16.8,17.9,14.1
30人以上,"運輸業,郵便業",18,19.3,14.3,152.1,168.2,107.5,132.4,143.8,101,19.7,24.4,6.5
30人以上,"卸売業,小売業",19,19.7,18.1,149.2,160.1,133.5,139.7,148.9,126.6,9.5,11.2,6.9
30人以上,"金融業,保険業",19.4,19.8,19,162.9,172.8,152.8,141.6,146.6,136.5,21.3,26.2,16.3
30人以上,"不動産業,物品賃貸業",19,19.4,18.3,150.9,156.6,141,138.1,142.1,131.1,12.8,14.5,9.9
30人以上,"学術研究,専門・技術サービス業",19.7,20.2,18.6,162,166.8,152.2,147.7,152,139,14.3,14.8,13.2
30人以上,"宿泊業,飲食サービス業",12.3,12.9,11.7,78.8,92.5,67.6,75.5,87.1,66,3.3,5.4,1.6
30人以上,"生活関連サービス業,娯楽業",15.6,16.7,14.8,109,127.2,94.5,104.6,119.9,92.4,4.4,7.3,2.1
30人以上,"教育,学習支援業",15.1,15.4,14.8,110.2,111.5,108.6,105,105.9,103.8,5.2,5.6,4.8
30人以上,"医療,福祉",17.8,18.1,17.7,133.7,142,130.1,128.2,134.3,125.5,5.5,7.7,4.6
30人以上,複合サービス事業,19.6,19.8,19.4,156.9,164.9,135.7,142.9,149.2,126.3,14,15.7,9.4
30人以上,サービス業（他に分類されないもの）,18.3,18.9,17.5,138.7,146.9,128.3,129.1,135,121.7,9.6,11.9,6.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年７月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
