事業所規模,和暦年,西暦年,年平均・月,調査産業計／入職率(％),調査産業計／離職率(％),鉱業，採石業，砂利採取業／入職率(％),鉱業，採石業，砂利採取業／離職率(％),建設業／入職率(％),建設業／離職率(％),製造業／入職率(％),製造業／離職率(％),電気・ガス・熱供給・水道業／入職率(％),電気・ガス・熱供給・水道業／離職率(％),情報通信業／入職率(％),情報通信業／離職率(％),運輸業，郵便業／入職率(％),運輸業，郵便業／離職率(％),卸売業，小売業／入職率(％),卸売業，小売業／離職率(％),金融業，保険業／入職率(％),金融業，保険業／離職率(％),不動産業，物品賃貸業／入職率(％),不動産業，物品賃貸業／離職率(％),学術研究，専門・技術サービス業／入職率(％),学術研究，専門・技術サービス業／離職率(％),宿泊業，飲食サービス業／入職率(％),宿泊業，飲食サービス業／離職率(％),生活関連サービス業，娯楽業／入職率(％),生活関連サービス業，娯楽業／離職率(％),教育，学習支援業／入職率(％),教育，学習支援業／離職率(％),医療，福祉／入職率(％),医療，福祉／離職率(％),複合サービス事業／入職率(％),複合サービス事業／離職率(％),サービス業（他に分類されないもの）／入職率(％),サービス業（他に分類されないもの）／離職率(％)
５人以上,平成27,2015,年平均,2.26,2.19,－,－,1.29,1.17,1.33,1.34,1.41,1.59,1.61,1.6,1.9,1.79,1.93,1.97,1.76,1.65,1.99,2.02,1.8,1.36,4.34,4.26,2.78,2.79,3.71,3.64,2.56,2.42,2.3,1.83,2.66,2.56
５人以上,平成28,2016,年平均,2.35,2.21,－,－,1.2,1.12,1.27,1.2,1.27,1,1.58,1.47,1.83,1.9,2.14,1.98,1.8,1.64,2.32,1.96,1.6,1.41,4.89,4.7,3.51,3.3,3.54,3.26,2.52,2.24,2.03,1.93,2.83,2.73
５人以上,平成29,2017,年平均,2.36,2.23,－,－,1.14,1.03,1.22,1.18,1.8,1.04,1.75,1.46,1.77,1.73,2.09,2.01,1.79,1.72,1.89,1.78,1.46,1.42,4.8,4.69,3.62,3.35,3.72,3.61,2.37,2.22,2.15,2.29,3.13,2.83
５人以上,平成30,2018,年平均,2.26,2.23,2.22,2.52,1.14,1.09,1.26,1.22,1.21,1.62,1.6,1.6,1.79,1.81,1.92,1.92,1.76,1.6,1.82,1.74,1.54,1.44,4.8,4.76,3.05,3.26,2.85,2.84,2.31,2.24,2.15,2.27,2.98,2.86
５人以上,平成31・令和元,2019,年平均,2.52,2.36,1.91,2.11,1.88,1.17,1.32,1.24,1.59,2.67,1.67,1.31,2.53,2.32,2.07,1.95,1.81,1.73,1.98,1.76,1.56,1.47,5.39,5.38,3.16,2.76,3.82,3.96,2.47,2.38,1.84,1.77,3.12,2.88
５人以上,令和２,2020,年平均,2.16,2.31,2.11,1.53,1.24,1.09,1.34,1.26,1.57,1.25,1.6,1.39,2.02,1.89,1.81,1.92,1.77,1.79,1.92,1.81,1.35,1.45,4.52,5.66,2.31,2.35,3.58,3.61,2.18,2.38,1.41,1.59,2.61,2.96
５人以上,令和２,2020,1月,1.71,1.81,4.5,4.15,0.93,0.75,1.38,1.06,0.37,0.63,0.86,1.03,1.65,1.87,1.2,1.53,1.47,2.56,1.65,1.35,1.27,1.16,3.46,3.24,1.22,2.08,1.81,2.79,1.35,1.78,0.39,0.57,3.28,2.43
５人以上,令和２,2020,2月,1.74,1.91,1.56,0.67,0.62,0.6,0.63,1.44,1.46,0.18,0.92,1.07,2.96,1.57,1.53,1.68,0.84,1.1,1.12,1.44,1.02,1.4,4.08,4.27,2.09,2.27,1.5,3.04,1.68,1.6,0.38,0.42,2.48,2.69
５人以上,令和２,2020,3月,1.86,2.91,1.13,1.84,0.72,0.9,1.11,0.96,0.18,1.03,0.86,1.13,2.05,2.05,2.07,2.31,0.78,1.57,1.47,1.75,1.1,1.19,4.22,6.54,2.57,3.59,1.96,6.15,1.84,3.64,0.47,2.56,2.18,4.63
５人以上,令和２,2020,4月,6.19,5.23,7.89,3.13,5.59,2.81,5.66,2.6,11.17,6.42,6.29,3.4,5.93,3.53,4.63,4.27,7.9,5.39,6.47,4.95,4.79,4.57,5.3,9.81,4.6,3.76,13.48,12.88,8,5.39,10.08,8.94,5.66,5.87
５人以上,令和２,2020,5月,1.57,2.97,1.77,0.48,0.67,1.17,0.63,1.68,0.17,0.44,1.18,1.5,1.45,3.06,1.36,2.37,1.28,1.33,1.51,2.19,1.21,1.14,3.42,11.08,0.9,2.75,1.96,2.01,1.78,3.52,1.08,0.72,2.26,3.14
５人以上,令和２,2020,6月,2.08,1.85,0.67,0.54,0.95,1.05,1.06,1.31,2.57,2.75,1.12,1.08,1.64,1.77,1.85,1.73,0.96,1.55,1.51,1.32,0.85,1.38,7.07,5.19,2.16,1.87,4.61,0.88,1.41,2.04,0.87,1.31,2.15,2.06
５人以上,令和２,2020,7月,2.16,2.04,1.34,1.47,1.13,1.48,0.97,1.21,1.15,1.9,1.54,1.9,2.37,2.63,1.59,1.55,1.93,1.65,1.38,2.19,0.73,1.57,5.36,4.37,3.15,1.82,3.6,2.09,2.38,1.92,0.52,0.51,2.59,2.48
５人以上,令和２,2020,8月,1.57,1.93,1.21,0.87,0.92,1.71,0.77,0.89,0.57,0.4,0.98,0.9,1.15,1.56,1.46,1.55,1.31,1.13,1.4,1.14,0.59,0.91,3.92,5,2.78,2.96,1.8,1.73,1.58,2.16,0.87,0.78,1.9,3.06
５人以上,令和２,2020,9月,1.76,1.77,1.2,0.67,0.64,0.58,0.85,0.87,0.19,0.16,0.83,1,1.1,1.16,1.83,1.45,0.91,1.02,1.23,1.18,0.77,0.96,3.07,5.02,2.97,2.08,4.1,3.85,1.86,1.79,0.44,0.99,2.51,2.11
５人以上,令和２,2020,10月,2.15,2.14,1.53,2.19,1.71,1.1,1.52,1.37,0.83,0.53,1.36,1.65,1.18,1.07,1.75,1.81,2.57,2.36,2.35,1.61,1.69,1.57,5.7,4.85,2.25,2.03,3.52,3.38,1.56,1.97,0.51,1.03,2.3,2.84
５人以上,令和２,2020,11月,1.77,1.62,1.34,0.8,0.63,0.42,0.6,0.84,0.1,0.43,2.53,1.18,1.02,1.28,1.33,1.6,0.76,0.99,1.67,1.23,1.23,0.92,4.8,4.07,1.54,1.83,2.88,2.19,1.51,1.37,0.38,0.3,2.09,2.25
５人以上,令和２,2020,12月,1.36,1.48,1.2,1.6,0.39,0.49,0.86,0.9,0.07,0.14,0.69,0.88,1.69,1.15,1.13,1.22,0.56,0.85,1.25,1.33,0.97,0.66,3.78,4.51,1.45,1.16,1.76,2.33,1.17,1.43,0.88,1,1.89,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年年報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第12－１表　産業別労働異動率（事業所規模５人以上）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
