規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6143725,71628,90473,6125919,2001396,56566,151843,1905080
５人以上,"鉱業,採石業,砂利採取業",1461,26,6,1482,12,0,1,10
５人以上,建設業,382295,2461,4111,380559,9537,172,461,9334
５人以上,製造業,540679,3099,7977,535957,54299,628,2022,52749
５人以上,電気・ガス・熱供給・水道業,27928,46,121,27854,608,2,4,605
５人以上,情報通信業,826910,8810,10203,825481,31047,1326,2663,29746
５人以上,"運輸業,郵便業",419003,4401,3260,420674,68037,2648,11652,58503
５人以上,"卸売業,小売業",1218369,11269,15788,1213305,460522,11531,23964,448634
５人以上,"金融業,保険業",376583,4998,4946,376632,24121,142,380,23886
５人以上,"不動産業,物品賃貸業",180056,2470,2373,180154,39569,850,2439,37979
５人以上,"学術研究,専門・技術サービス業",364018,4195,3151,365065,29396,548,1320,28621
５人以上,"宿泊業,飲食サービス業",134028,5658,6803,133329,517699,16603,65418,468438
５人以上,"生活関連サービス業,娯楽業",148982,1907,2035,148863,98089,316,4757,93639
５人以上,"教育,学習支援業",249091,1345,2833,247601,142540,6341,5022,143861
５人以上,"医療,福祉",520089,6266,9862,516806,272907,7852,18022,262424
５人以上,複合サービス事業,29804,55,145,29712,7986,352,128,8212
５人以上,サービス業（他に分類されないもの）,724429,14622,16859,722445,245027,7255,13590,238439
30人以上,調査産業計,4649600,51264,65504,4636286,1081701,31291,62742,1049324
30人以上,"鉱業,採石業,砂利採取業",1461,26,6,1482,12,0,1,10
30人以上,建設業,255836,1573,2648,254760,3144,40,38,3147
30人以上,製造業,405009,2126,6815,400286,35652,540,1058,35168
30人以上,電気・ガス・熱供給・水道業,24744,46,121,24670,608,2,4,605
30人以上,情報通信業,731715,7831,8374,731136,22847,1234,1887,22230
30人以上,"運輸業,郵便業",354904,3769,3147,356056,57617,2648,10674,49061
30人以上,"卸売業,小売業",840896,6303,10546,836529,220495,2993,8060,215552
30人以上,"金融業,保険業",312473,4238,4394,312313,17175,142,315,17006
30人以上,"不動産業,物品賃貸業",123915,1942,1484,124374,22657,389,457,22588
30人以上,"学術研究,専門・技術サービス業",259506,3294,1933,260871,15935,193,456,15668
30人以上,"宿泊業,飲食サービス業",63886,1185,1913,63429,148827,3845,9666,142735
30人以上,"生活関連サービス業,娯楽業",79624,916,629,79921,57862,316,3500,54668
30人以上,"教育,学習支援業",204388,1080,2025,203441,101957,6056,3402,104613
30人以上,"医療,福祉",377873,4515,5289,377044,147178,5758,10443,142548
30人以上,複合サービス事業,18802,55,145,18710,5518,140,48,5612
30人以上,サービス業（他に分類されないもの）,594568,12365,16035,591264,224217,6995,12733,218113
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年５月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
