規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,430505,511402,308631,416171,494192,298631,382857,33314,14334,17210,10000
100～499人,374374,437482,272012,360856,419277,266097,335860,24996,13518,18205,5915
100人以上,402595,474116,290836,388667,456404,282821,359488,29179,13928,17712,8015
30～99人,309651,374617,216680,294164,354234,208199,274008,20156,15487,20383,8481
５～29人,259149,329793,185264,252967,321473,181319,239567,13400,6182,8320,3945
30人以上,372172,442313,265694,357734,423748,257521,331509,26225,14438,18565,8173
５人以上,338021,412095,237733,326077,396281,231030,303727,22350,11944,15814,6703
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
