規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,501392,453666,421460,32206,47726,130605,127951,122282,5669,2654
100～499人,422229,397929,375411,22518,24300,122116,120977,116863,4114,1139
100人以上,463229,426796,399260,27536,36433,125724,123941,119166,4775,1783
30～99人,384802,360452,341037,19415,24350,94287,93086,91196,1890,1201
５～29人,361226,347003,335308,11695,14223,82840,81176,79464,1712,1664
30人以上,440571,407629,382439,25190,32942,110865,109357,105946,3411,1508
５人以上,421276,392886,370978,21908,28390,98128,96549,93910,2639,1579
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年５月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
