規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.3,153.2,139,14.2,12.1,74.9,71.9,3
５人以上,"鉱業,採石業,砂利採取業",16.9,141,122.6,18.4,14.8,98,98,－
５人以上,建設業,19.5,167.6,146.7,20.9,15.9,107.5,102.8,4.7
５人以上,製造業,18.7,155.7,144,11.7,16.4,112.2,107.6,4.6
５人以上,電気・ガス・熱供給・水道業,17.2,147.1,128.5,18.6,13.6,93.4,91.4,2
５人以上,情報通信業,17.7,152.6,135.5,17.1,12.1,79.5,75.6,3.9
５人以上,"運輸業,郵便業",19.1,167.6,144.2,23.4,14.2,104.3,92.8,11.5
５人以上,"卸売業,小売業",18.6,153.4,143.2,10.2,13.7,87.6,84.2,3.4
５人以上,"金融業,保険業",16.8,139.7,121.6,18.1,14.3,92.7,90.7,2
５人以上,"不動産業,物品賃貸業",18.6,157,141,16,12.9,73.9,71.3,2.6
５人以上,"学術研究,専門・技術サービス業",18.2,152.8,137.3,15.5,11.8,79.9,76.6,3.3
５人以上,"宿泊業,飲食サービス業",19.8,172.4,155,17.4,11,65.5,62.3,3.2
５人以上,"生活関連サービス業,娯楽業",19.2,159.1,146,13.1,11.7,65.4,63.7,1.7
５人以上,"教育,学習支援業",17.2,139.1,129.3,9.8,7.6,42.6,41.7,0.9
５人以上,"医療,福祉",18.5,149.2,141.5,7.7,10.8,63.2,62.1,1.1
５人以上,複合サービス事業,16.8,139.1,128.4,10.7,16.3,97.6,93,4.6
５人以上,サービス業（他に分類されないもの）,18.1,145.4,132.4,13,14.2,87.8,84.5,3.3
30人以上,調査産業計,18,150.5,135.5,15,12.6,78.8,75.3,3.5
30人以上,"鉱業,採石業,砂利採取業",16.9,141,122.6,18.4,14.8,98,98,－
30人以上,建設業,18.8,164.8,141.2,23.6,14.3,103.4,97.3,6.1
30人以上,製造業,18.2,154.1,141.1,13,16.3,117,110.4,6.6
30人以上,電気・ガス・熱供給・水道業,17,145.7,127.2,18.5,13.6,93.4,91.4,2
30人以上,情報通信業,17.5,150.9,133.7,17.2,12.4,81.3,79.4,1.9
30人以上,"運輸業,郵便業",19.1,167.8,143.1,24.7,13.4,103.4,90.6,12.8
30人以上,"卸売業,小売業",18,148.7,137.9,10.8,14.8,96,90.8,5.2
30人以上,"金融業,保険業",16.6,139.8,120.3,19.5,14.3,95.6,92.8,2.8
30人以上,"不動産業,物品賃貸業",18.3,153.2,137.4,15.8,14.1,71.9,70,1.9
30人以上,"学術研究,専門・技術サービス業",17.9,150.7,134.3,16.4,12.7,90.2,86.8,3.4
30人以上,"宿泊業,飲食サービス業",18.6,161.8,147.3,14.5,11.2,64.2,61.7,2.5
30人以上,"生活関連サービス業,娯楽業",18.5,153.7,138.3,15.4,11.5,60.5,58.4,2.1
30人以上,"教育,学習支援業",16.9,135.2,126.2,9,7.3,42.8,42,0.8
30人以上,"医療,福祉",18.5,148.9,140.5,8.4,10.8,67.1,65.8,1.3
30人以上,複合サービス事業,17.1,145.7,131.6,14.1,17.4,95.2,88.9,6.3
30人以上,サービス業（他に分類されないもの）,18,143.9,130.6,13.3,14.2,88.8,85.3,3.5
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年２月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
