規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18,18.9,16.8,142.4,155.4,125,131.4,141.3,118.1,11,14.1,6.9
５人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.6,166.2,168.4,157.9,145,145.4,143.4,21.2,23,14.5
５人以上,建設業,20.6,20.8,19.7,175.2,179,157.7,156,157.9,147.2,19.2,21.1,10.5
５人以上,製造業,19.3,19.7,18.3,158.9,164.4,146.1,147.1,152,135.7,11.8,12.4,10.4
５人以上,電気・ガス・熱供給・水道業,20,20.2,19.3,171,173.6,157.7,151.3,153,142.7,19.7,20.6,15
５人以上,情報通信業,19.9,20.2,19.1,168.3,173.1,155.8,151.3,154.8,142.1,17,18.3,13.7
５人以上,"運輸業,郵便業",18.4,19.7,15.4,155.2,169.7,119.4,136.6,146.2,112.8,18.6,23.5,6.6
５人以上,"卸売業,小売業",18.1,19,17,141.3,155.3,123.6,132.9,144.5,118.2,8.4,10.8,5.4
５人以上,"金融業,保険業",19.6,20.1,19,161.4,172.5,150.2,142.6,149,136.2,18.8,23.5,14
５人以上,"不動産業,物品賃貸業",19.1,19.6,18.4,153.4,159.9,142,140.4,144.9,132.4,13,15,9.6
５人以上,"学術研究,専門・技術サービス業",19.1,19.4,18.4,155.5,159.4,148.1,142.3,145.4,136.5,13.2,14,11.6
５人以上,"宿泊業,飲食サービス業",12.7,13.9,11.7,82,99,68,77.3,91.5,65.6,4.7,7.5,2.4
５人以上,"生活関連サービス業,娯楽業",16.5,16.9,16.2,123.2,132.1,116.2,116.6,123.6,111.2,6.6,8.5,5
５人以上,"教育,学習支援業",15.1,15.5,14.7,111.6,115,108,106.2,108.6,103.6,5.4,6.4,4.4
５人以上,"医療,福祉",17.2,17.6,17,129,137.8,125.6,123.9,131,121.1,5.1,6.8,4.5
５人以上,複合サービス事業,19.6,20,18.8,153.3,164.5,134.1,144.5,153.6,128.9,8.8,10.9,5.2
５人以上,サービス業（他に分類されないもの）,18.6,19.2,17.9,142.3,151.4,129.8,132,138.3,123.3,10.3,13.1,6.5
30人以上,調査産業計,18.5,19.2,17.4,148.3,158.9,132.5,135.6,143.3,124.1,12.7,15.6,8.4
30人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.6,166.2,168.4,157.9,145,145.4,143.4,21.2,23,14.5
30人以上,建設業,20.2,20.4,19.6,176.3,178.6,163.5,153.6,154.4,149.4,22.7,24.2,14.1
30人以上,製造業,19.3,19.7,18.5,162.4,166.8,151.8,148.5,152.6,138.7,13.9,14.2,13.1
30人以上,電気・ガス・熱供給・水道業,20,20.2,19.3,171,173.6,157.7,151.3,153,142.7,19.7,20.6,15
30人以上,情報通信業,19.9,20.1,19.1,168.7,173.1,157.3,151.2,154.4,142.9,17.5,18.7,14.4
30人以上,"運輸業,郵便業",18.3,19.5,15.1,155.5,170.4,117.8,135.2,144.7,111.2,20.3,25.7,6.6
30人以上,"卸売業,小売業",18.8,19.4,17.8,148.3,159.2,132.5,138.4,147.4,125.4,9.9,11.8,7.1
30人以上,"金融業,保険業",19.6,20.1,19.1,164,174.4,153.2,142.9,148.6,136.9,21.1,25.8,16.3
30人以上,"不動産業,物品賃貸業",19.2,19.7,18.5,153.4,159.4,142.8,139.5,143.8,132,13.9,15.6,10.8
30人以上,"学術研究,専門・技術サービス業",19.5,19.8,18.7,160.9,164.9,152.9,146.2,149.7,139.3,14.7,15.2,13.6
30人以上,"宿泊業,飲食サービス業",12.3,13.3,11.5,82.4,98.5,69.7,78.5,92.4,67.5,3.9,6.1,2.2
30人以上,"生活関連サービス業,娯楽業",16.3,17.2,15.5,121.5,137.5,108.4,112.8,125.4,102.5,8.7,12.1,5.9
30人以上,"教育,学習支援業",15,15.3,14.6,110.2,112.5,107.4,105.1,107,102.9,5.1,5.5,4.5
30人以上,"医療,福祉",17.7,18,17.6,135.9,141.3,133.3,129.8,133.6,128,6.1,7.7,5.3
30人以上,複合サービス事業,19.9,20.1,19.6,158.6,168.4,133.9,146.6,154.9,125.7,12,13.5,8.2
30人以上,サービス業（他に分類されないもの）,18.6,19.1,18,140.9,149,130.5,130.8,136.3,123.8,10.1,12.7,6.7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１０月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
