規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,496366,471194,433459,37735,25172,133830,132219,125649,6570,1611
100～499人,457970,417725,389275,28450,40245,120897,118550,114462,4088,2347
100人以上,477782,445314,412073,33241,32468,126257,124215,119098,5117,2042
30～99人,395857,370733,346972,23761,25124,89922,88752,86705,2047,1170
５～29人,376410,354252,338421,15831,22158,87731,86238,84239,1999,1493
30人以上,454188,423835,393324,30511,30353,108672,107052,103421,3631,1620
５人以上,435115,406772,379861,26911,28343,99073,97511,94628,2883,1562
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年４月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
