規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,435115,406772,379861,26911,28343,99073,97511,94628,2883,1562
５人以上,"鉱業,採石業,砂利採取業",577838,575426,540691,34735,2412,222647,222647,222647,－,－
５人以上,建設業,449355,414085,375178,38907,35270,164431,163335,154273,9062,1096
５人以上,製造業,445991,419967,397988,21979,26024,135604,134747,128365,6382,857
５人以上,電気・ガス・熱供給・水道業,571628,488947,431814,57133,82681,187552,187400,185020,2380,152
５人以上,情報通信業,475879,437113,402103,35010,38766,128577,126287,122646,3641,2290
５人以上,"運輸業,郵便業",397533,381416,337578,43838,16117,125598,124155,112348,11807,1443
５人以上,"卸売業,小売業",456894,411752,392069,19683,45142,100914,99105,97133,1972,1809
５人以上,"金融業,保険業",539346,527981,485018,42963,11365,163350,159522,155554,3968,3828
５人以上,"不動産業,物品賃貸業",434217,414817,388763,26054,19400,94604,93039,88454,4585,1565
５人以上,"学術研究,専門・技術サービス業",496196,462956,437129,25827,33240,175936,173681,169779,3902,2255
５人以上,"宿泊業,飲食サービス業",277522,273284,258110,15174,4238,62910,62115,60616,1499,795
５人以上,"生活関連サービス業,娯楽業",368012,355481,344953,10528,12531,69539,68682,67725,957,857
５人以上,"教育,学習支援業",481384,443428,430663,12765,37956,84172,82424,81379,1045,1748
５人以上,"医療,福祉",370826,359290,338824,20466,11536,121600,119337,116395,2942,2263
５人以上,複合サービス事業,443189,401448,368478,32970,41741,152036,151126,137698,13428,910
５人以上,サービス業（他に分類されないもの）,344464,328498,304300,24198,15966,125827,123883,119600,4283,1944
30人以上,調査産業計,454188,423835,393324,30511,30353,108672,107052,103421,3631,1620
30人以上,"鉱業,採石業,砂利採取業",577838,575426,540691,34735,2412,222647,222647,222647,－,－
30人以上,建設業,480091,433494,384559,48935,46597,178000,174549,160428,14121,3451
30人以上,製造業,466092,439163,413439,25724,26929,141598,140977,131862,9115,621
30人以上,電気・ガス・熱供給・水道業,577501,484727,424588,60139,92774,187552,187400,185020,2380,152
30人以上,情報通信業,470333,442315,405750,36565,28018,137317,134681,130851,3830,2636
30人以上,"運輸業,郵便業",402738,385789,338440,47349,16949,122298,120666,108579,12087,1632
30人以上,"卸売業,小売業",499694,442330,419923,22407,57364,103669,101728,99577,2151,1941
30人以上,"金融業,保険業",566304,555526,509425,46101,10778,180105,176408,170776,5632,3697
30人以上,"不動産業,物品賃貸業",444127,429201,400814,28387,14926,96456,94117,91931,2186,2339
30人以上,"学術研究,専門・技術サービス業",520078,477547,447493,30054,42531,146190,142259,138558,3701,3931
30人以上,"宿泊業,飲食サービス業",297896,291642,277948,13694,6254,62838,61468,60154,1314,1370
30人以上,"生活関連サービス業,娯楽業",443277,425330,412808,12522,17947,58224,57476,56495,981,748
30人以上,"教育,学習支援業",507524,465072,451255,13817,42452,95701,93688,92915,773,2013
30人以上,"医療,福祉",384634,375659,350885,24774,8975,134809,132812,129227,3585,1997
30人以上,複合サービス事業,465815,419487,373843,45644,46328,150290,148961,130243,18718,1329
30人以上,サービス業（他に分類されないもの）,333419,317129,292099,25030,16290,124927,124011,119520,4491,916
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年４月分,,,,,,,,,,,
第５表  規模、産業、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
