規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,620318,751396,419606,420483,494036,307856,387449,33034,199835,257360,111750
100～499人,472882,551752,344971,356751,409414,271342,334175,22576,116131,142338,73629
100人以上,547199,651270,383247,388876,451596,290068,361029,27847,158323,199674,93179
30～99人,389559,485722,258321,294436,354614,212309,275330,19106,95123,131108,46012
５～29人,346104,451784,231966,255117,323039,181759,244567,10550,90987,128745,50207
30人以上,496023,599618,340321,358217,421337,263349,333207,25010,137806,178281,76972
５人以上,452028,560555,304211,327962,395363,236159,307196,20766,124066,165192,68052
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
