規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6080135,60596,75701,6064795,1970047,65742,79528,1956496
５人以上,"鉱業,採石業,砂利採取業",1481,18,13,1486,11,0,0,11
５人以上,建設業,380066,3284,6532,376817,8088,285,99,8275
５人以上,製造業,526455,2708,4387,524551,54029,1775,792,55237
５人以上,電気・ガス・熱供給・水道業,24524,132,95,24563,511,11,6,514
５人以上,情報通信業,822192,7307,7124,822370,30248,1005,583,30675
５人以上,"運輸業,郵便業",395788,2593,2916,395464,81525,2917,4514,79929
５人以上,"卸売業,小売業",1205716,10558,10161,1205706,458916,13690,15577,457436
５人以上,"金融業,保険業",378356,4907,4291,378968,20911,319,218,21016
５人以上,"不動産業,物品賃貸業",176020,2166,1880,176328,40762,860,595,41005
５人以上,"学術研究,専門・技術サービス業",356598,1850,3048,355510,31717,456,469,31594
５人以上,"宿泊業,飲食サービス業",150847,3596,4464,149976,468366,20706,26482,462593
５人以上,"生活関連サービス業,娯楽業",139193,2433,3790,138219,107251,4425,3515,107778
５人以上,"教育,学習支援業",242755,2132,1228,243657,169448,5296,5910,168836
５人以上,"医療,福祉",517986,5485,6558,516695,259880,6772,10257,256613
５人以上,複合サービス事業,30859,298,245,30912,6901,32,48,6885
５人以上,サービス業（他に分類されないもの）,731299,11129,18969,723573,231483,7193,10463,228099
30人以上,調査産業計,4601305,44101,58665,4586227,1087319,29602,40716,1076719
30人以上,"鉱業,採石業,砂利採取業",1481,18,13,1486,11,0,0,11
30人以上,建設業,254790,2895,5625,252059,2870,104,99,2876
30人以上,製造業,391826,2150,2833,390951,35289,1218,468,36231
30人以上,電気・ガス・熱供給・水道業,24524,132,95,24563,511,11,6,514
30人以上,情報通信業,725269,5992,6272,724984,24379,822,480,24726
30人以上,"運輸業,郵便業",332148,2326,2564,331909,70742,2917,4514,69146
30人以上,"卸売業,小売業",839652,6801,6903,839561,210155,3680,3619,210205
30人以上,"金融業,保険業",312126,3979,3859,312242,15579,319,218,15684
30人以上,"不動産業,物品賃貸業",121832,1474,1429,121851,23952,528,297,24209
30人以上,"学術研究,専門・技術サービス業",256055,1315,2189,255206,16708,339,340,16682
30人以上,"宿泊業,飲食サービス業",65371,761,1939,64190,142590,4714,6512,140795
30人以上,"生活関連サービス業,娯楽業",79755,1591,1688,79660,56604,1083,1145,56540
30人以上,"教育,学習支援業",198074,1179,832,198420,129931,3879,5736,128075
30人以上,"医療,福祉",374343,2444,4699,371751,145920,3095,7021,142331
30人以上,複合サービス事業,19833,146,57,19922,4589,32,48,4573
30人以上,サービス業（他に分類されないもの）,604226,10898,17668,597472,207489,6861,10213,204121
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年８月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
