規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,489916,464791,427928,36863,25125,138580,137064,131190,5874,1516
100～499人,418711,407463,379364,28099,11248,135494,133780,127748,6032,1714
100人以上,455783,437310,404648,32662,18473,136739,135104,129135,5969,1635
30～99人,374513,367524,342519,25005,6989,103869,103422,100888,2534,447
５～29人,357446,351326,333852,17474,6120,94777,94404,91824,2580,373
30人以上,432501,417318,386849,30469,15183,120735,119679,115383,4296,1056
５人以上,414146,401179,373889,27290,12967,108963,108217,104699,3518,746
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１０月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
