規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,1201525,466370,428945,37425,735155,153915,134167,127627,6540,19748
100～499人,945198,409172,380328,28844,536026,149516,131528,125871,5657,17988
100人以上,1077286,438647,405381,33266,638639,151384,132649,126617,6032,18735
30～99人,814145,365263,340661,24602,448882,115151,101181,98274,2907,13970
５～29人,653218,353127,335914,17213,300091,101223,93573,91067,2506,7650
30人以上,1001801,417596,386816,30780,584205,134038,117584,113048,4536,16454
５人以上,916841,401883,374409,27474,514958,119036,106607,102999,3608,12429
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１２月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
