規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,504748,466483,427820,38663,38265,139287,137260,130848,6412,2027
100～499人,440862,412171,381980,30191,28691,131114,129800,123679,6121,1314
100人以上,474021,440361,405773,34588,33660,134434,132830,126591,6239,1604
30～99人,395544,365081,339981,25100,30463,104890,104448,101757,2691,442
５～29人,373686,353695,336343,17352,19991,93238,92723,90159,2564,515
30人以上,451517,418774,386906,31868,32743,120320,119271,114727,4544,1049
５人以上,432395,402785,374484,28301,29610,108160,107351,103696,3655,809
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１１月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
