規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,1071922,1320713,702410,425272,504013,308323,391668,33604,646650,816700,394087
100～499人,810708,965973,562178,362243,416342,275649,337318,24925,448465,549631,286529
100人以上,941848,1141455,634171,393886,459711,292423,364604,29282,547962,681744,341748
30～99人,617592,765584,414439,291005,350096,209889,272503,18502,326587,415488,204550
５～29人,443523,573538,306416,254526,321980,183393,242900,11626,188997,251558,123023
30人以上,837017,1023788,559793,360625,425396,264486,334828,25797,476392,598392,295307
５人以上,720433,904194,474317,329190,397927,237129,307592,21598,391243,506267,237188
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
