事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,平成27,2015,年平均,19.2,162.2,146.3,15.9,14.1,84.7,81.6,3.1
30人以上,TL 調査産業計,平成28,2016,年平均,19.3,161.3,146.2,15.1,14.2,85.6,82.7,2.9
30人以上,TL 調査産業計,平成29,2017,年平均,19.3,161.7,146.9,14.8,14.1,84.7,82.1,2.6
30人以上,TL 調査産業計,平成30,2018,年平均,19.3,161.2,146.7,14.5,14.1,87.4,84.2,3.2
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,18.9,158.4,143,15.4,13.2,82.4,78.9,3.5
30人以上,TL 調査産業計,令和２,2020,年平均,18.6,154.6,140.7,13.9,12.6,77.4,74.1,3.3
30人以上,TL 調査産業計,令和２,2020,1月,18.1,151.1,136.3,14.8,12.7,78.9,75.4,3.5
30人以上,TL 調査産業計,令和２,2020,2月,18,150.5,135.5,15,12.6,78.8,75.3,3.5
30人以上,TL 調査産業計,令和２,2020,3月,18.7,156.2,141.2,15,12.4,77.4,73.8,3.6
30人以上,TL 調査産業計,令和２,2020,4月,19.3,159.4,145.8,13.6,11.6,69.6,67.3,2.3
30人以上,TL 調査産業計,令和２,2020,5月,17,139.5,128.4,11.1,10.9,67.8,64.9,2.9
30人以上,TL 調査産業計,令和２,2020,6月,19.2,157.6,145.1,12.5,12.7,75.9,72.8,3.1
30人以上,TL 調査産業計,令和２,2020,7月,19.8,163.1,149.1,14,13.2,79.8,76.7,3.1
30人以上,TL 調査産業計,令和２,2020,8月,17.8,148,134.8,13.2,12.4,75.8,72.7,3.1
30人以上,TL 調査産業計,令和２,2020,9月,18.3,152.2,138.6,13.6,13.1,80.4,77.1,3.3
30人以上,TL 調査産業計,令和２,2020,10月,19.7,163.7,148.8,14.9,13.4,82.6,79.1,3.5
30人以上,TL 調査産業計,令和２,2020,11月,18.9,158.3,143.5,14.8,13.1,80.2,76.7,3.5
30人以上,TL 調査産業計,令和２,2020,12月,18.7,156.3,141.6,14.7,13,80.4,76.7,3.7
30人以上,"C 鉱業,採石業,砂利採取業",平成27,2015,年平均,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－
