規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6091929,72146,80132,6084320,1934130,94997,68648,1960102
５人以上,"鉱業,採石業,砂利採取業",1474,10,8,1476,18,0,0,18
５人以上,建設業,380356,3524,3819,380074,9537,193,267,9450
５人以上,製造業,527703,3911,6620,524992,56063,2298,1000,57363
５人以上,電気・ガス・熱供給・水道業,27908,731,698,27942,551,0,84,466
５人以上,情報通信業,824823,7763,7987,824594,30404,1793,1232,30970
５人以上,"運輸業,郵便業",402723,5214,4966,403063,76454,2665,3528,75499
５人以上,"卸売業,小売業",1200140,13938,17271,1196749,461799,16769,11488,467138
５人以上,"金融業,保険業",378856,3625,6006,376468,21662,218,190,21697
５人以上,"不動産業,物品賃貸業",180602,2200,1904,180892,37531,1103,972,37668
５人以上,"学術研究,専門・技術サービス業",361582,2770,4076,360278,32104,575,1341,31336
５人以上,"宿泊業,飲食サービス業",136682,5434,3936,138150,465085,37124,27270,474969
５人以上,"生活関連サービス業,娯楽業",151365,1823,1631,151574,91137,3405,2894,91631
５人以上,"教育,学習支援業",239397,2675,1789,240285,152065,15385,1647,165801
５人以上,"医療,福祉",514044,4620,6186,512508,265186,6394,9706,261844
５人以上,複合サービス事業,29884,200,401,29681,8040,129,97,8074
５人以上,サービス業（他に分類されないもの）,734390,13708,12834,735594,226494,6946,6932,226178
30人以上,調査産業計,4614076,49521,60748,4603407,1066594,40052,28945,1077143
30人以上,"鉱業,採石業,砂利採取業",1474,10,8,1476,18,0,0,18
30人以上,建設業,254451,1876,2062,254278,3456,10,29,3424
30人以上,製造業,392398,2569,5835,389130,38116,1710,829,38999
30人以上,電気・ガス・熱供給・水道業,24724,731,698,24758,551,0,84,466
30人以上,情報通信業,730434,6340,7287,729482,22932,660,760,22837
30人以上,"運輸業,郵便業",338431,4734,4548,338709,66686,2447,3381,65660
30人以上,"卸売業,小売業",831937,7232,11627,827485,220144,4408,2929,221680
30人以上,"金融業,保険業",313846,2802,5093,311549,15473,218,49,15648
30人以上,"不動産業,物品賃貸業",124035,1510,1702,123837,22927,460,348,23045
30人以上,"学術研究,専門・技術サービス業",262349,1482,2606,261227,14190,176,157,14207
30人以上,"宿泊業,飲食サービス業",62336,2243,1793,62902,143828,5997,6635,143074
30人以上,"生活関連サービス業,娯楽業",80847,756,639,80981,53742,1696,1385,54036
30人以上,"教育,学習支援業",197954,2289,903,199343,110100,12613,685,122025
30人以上,"医療,福祉",374533,2559,4051,373105,145059,2648,4848,142795
30人以上,複合サービス事業,18882,156,79,18957,5440,63,45,5460
30人以上,サービス業（他に分類されないもの）,605445,12232,11817,606188,203932,6946,6781,203769
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年６月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
