規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6083404,89249,93839,6079226,1957835,84276,70268,1971431
５人以上,"鉱業,採石業,砂利採取業",1476,20,22,1474,18,0,0,18
５人以上,建設業,381142,4230,5645,379727,8382,170,125,8427
５人以上,製造業,531608,4304,6354,529500,50748,1325,672,51459
５人以上,電気・ガス・熱供給・水道業,24757,230,463,24526,467,61,17,509
５人以上,情報通信業,828602,11319,15705,824218,26962,1847,585,28222
５人以上,"運輸業,郵便業",402457,8908,7168,404365,76105,2452,5441,72948
５人以上,"卸売業,小売業",1198791,13435,15268,1197142,465096,13020,10442,467490
５人以上,"金融業,保険業",375381,7368,6261,376484,22784,303,308,22783
５人以上,"不動産業,物品賃貸業",179229,1993,3190,177981,39331,1021,1602,38801
５人以上,"学術研究,専門・技術サービス業",361881,2376,5087,359170,29733,483,1071,29145
５人以上,"宿泊業,飲食サービス業",142179,3725,4069,142126,470940,29158,22720,477087
５人以上,"生活関連サービス業,娯楽業",140629,3164,1627,142166,102576,4503,2801,104278
５人以上,"教育,学習支援業",240347,6129,1750,244724,165739,8485,6747,167479
５人以上,"医療,福祉",512556,5698,6126,511992,261796,12721,8779,265874
５人以上,複合サービス事業,31019,190,162,31048,6736,8,31,6712
５人以上,サービス業（他に分類されないもの）,731350,16160,14942,732583,230422,8719,8927,230199
30人以上,調査産業計,4600689,71718,71477,4600908,1079862,41896,33589,1088191
30人以上,"鉱業,採石業,砂利採取業",1476,20,22,1474,18,0,0,18
30人以上,建設業,254265,3339,3330,254274,3437,74,125,3386
30人以上,製造業,395932,3757,4815,394816,32198,1012,494,32774
30人以上,電気・ガス・熱供給・水道業,24757,230,463,24526,467,61,17,509
30人以上,情報通信業,729455,9834,13328,725964,22864,1408,585,23684
30人以上,"運輸業,郵便業",339778,8177,6814,341310,64591,2452,5294,61580
30人以上,"卸売業,小売業",829925,8843,8924,829779,219240,4178,3455,220028
30人以上,"金融業,保険業",311303,5792,5174,311917,15894,119,229,15788
30人以上,"不動産業,物品賃貸業",123502,1439,2667,122223,23380,612,482,23561
30人以上,"学術研究,専門・技術サービス業",259792,2068,4745,257115,15642,357,351,15648
30人以上,"宿泊業,飲食サービス業",63639,1105,1213,63528,142337,7027,4934,144433
30人以上,"生活関連サービス業,娯楽業",80278,1549,973,80855,54739,2112,1346,55504
30人以上,"教育,学習支援業",196298,5809,1298,200807,125070,6302,4176,127198
30人以上,"医療,福祉",368369,4275,3786,368828,147531,7522,3648,151435
30人以上,複合サービス事業,20020,134,106,20049,4397,8,31,4373
30人以上,サービス業（他に分類されないもの）,601900,15347,13819,603443,208057,8652,8422,208272
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年７月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
