規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,15.3,16.2,14,119.4,130.9,103.7,111.4,120.9,98.5,8,10,5.2
５人以上,"鉱業,採石業,砂利採取業",17.5,17.7,16.7,144.9,147.8,134.5,127.2,128.8,121.3,17.7,19,13.2
５人以上,建設業,17.5,17.7,16.2,145.7,148.6,130.4,131.1,132.8,122.2,14.6,15.8,8.2
５人以上,製造業,16.4,16.8,15.6,133,137.5,122.1,125.3,129.5,115.2,7.7,8,6.9
５人以上,電気・ガス・熱供給・水道業,17.3,17.4,17,143.9,145.2,138.3,130.7,131.5,127.3,13.2,13.7,11
５人以上,情報通信業,17.4,17.7,16.5,145.2,149.2,134.9,132.1,135.2,124.1,13.1,14,10.8
５人以上,"運輸業,郵便業",15.1,15.9,12.6,126.1,135.8,97.1,112.6,119.5,92,13.5,16.3,5.1
５人以上,"卸売業,小売業",15.5,16.5,14.2,119.2,131.4,103.7,113.4,124.4,99.3,5.8,7,4.4
５人以上,"金融業,保険業",17.1,17.7,16.4,137.6,148.2,126.7,122,128.8,115,15.6,19.4,11.7
５人以上,"不動産業,物品賃貸業",16.4,16.8,15.7,130.3,135.4,121.5,120.6,124.9,113.2,9.7,10.5,8.3
５人以上,"学術研究,専門・技術サービス業",17,17.4,16.2,138.7,143.1,130.2,127.8,131.9,119.8,10.9,11.2,10.4
５人以上,"宿泊業,飲食サービス業",8.6,9.2,8.2,54.6,62.8,47.8,52.8,60.1,46.8,1.8,2.7,1
５人以上,"生活関連サービス業,娯楽業",10.9,12.5,9.8,79.5,96.3,68.4,76.8,91.4,67.2,2.7,4.9,1.2
５人以上,"教育,学習支援業",13.4,13.9,12.9,98.8,103.1,94.3,95.4,99.1,91.5,3.4,4,2.8
５人以上,"医療,福祉",15.3,16,15.1,114.3,126.2,109.8,110.1,120.2,106.3,4.2,6,3.5
５人以上,複合サービス事業,16.8,17.3,16,125.9,137.7,106.3,118.8,128.7,102.3,7.1,9,4
５人以上,サービス業（他に分類されないもの）,15.8,16.6,14.7,120,129.4,106.9,112.7,120.4,102,7.3,9,4.9
30人以上,調査産業計,15.9,16.6,14.8,126.2,135.1,112.4,116.6,123.6,105.8,9.6,11.5,6.6
30人以上,"鉱業,採石業,砂利採取業",17.5,17.7,16.7,144.9,147.8,134.5,127.2,128.8,121.3,17.7,19,13.2
30人以上,建設業,17.8,18,16.5,151.5,153.8,137.7,133.2,134.3,126.3,18.3,19.5,11.4
30人以上,製造業,16.8,17,16.1,138,141.1,129.8,128.6,131.6,120.8,9.4,9.5,9
30人以上,電気・ガス・熱供給・水道業,17,17.1,16.4,141.5,143.2,132.9,128.2,129.4,122.2,13.3,13.8,10.7
30人以上,情報通信業,17.4,17.7,16.6,146.2,149.9,136.5,132.5,135.3,125,13.7,14.6,11.5
30人以上,"運輸業,郵便業",14.7,15.6,12.1,124.1,133.7,94.7,109.8,116.5,89.3,14.3,17.2,5.4
30人以上,"卸売業,小売業",16.2,17,15.1,126.1,136.2,111.7,118.9,128,105.9,7.2,8.2,5.8
30人以上,"金融業,保険業",17.1,17.6,16.5,139.1,148.9,128.7,121.9,128,115.4,17.2,20.9,13.3
30人以上,"不動産業,物品賃貸業",16.7,17.1,16,131.3,135.7,123.3,121.2,125.1,114.1,10.1,10.6,9.2
30人以上,"学術研究,専門・技術サービス業",17.3,17.8,16.4,143.3,147.5,134.5,130.5,134.3,122.6,12.8,13.2,11.9
30人以上,"宿泊業,飲食サービス業",7.6,7.7,7.4,47.8,52.9,43.4,46.7,51.6,42.4,1.1,1.3,1
30人以上,"生活関連サービス業,娯楽業",11,12.6,9.8,80.2,99.5,66.5,76.8,93.6,64.8,3.4,5.9,1.7
30人以上,"教育,学習支援業",13.9,14.3,13.5,101.9,104.8,98.8,98.6,101,96,3.3,3.8,2.8
30人以上,"医療,福祉",16.4,16.3,16.4,124.7,127.7,123.1,119.5,121.1,118.6,5.2,6.6,4.5
30人以上,複合サービス事業,17.5,17.7,17,135.9,145.3,112.9,125.3,133.3,105.7,10.6,12,7.2
30人以上,サービス業（他に分類されないもの）,15.7,16.6,14.6,119.2,128.5,107,111.6,119.1,101.8,7.6,9.4,5.2
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年５月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
