規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6033991,74786,76948,6032467,2137282,64553,70970,2130227
５人以上,"鉱業,採石業,砂利採取業",1387,60,57,1390,12,3,1,14
５人以上,建設業,371348,3334,2550,372132,9789,199,304,9684
５人以上,製造業,520210,4485,5282,519392,53991,3424,822,56614
５人以上,電気・ガス・熱供給・水道業,26665,87,162,26592,535,14,10,537
５人以上,情報通信業,800181,6042,7320,798759,38516,1209,1305,38564
５人以上,"運輸業,郵便業",385018,4522,4467,385181,85093,3240,4305,83920
５人以上,"卸売業,小売業",1199480,12273,13600,1198229,485502,7899,12198,481127
５人以上,"金融業,保険業",375896,5798,9740,371945,23506,82,498,23099
５人以上,"不動産業,物品賃貸業",172696,2847,1920,173616,44288,723,1017,44001
５人以上,"学術研究,専門・技術サービス業",359940,3904,3541,360418,34073,1083,1026,34015
５人以上,"宿泊業,飲食サービス業",159673,2013,3262,158660,538792,22160,19347,541369
５人以上,"生活関連サービス業,娯楽業",148064,1543,2411,147099,102074,1517,2791,100897
５人以上,"教育,学習支援業",241946,1309,2288,240819,174789,6240,9319,171858
５人以上,"医療,福祉",504512,5233,6427,503898,285307,5462,7651,282538
５人以上,複合サービス事業,30085,130,179,30036,8160,21,38,8143
５人以上,サービス業（他に分類されないもの）,736890,21206,13742,744301,252855,11277,10338,253847
30人以上,調査産業計,4536052,56658,56352,4536416,1162021,36200,38860,1159303
30人以上,"鉱業,採石業,砂利採取業",1387,60,57,1390,12,3,1,14
30人以上,建設業,244468,2000,2000,244468,3709,51,38,3722
30人以上,製造業,386002,4002,3558,386416,32560,3260,534,35316
30人以上,電気・ガス・熱供給・水道業,23984,87,162,23911,535,14,10,537
30人以上,情報通信業,706873,5524,6357,705993,26479,678,864,26340
30人以上,"運輸業,郵便業",320833,4522,4051,321412,73304,3132,3981,72347
30人以上,"卸売業,小売業",812845,6101,7079,811941,237264,2627,5398,234419
30人以上,"金融業,保険業",312168,4308,7861,308605,15833,82,433,15492
30人以上,"不動産業,物品賃貸業",119310,1366,1081,119587,24227,451,379,24307
30人以上,"学術研究,専門・技術サービス業",260674,2482,2665,260605,17216,388,361,17129
30人以上,"宿泊業,飲食サービス業",71098,1417,1381,71218,157587,4309,4826,156986
30人以上,"生活関連サービス業,娯楽業",79088,1004,490,79505,57480,1169,1481,57265
30人以上,"教育,学習支援業",204352,677,1797,203084,123589,5556,5643,123650
30人以上,"医療,福祉",365102,3548,4459,364261,155114,3344,4881,153507
30人以上,複合サービス事業,19277,25,97,19205,5447,21,38,5430
30人以上,サービス業（他に分類されないもの）,608591,19535,13257,614815,231665,11115,9992,232842
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
