規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.5,18.3,16.3,138.2,151.1,120.9,127.3,137.1,114.1,10.9,14,6.8
５人以上,"鉱業,採石業,砂利採取業",18.1,18.4,17.2,153.5,156.7,141.8,132.3,133.9,126.5,21.2,22.8,15.3
５人以上,建設業,20.2,20.5,18.8,172.3,177,149.6,153.6,156.3,140.3,18.7,20.7,9.3
５人以上,製造業,19.1,19.5,18.2,156.7,162.3,144.5,145.1,149.8,134.7,11.6,12.5,9.8
５人以上,電気・ガス・熱供給・水道業,17.7,17.8,17.1,151.9,154.2,140.2,133.4,134.8,126.3,18.5,19.4,13.9
５人以上,情報通信業,18.8,19.1,18.2,160.3,164,150.6,143.6,146.3,136.6,16.7,17.7,14
５人以上,"運輸業,郵便業",18,19.3,14.8,153.4,168.5,114.4,135,145.5,107.8,18.4,23,6.6
５人以上,"卸売業,小売業",17.9,18.6,17,139.3,151.8,123.6,130.9,141.1,118.1,8.4,10.7,5.5
５人以上,"金融業,保険業",17.9,18.4,17.4,148.7,158.5,138.5,130.5,136.1,124.7,18.2,22.4,13.8
５人以上,"不動産業,物品賃貸業",18.6,19,17.9,150.3,156.5,139.3,137.1,141.3,129.6,13.2,15.2,9.7
５人以上,"学術研究,専門・技術サービス業",18.4,18.8,17.9,151.9,156.2,144.1,138.1,141.4,132.2,13.8,14.8,11.9
５人以上,"宿泊業,飲食サービス業",12.6,13.9,11.5,80.7,98.4,66.2,76.4,91.6,63.9,4.3,6.8,2.3
５人以上,"生活関連サービス業,娯楽業",15.9,16.4,15.4,116.7,126.7,109.3,110.4,118.4,104.5,6.3,8.3,4.8
５人以上,"教育,学習支援業",14.3,14.7,13.9,105.2,109,101.1,99.8,102.7,96.6,5.4,6.3,4.5
５人以上,"医療,福祉",16.7,16.7,16.6,124.8,130.5,122.7,119.6,123.8,118,5.2,6.7,4.7
５人以上,複合サービス事業,17.6,18,17,137.4,147.3,120.4,128.2,135.9,115.1,9.2,11.4,5.3
５人以上,サービス業（他に分類されないもの）,17.8,18.6,16.8,137.8,150.3,121.7,127.4,136.6,115.6,10.4,13.7,6.1
30人以上,調査産業計,17.8,18.4,16.8,143.2,153.7,127.4,130.6,138.3,119,12.6,15.4,8.4
30人以上,"鉱業,採石業,砂利採取業",18.1,18.4,17.2,153.5,156.7,141.8,132.3,133.9,126.5,21.2,22.8,15.3
30人以上,建設業,20,20.2,18.6,173.5,176.9,152.7,151.9,153.7,141.1,21.6,23.2,11.6
30人以上,製造業,19,19.3,18.1,159.4,164.2,148.1,145.6,149.7,135.9,13.8,14.5,12.2
30人以上,電気・ガス・熱供給・水道業,17.7,17.8,17.1,151.9,154.2,140.2,133.4,134.8,126.3,18.5,19.4,13.9
30人以上,情報通信業,18.8,19.1,18.2,160.8,164.1,152.1,143.6,146,137.4,17.2,18.1,14.7
30人以上,"運輸業,郵便業",17.9,19.2,14.5,153.6,168.9,113.4,133.7,144,106.6,19.9,24.9,6.8
30人以上,"卸売業,小売業",18.4,18.9,17.6,145.1,154.7,131.3,135.3,143.1,124.1,9.8,11.6,7.2
30人以上,"金融業,保険業",17.9,18.3,17.4,150.7,160.1,140.7,130.3,135.4,124.8,20.4,24.7,15.9
30人以上,"不動産業,物品賃貸業",18.6,19,17.8,149.1,155.1,138.5,135.3,139.6,127.7,13.8,15.5,10.8
30人以上,"学術研究,専門・技術サービス業",18.5,19,17.5,153.5,158.4,143.9,138,142.2,129.8,15.5,16.2,14.1
30人以上,"宿泊業,飲食サービス業",12.5,13.5,11.6,82.9,98.6,70.5,79.1,92.8,68.2,3.8,5.8,2.3
30人以上,"生活関連サービス業,娯楽業",15.6,16.4,14.9,112.6,129.1,100,105.2,118.2,95.3,7.4,10.9,4.7
30人以上,"教育,学習支援業",14.1,14.4,13.8,103.9,106.4,100.7,98.6,100.7,96,5.3,5.7,4.7
30人以上,"医療,福祉",17.2,16.9,17.3,130.5,132.1,129.8,124.3,124.6,124.2,6.2,7.5,5.6
30人以上,複合サービス事業,18,18.2,17.7,142,151,119.4,129.6,136.8,111.6,12.4,14.2,7.8
30人以上,サービス業（他に分類されないもの）,17.7,18.4,16.9,136.6,148.1,122.6,126.3,134.7,116.2,10.3,13.4,6.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年１１月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
