市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
131067,131067001,東京都,台東区,下町風俗資料館, シタマチフウゾクシリョウカン,,上野公園2-1,,35.710231,139.77274,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階、2階,https://www.taitocity.net/zaidan/shitamachi/,光ステーション
131067,131067002,東京都,台東区,下町風俗資料館付設展示場（旧吉田屋酒店）, シタマチフウゾクシリョウカンフセツテンジジョウ（キュウヨシダヤサケテン）,,上野桜木2-10-6,,35.721353,139.770879,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階,https://www.taitocity.net/zaidan/shitamachi/sitamachi_annex/,光ステーション
131067,131067003,東京都,台東区,朝倉彫塑館, アサクラチョウソカン,,谷中7-18-10,,35.726894,139.76854,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付室付近,https://www.taitocity.net/zaidan/asakura/,光ステーション
131067,131067004,東京都,台東区,書道博物館, ショドウハクブツカン,,根岸2-10-4,,35.724731,139.776472,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付室付近,https://www.taitocity.net/zaidan/shodou/,光ステーション
131067,131067005,東京都,台東区,一葉記念館, イチヨウキネンカン,,竜泉3-18-4,,35.725598,139.792807,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付室付近,https://www.taitocity.net/zaidan/ichiyo/,光ステーション
131067,131067006,東京都,台東区,隅田公園（リバーサイドギャラリー付近）, スミダコウエン（リバーサイドギャラリーフキン）,,花川戸1-1,,35.711261,139.79879,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,光ステーション
131067,131067007,東京都,台東区,隅田公園（案内所付近）, スミダコウエン（アンナイジョフキン）,,花川戸1-1-22,,35.712932,139.80028,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,光ステーション
131067,131067008,東京都,台東区,隅田公園（公園管理事務所付近）, スミダコウエン（コウエンカンリジムショフキン）,,花川戸2-1-13,,35.714704,139.802137,台東区,03-5246-1031,,Taito_Free_Wi-Fi,,,光ステーション
131067,131067009,東京都,台東区,上野中央通り地下駐車場, ウエノチュウオウドオリチカチュウシャジョウ,,上野2-13地先,,35.709993,139.773553,台東区,03-5246-1031,,Taito_Free_Wi-Fi,受付事務所付近,https://www.city.taito.lg.jp/kenchiku/kotsu/carbikeparking/parking/ueno/index.html,光ステーション
131067,131067010,東京都,台東区,雷門地下駐車場, カミナリモンチカチュウシャジョウ,,雷門2-18地先,,35.710148,139.796183,台東区,03-5246-1031,,Taito_Free_Wi-Fi,受付事務所付近,https://www.city.taito.lg.jp/kenchiku/kotsu/carbikeparking/parking/asakusa/index.html,光ステーション
131067,131067011,東京都,台東区,根岸社会教育館, ネギシシャカイキョウイクカン,,根岸5-18-3,,35.729241,139.790459,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付付近,http://www.taito-shakyo.com/center-ts/act/#sec04_ttl,光ステーション
131067,131067013,東京都,台東区,区役所本庁舎, クヤクショホンチョウシャ,,東上野4-5-6,,35.712647,139.779955,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階,https://www.city.taito.lg.jp/kusei/shisetsu/kuyakusho/chosha.html,光ステーション
131067,131067014,東京都,台東区,台東リバーサイドスポーツセンター, タイトウリバーサイドスポーツセンター,,今戸1-1-10,,35.717556,139.804596,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付カウンター付近,https://www.taitocity.net/zaidan/riverside/,光ステーション
131067,131067015,東京都,台東区,台東区民会館, タイトウクミンカイカン,,花川戸2-6-5,,35.714499,139.798782,台東区,03-5246-1031,,Taito_Free_Wi-Fi,9階事務室付近,https://www.city.taito.lg.jp/kusei/shisetsu/hall/kuminkan/riyouannai.html,光ステーション
131067,131067016,東京都,台東区,環境ふれあい館ひまわり, カンキョウフレアイカンヒマワリ,,蔵前4-14-6,,35.703822,139.789705,台東区,03-5246-1031,,Taito_Free_Wi-Fi,5階事務室付近,https://www.city.taito.lg.jp/kenchiku/kankyo/kankyogakushu/himawari/index.html,光ステーション
131067,131067017,東京都,台東区,谷中防災コミュニティセンター, ヤナカボウサイコミュニティセンター,,谷中5-6-5,,35.725623,139.766453,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階ロビー,https://www.city.taito.lg.jp/kusei/shisetsu/hall/kuminkan/01575392.html,光ステーション
131067,131067018,東京都,台東区,江戸たいとう伝統工芸館, エドタイトウデントウコウゲイカン,,浅草2-22-13,,35.716406,139.793818,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階、2階,https://craft.city.taito.lg.jp/kogeikan/,光ステーション
131067,131067019,東京都,台東区,柳北スポーツプラザ, リュウホクスポーツプラザ,,浅草橋5-1-8,,35.699292,139.78219,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付カウンター付近,https://www.city.taito.lg.jp/gakushu/sports/sportssisetsuichiran/ryuuhoku/ryuuhokusport.html,光ステーション
131067,131067020,東京都,台東区,中小企業振興センター, チュウショウキギョウシンコウセンター,,小島2-9-18,,35.705925,139.784197,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付室付近,https://www.taito-sangyo.jp/,光ステーション
131067,131067021,東京都,台東区,台東一丁目区民館, タイトウイッチョウメクミンカン,,台東1-25-5,,35.701784,139.777959,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付カウンター付近,https://www.city.taito.lg.jp/kusei/shisetsu/hall/kuminkan/kuminkan1.html,光ステーション
131067,131067022,東京都,台東区,東上野区民館, ヒガシウエノクミンカン,,東上野3-24-6,,35.711293,139.779612,台東区,03-5246-1031,,Taito_Free_Wi-Fi,受付室付近,https://www.city.taito.lg.jp/kusei/shisetsu/hall/kuminkan/kuminkan2.html,光ステーション
131067,131067023,東京都,台東区,生涯学習センター, ショウガイガクシュウセンター,,西浅草3-25-16,,35.717349,139.789926,台東区,03-5246-1031,,Taito_Free_Wi-Fi,1階受付カウンター付近,https://www.city.taito.lg.jp/gakushu/shogaigakushu/shogaigakushusisetsu/syougaigakusyuucente/index.html,光ステーション
131067,131067024,東京都,台東区,産業研修センター, サンギョウケンシュウセンター,,橋場1-36-2,,35.724042,139.808244,台東区,03-5246-1031,,Taito_Free_Wi-Fi,事務室付近,https://www.taito-sangyo.jp/05-kensyu/center_info.html,光ステーション
