全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
132080,,,東京都調布市,㈱川名式典,,"東京都調布市東つつじケ丘1-5-10
",,,,0120-85-1676,(03)3307-1094,,,(03)3307-1088、(042)485-1616,,,
132080,,,東京都調布市,㈲和田葬儀社,,東京都調布市下石原1-60-2,,,,0120-09-5940,(042)483-7498,,,(042)482-2227,,,
132080,,,東京都調布市,"ＪＡマインズ
メモリア",,"東京都府中市白糸台1-14-14(調布市小島町2-48-26)
",,,,(042)366-7000,(042)366-7007,,,,,,
132080,,,東京都調布市,㈱メモリード(ﾒﾓﾘｰﾄﾞﾎｰﾙ),,東京都調布市菊野台1-10-2,,,,0120-1365-24,(042)483-0989,,,,,,
132080,,,東京都調布市,"SOGIサポートセンターLin MC Group㈱
リンＭＣグループ",,東京都調布市多摩川2-3-12,,,,0120-255-297,(0120)898-049,,,(042)483-9141  FAX(042)488-8049,,,
132080,,,東京都調布市,㈲まこと式典,,神奈川県川崎市麻生区片平6-1-15(調布市菊野台1-13-1-307),,,,0120-789-246,(044)281-8036,,,(044)281-8035,,,
132080,,,東京都調布市,㈱三和式典,,"東京都調布市深大寺北町6-12-27(府中市新町1-65-12)
",,,,0120-785-857,(042)430-9083,,,(042)441-4688,,,
132080,,,東京都調布市,㈱公益社,,東京都調布市仙川町3-1-3,,,,0120-347-556,(03)5491-7521,,,,,,
132080,,,東京都調布市,京王フェアウェルサポート㈱（京王メモリアル）,,東京都調布市布田2-34-6,,,,0800-800-8149,(042)426-4921,,,,,,
132080,,,東京都調布市,㈱日本互助会,,"東京都調布市小島町2-45-21
",千早ビル2階202号室,,,0120-55-2000,(03)5746-9169,,,,,,
