全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
132080,,東京都調布市,調布市立中央図書館,チョウフシリツチュウオウトショカン,,中央図書館,1512,,,132080,,東京都調布市小島町2-33-1,東京都,調布市,小島町2,33-1,,,,,,(042)441-6181,,,,,1820026,7000020132080,,月火水木金土日,09:00,20:30,定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/01chuou.jpg,,,有,有,有,有,英語;,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,無,有,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館国領分館,チョウフシリツトショカンコクリョウブンカン,,国領分館,1512,,,132080,,東京都調布市国領町3-12-1,東京都,調布市,国領町3,12-1,,,,,,(042)484-2000,,,,,1820022,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/002kokuryo.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,無,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館調和分館,チョウフシリツトショカンチョウワブンカン,,調和分館,1512,,,132080,,東京都調布市西つつじケ丘4-22-6,東京都,調布市,西つつじケ丘4,22-6,,,,,,(042)485-2000,,,,,1820006,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/003chouwa.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館深大寺分館,チョウフシリツトショカンジンダイジブンカン,,深大寺分館,1512,,,132080,,東京都調布市深大寺北町5-17-3,東京都,調布市,深大寺北町5,17-3,,,,,,(042)485-3350,,,,,1820011,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/004jindaiji.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館神代分館,チョウフシリツトショカンジンダイブンカン,,神代分館,1512,,,132080,,東京都調布市西つつじケ丘1-40-5,東京都,調布市,西つつじケ丘1,40-5,,,,,,(042)485-0054,,,,,1820006,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/005jindai.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,無,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館宮の下分館,チョウフシリツトショカンミヤノシタブンカン,,宮の下分館,1512,,,132080,,東京都調布市上石原3-34-10,東京都,調布市,上石原3,34-10,,,,,,(042)486-5798,,,,,1820035,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/006miyanoshita.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館緑ケ丘分館,チョウフシリツトショカンミドリガオカブンカン,,緑ケ丘分館,1512,,,132080,,東京都調布市緑ケ丘2-25,東京都,調布市,緑ケ丘2,25,,,,,,(03)3300-7672,,,,,1820001,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/007midorigaoka.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館富士見分館,チョウフシリツトショカンフジミブンカン,,富士見分館,1512,,,132080,,東京都調布市富士見町2-3-26,東京都,調布市,富士見町2,3-26,,,,,,(042)481-7664,,,,,1820033,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/008fujimi.JPG,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館若葉分館,チョウフシリツトショカンワカバブンカン,,若葉分館,1512,,,132080,,東京都調布市若葉町3-16-13,東京都,調布市,若葉町3,16-13,,,,,,(03)3309-3411,,,,,1820003,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/009wakaba.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館染地分館,チョウフシリツトショカンソメチブンカン,,染地分館,1512,,,132080,,東京都調布市染地3-3-1,東京都,調布市,染地3,3-1,,,,,,(042)488-8393,,,,,1820023,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/somechigaikann.JPG,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,有,無,2,3,3,3,3
132080,,東京都調布市,調布市立図書館佐須分館,チョウフシリツトショカンサズブンカン,,佐須分館,1512,,,132080,,東京都調布市佐須町4-42-2,東京都,調布市,佐須町4,42-2,,,,,,(042)485-1306,,,,,1820016,7000020132080,,火水木金土日,09:00,17:00,4月から9月の水曜日・金曜日は午後6時まで。定例休館日，年末年始休館あり。HP参照。,,,,,,,,,,,,,,,,,,,https://www.lib.city.chofu.tokyo.jp/index?7,https://www.lib.city.chofu.tokyo.jp/images/upload/011sazu.jpg,,,有,有,有,無,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,無,有,有,無,無,無,,,,有,無,無,無,無,2,3,3,3,3
