全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132080,,東京都調布市,2022,04,2399,8403,3565,61,20,118,153,1173,1082,
132080,,東京都調布市,2022,05,2486,7296,3536,96,23,130,140,800,793,
132080,,東京都調布市,2022,06,2279,8113,3762,75,22,142,149,786,745,
132080,,東京都調布市,2022,07,2275,7365,3378,111,25,128,162,720,794,
132080,,東京都調布市,2022,08,2446,7375,3571,73,26,135,189,676,746,
132080,,東京都調布市,2022,09,2477,6804,3643,68,16,120,151,663,865,
132080,,東京都調布市,2022,10,2213,6547,3352,94,31,156,154,757,816,
132080,,東京都調布市,2022,11,2489,6696,3301,131,25,148,190,623,792,
132080,,東京都調布市,2022,12,2131,6704,2976,83,25,107,189,637,740,
132080,,東京都調布市,2023,01,2731,6789,3322,73,27,142,239,658,668,
132080,,東京都調布市,2023,02,2760,7070,3223,97,30,114,162,778,843,
132080,,東京都調布市,2023,03,2891,10084,3457,113,35,121,157,1987,1584,
