年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
接続係数,1.222774,1.160063,0.649544,1.248594,1.257632,1.066926,0.961549,1.968841,1.095124,1.099713,1.093186,1.143198,1.386566,1.486704,1.019992,0.959472,1.14788,0.908266,1.304496,1.797317,1.125947,2.375954,1.302413,1.485632,2.127867
2010-01,130.7,120.6,86.5,175.8,155.8,143.3,109.6,254.8,95.7,103,111.8,80.7,119.2,135.9,111.5,106.8,146.2,89.1,185.6,231.3,153.2,530.3,178.3,153.2,205.1
2010-02,129.9,119.7,81.4,172.8,147.6,137,105.2,247.1,98.5,96.3,145.1,86.3,134.6,136.6,115,104.5,139.4,86,186.3,213.7,159.3,509.9,147.2,156,213
2010-03,135.6,117.9,85.7,166.8,156.6,142.2,108.2,258.7,110.9,104.6,127.8,98.8,140.6,136.6,114.9,112.9,125,88.2,182.6,223.8,164.6,491.1,164.2,151.4,209.8
2010-04,126.1,119,83.9,165.6,150.3,137.5,106.8,238,115,84.8,100.2,86.8,136,128.5,112.3,105.4,126.7,91,179.1,202.7,167.9,465.4,136.4,128.4,210.7
2010-05,127.4,125.3,85.1,187.7,140.1,138.8,95.6,228.8,117.7,98.6,97.6,89.3,130.2,124.1,122,106.1,122,91.6,182,195.7,164.4,449.1,132.3,114.5,218.5
2010-06,128.3,125.3,85.4,171.9,136.6,120.1,95.7,231.5,116.4,108,103.1,85.6,132,142,130.7,109.6,115.9,87.8,178.5,209.4,168.4,454,150.7,136.7,224.5
2010-07,129.2,122.5,90.8,174.3,139.8,121.3,104,224.6,114.3,96.8,103.4,80.4,130.5,152.4,124.1,107.9,118.2,88.5,176,207.4,163.4,457.6,136.2,145.1,235.6
2010-08,131.6,121.3,81.6,174.9,149.5,125.4,113.4,242.8,109.3,114.9,112.4,81.7,135.6,147.9,116.3,103.9,125.8,87.6,173,203.1,178.1,446.4,134,139.9,226.2
2010-09,130.8,116.4,76.4,180.3,146.9,117.5,109.3,230.9,111,118.4,109.8,84,129.2,144.2,121.3,82.1,134.8,90.1,169.6,195.2,162.9,455.5,111.1,142.9,231.7
