"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","家族（配偶者、母親、父親、その他の家族・親戚）","28","59.6","65.1"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","医師","30","63.8","69.8"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","看護師","10","21.3","23.3"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","ヘルパー","6","12.8","14.0"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","相談支援事業者","9","19.1","20.9"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","その他","2","4.3","4.7"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","特に相談していない","1","2.1","2.3"
"202003","医療的ケアの状況について","Q17-3. 【問17-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","無回答","4","8.5",

"港区保健福祉基礎調査（知的障害者）・単純集計表・医療的ケアの状況についてQ17-3","Ver202003",,,,,
