事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,平成17,2005,年平均,19.6,161.9,147.4,14.5,14.9,89.9,85.5,4.4
30人以上,TL 調査産業計,平成18,2006,年平均,19.6,163.8,148.5,15.3,14.8,91.3,87.1,4.2
30人以上,TL 調査産業計,平成19,2007,年平均,19.7,165,149.3,15.7,15.6,96.2,91.9,4.3
30人以上,TL 調査産業計,平成20,2008,年平均,19.6,164.1,148.9,15.2,15.2,94.9,90.7,4.2
30人以上,TL 調査産業計,平成21,2009,年平均,19.4,161.3,146.7,14.6,13.9,84.7,81.3,3.4
30人以上,TL 調査産業計,平成22,2010,年平均,19.5,162.1,147,15.1,14.3,87.3,83.8,3.5
30人以上,TL 調査産業計,平成22,2010,1月,18.3,152.5,137.9,14.6,13.6,82.8,79.4,3.4
30人以上,TL 調査産業計,平成22,2010,2月,18.7,155.4,140.9,14.5,13.8,83.2,79.9,3.3
30人以上,TL 調査産業計,平成22,2010,3月,20.1,167.5,151.6,15.9,14.5,88.6,85,3.6
30人以上,TL 調査産業計,平成22,2010,4月,20.5,171,154.5,16.5,14.7,88.9,85.4,3.5
30人以上,TL 調査産業計,平成22,2010,5月,18.4,154,139.1,14.9,14.1,85.4,82,3.4
30人以上,TL 調査産業計,平成22,2010,6月,20.3,168.3,153.6,14.7,14.7,88.4,85.2,3.2
30人以上,TL 調査産業計,平成22,2010,7月,20.4,169,153.9,15.1,14.6,88.5,85.2,3.3
30人以上,TL 調査産業計,平成22,2010,8月,19.3,160.6,146.3,14.3,14,86.6,83.4,3.2
30人以上,TL 調査産業計,平成22,2010,9月,19.3,161,146.6,14.4,14.7,88.5,85.3,3.2
30人以上,TL 調査産業計,平成22,2010,10月,19.3,161,145.8,15.2,14.4,87.5,84.1,3.4
30人以上,TL 調査産業計,平成22,2010,11月,19.7,164.1,148.4,15.7,14.4,88.6,84.8,3.8
30人以上,TL 調査産業計,平成22,2010,12月,19.3,160.7,145.4,15.3,14.6,89.8,85.8,4
30人以上,C 鉱業，採石業，砂利採取業,平成17,2005,年平均,19.3,149.1,144.7,4.4,4,23,23,0
30人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,19.6,150.5,146.7,3.8,3.1,17.9,17.9,0
30人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,19.8,159.8,144.5,15.3,13.7,64.4,64.3,0.1
30人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,19.6,158.5,144.2,14.3,13.5,60.6,60,0.6
30人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,18.8,148.9,136.3,12.6,10.6,60.9,56.2,4.7
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,19,151.3,138.2,13.1,12.6,81.8,80,1.8
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,1月,17.9,144.8,130.6,14.2,9.2,59,50.2,8.8
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,2月,17.8,143.2,129.3,13.9,8,44.2,43.2,1
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,3月,20.2,163.1,146.8,16.3,12.7,71.3,68,3.3
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,4月,19.9,160.9,145,15.9,14.3,82.4,78.7,3.7
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,5月,17.6,141.4,127.4,14,8.4,50.4,47.2,3.2
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,6月,20.6,164.4,151.1,13.3,18.9,132.3,130,2.3
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,7月,19.9,158.7,145.9,12.8,11.3,71.6,71.6,0
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,8月,19.1,151.1,139.8,11.3,12,74.8,74.8,0
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,9月,18.6,146.9,135.6,11.3,11.7,77.8,75.3,2.5
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,10月,18.8,149.2,137.2,12,18.3,125.4,125.4,0
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,11月,19,150,138.1,11.9,12.5,83.6,83.6,0
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,12月,18,142.5,131.7,10.8,13.8,94.9,94.8,0.1
30人以上,D 建設業,平成17,2005,年平均,20.1,166.2,153.7,12.5,21.1,157.1,154.6,2.5
30人以上,D 建設業,平成18,2006,年平均,20.5,172.5,156.8,15.7,14.3,83.2,81.6,1.6
30人以上,D 建設業,平成19,2007,年平均,20.5,174.1,157.4,16.7,17.5,129,126,3
