事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,TL 調査産業計,平成17,2005,年平均,4240153,2779161,1460991,85207,50590,34617,83056,49532,33524,4242304,2780219,1462084,16.1,7.3,32.9
30人以上,TL 調査産業計,平成18,2006,年平均,4307455,2797621,1509834,89274,48200,41075,83870,46568,37302,4312859,2799253,1513607,16.2,7.6,32
30人以上,TL 調査産業計,平成19,2007,年平均,4359575,2860321,1499254,90873,49957,40916,84901,47108,37794,4365547,2863170,1502376,14.5,7.1,28.7
30人以上,TL 調査産業計,平成20,2008,年平均,4439995,2946165,1493830,91110,51235,39876,80597,44757,35840,4450508,2952643,1497866,13.9,6.9,27.7
30人以上,TL 調査産業計,平成21,2009,年平均,4744230,2998797,1745433,96272,53860,42412,95174,51696,43478,4745328,3000961,1744367,15.9,8.3,29.1
30人以上,TL 調査産業計,平成22,2010,年平均,4707023,2936527,1770496,88074,46982,41091,90211,49259,40952,4704886,2934250,1770635,15.8,8.2,28.3
30人以上,TL 調査産業計,平成22,2010,1月,4725513,2977050,1748463,58244,30510,27734,76109,39807,36302,4707648,2967753,1739895,15.6,8.2,28.1
30人以上,TL 調査産業計,平成22,2010,2月,4708840,2960983,1747857,51723,26624,25099,73618,40180,33438,4686945,2947427,1739518,15.5,8.2,27.9
30人以上,TL 調査産業計,平成22,2010,3月,4686945,2954906,1732039,71427,37510,33917,100680,58164,42516,4657692,2934252,1723440,15.4,8,27.9
30人以上,TL 調査産業計,平成22,2010,4月,4657692,2921861,1735831,318379,165277,153102,235355,127312,108043,4740716,2959826,1780890,14.9,7.7,26.9
30人以上,TL 調査産業計,平成22,2010,5月,4740717,2944008,1796709,69159,35917,33242,91543,52020,39523,4718333,2927905,1790428,15.3,7.9,27.4
30人以上,TL 調査産業計,平成22,2010,6月,4716000,2933732,1782268,76608,42902,33706,70776,39236,31540,4721832,2937398,1784434,15.5,8.1,27.6
30人以上,TL 調査産業計,平成22,2010,7月,4723024,2939114,1783910,80476,47712,32764,84639,48641,35998,4718861,2938185,1780676,16.5,8.6,29.6
30人以上,TL 調査産業計,平成22,2010,8月,4718862,2918285,1800577,54544,30098,24446,76821,37291,39530,4696585,2911092,1785493,15.7,7.9,28.5
30人以上,TL 調査産業計,平成22,2010,9月,4696584,2927276,1769308,72091,37068,35023,62768,31467,31301,4705907,2932877,1773030,16.4,8.6,29.3
30人以上,TL 調査産業計,平成22,2010,10月,4705907,2918426,1787481,84343,50098,34245,92474,54191,38283,4697776,2914333,1783443,15.8,8.1,28.4
