規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,103.6,－,359.1,95.5,98,72.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,109.6,5.8,144.3,84,100.1,115.9,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,-8.8,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
５人以上,平成18,2006,年平均,104.6,4.6,105.5,114,102.4,106.2,96,110.2,113.1,119.3,－,－,－,－,94,96.1,94.6,－
５人以上,平成19,2007,年平均,105.1,0.5,108.5,134,103.8,129.5,98.8,106.1,116.3,144.4,－,－,－,－,76.9,101.5,86.4,－
５人以上,平成20,2008,年平均,105.7,0.6,88.1,150.6,99.2,156.2,99.9,99.2,120.2,155.2,－,－,－,－,66.1,120,55.9,－
５人以上,平成21,2009,年平均,98.6,-6.7,96.6,137.8,82.3,167.1,100.8,96.2,108.2,147.5,－,－,－,－,52.1,122.4,62.3,－
５人以上,平成21,2009,4月,104.4,-7.2,119.2,151.4,86.3,176,103,99.5,118.3,161.9,－,－,－,－,60.8,126.9,63.8,－
５人以上,平成21,2009,5月,95.6,-7.8,93.8,129.4,74.2,149.6,93.5,90.9,104.2,146.7,－,－,－,－,62,132.7,60.1,－
５人以上,平成21,2009,6月,94.7,-7.9,94.6,133.9,77.4,161.2,95,89.5,104.2,148.6,－,－,－,－,54.4,119.2,66.3,－
５人以上,平成21,2009,7月,99.1,-7.8,105.4,129.4,78.2,169.4,108.5,99.1,109.9,148.6,－,－,－,－,49.4,111.5,57.1,－
５人以上,平成21,2009,8月,92,-9.1,79.2,126.6,76.6,151.2,97,91.8,105.6,135.2,－,－,－,－,34.2,107.7,53.4,－
５人以上,平成21,2009,9月,93.8,-7.5,83.8,138.5,79.8,164.5,97,95.5,102.8,129.5,－,－,－,－,45.6,103.8,57.1,－
５人以上,平成21,2009,10月,99.1,-8.1,101.5,134.9,83.9,181.8,105,99.5,108.5,149.5,－,－,－,－,45.6,113.5,64.4,－
５人以上,平成21,2009,11月,99.1,-6.6,86.9,132.1,87.1,162.8,104,94.5,104.2,144.8,－,－,－,－,50.6,117.3,70.6,－
５人以上,平成21,2009,12月,100,-5.8,76.2,123.9,86.3,146.3,101.5,104.1,111.3,144.8,－,－,－,－,53.2,136.5,65,－
５人以上,平成22,2010,1月,97.3,-2.7,109.2,125.7,82.3,167.8,98,92.7,109.9,141,－,－,－,－,43,150,69.9,－
５人以上,平成22,2010,2月,98.2,-2.7,106.9,139.4,91.9,172.7,103,89.5,104.2,141,－,－,－,－,45.6,121.2,71.8,－
５人以上,平成22,2010,3月,108,3.4,125.4,137.6,94.4,194.2,112.4,94.5,119.7,161,－,－,－,－,57,136.5,88.3,－
５人以上,平成22,2010,4月,110.6,5.9,122.3,128.4,96.8,167.8,106,99.1,129.6,161,－,－,－,－,67.1,225,79.8,－
５人以上,平成22,2010,4月（対前年同月比（％））,－,－,2.6,-15.2,12.2,-4.7,2.9,-0.4,9.6,-0.6,－,－,－,－,10.4,77.3,25.1,－
