規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6906632,4192830,2713802,99453,47615,51838,119349,61264,58085,6886736,4179181,2707555,21.3,11.9,35.7
５人以上,"鉱業,採石業,砂利採取業",2017,1591,426,18,17,1,13,12,1,2022,1596,426,0.3,0.3,0.5
５人以上,建設業,324056,271545,52511,2996,1870,1126,3368,2086,1282,323684,271329,52355,4.3,1.6,18.4
５人以上,製造業,685333,515177,170156,5097,3451,1646,6751,4910,1841,683679,513718,169961,6.3,2.7,16.9
５人以上,電気・ガス・熱供給・水道業,34728,30154,4574,168,138,30,153,80,73,34743,30212,4531,2.4,2.1,4.3
５人以上,情報通信業,721355,523831,197524,5664,2938,2726,7283,4213,3070,719736,522556,197180,3,0.7,8.9
５人以上,"運輸業,郵便業",367379,297898,69481,3801,2692,1109,5931,4304,1627,365249,296286,68963,10.6,8.5,19.4
５人以上,"卸売業,小売業",1459527,871605,587922,19717,8841,10876,29893,14236,15657,1449351,866210,583141,24.2,12.1,42.3
５人以上,"金融業,保険業",367106,221042,146064,4444,2362,2082,4838,2647,2191,366712,220757,145955,4.6,1.2,9.6
５人以上,"不動産業,物品賃貸業",173417,121114,52303,1815,1191,624,1740,1117,623,173492,121188,52304,17.6,10.9,33.2
５人以上,"学術研究,専門・技術サービス業",344205,234485,109720,3037,1316,1721,2950,2046,904,344292,233755,110537,6.9,2.8,15.5
５人以上,"宿泊業,飲食サービス業",631955,287053,344902,25255,11161,14094,24578,11452,13126,632632,286762,345870,69.4,58.2,78.7
５人以上,"生活関連サービス業,娯楽業",205066,96827,108239,5161,2680,2481,3903,2017,1886,206324,97490,108834,36.6,25.1,46.9
５人以上,"教育,学習支援業",374002,197272,176730,2196,922,1274,3350,1641,1709,372848,196553,176295,32.1,23.4,41.8
５人以上,"医療,福祉",504875,130436,374439,7480,2050,5430,9056,2532,6524,503299,129954,373345,27.3,21.7,29.2
５人以上,複合サービス事業,56457,38466,17991,396,60,336,255,235,20,56598,38291,18307,19.2,7.8,43
５人以上,サービス業（他に分類されないもの）,655154,354334,300820,12208,5926,6282,15287,7736,7551,652075,352524,299551,22,15.6,29.6
30人以上,調査産業計,4708840,2960983,1747857,51723,26624,25099,73618,40180,33438,4686945,2947427,1739518,15.5,8.2,27.9
30人以上,"鉱業,採石業,砂利採取業",2017,1591,426,18,17,1,13,12,1,2022,1596,426,0.3,0.3,0.5
30人以上,建設業,197262,170461,26801,653,593,60,1823,1153,670,196092,169901,26191,1.8,0.7,9.3
30人以上,製造業,516414,395945,120469,4026,2533,1493,4868,3283,1585,515572,395195,120377,5.1,2.7,13
30人以上,電気・ガス・熱供給・水道業,31603,27601,4002,168,138,30,126,80,46,31645,27659,3986,2.1,2,2.4
30人以上,情報通信業,617238,453524,163714,3089,1935,1154,5282,3183,2099,615045,452276,162769,2.5,0.5,8
30人以上,"運輸業,郵便業",289665,233402,56263,2928,2103,825,4039,3040,999,288554,232465,56089,10.6,9,17
30人以上,"卸売業,小売業",867323,531412,335911,7099,4143,2956,18172,9653,8519,856250,525902,330348,16.4,5,34.5
30人以上,"金融業,保険業",311111,187110,124001,3688,1772,1916,3630,1936,1694,311169,186946,124223,4.2,1.3,8.6
30人以上,"不動産業,物品賃貸業",108781,74713,34068,975,514,461,1099,673,426,108657,74554,34103,16.7,9.5,32.5
30人以上,"学術研究,専門・技術サービス業",226404,167162,59242,1614,1076,538,1880,1320,560,226138,166918,59220,4.3,2.2,10
30人以上,"宿泊業,飲食サービス業",227975,110994,116981,9108,4730,4378,8377,4498,3879,228706,111226,117480,59.9,44.3,74.7
30人以上,"生活関連サービス業,娯楽業",105747,46447,59300,1584,333,1251,2232,1030,1202,105099,45750,59349,36.8,24.2,46.5
30人以上,"教育,学習支援業",283954,163674,120280,1145,680,465,1836,998,838,283263,163356,119907,26.8,20.9,34.8
30人以上,"医療,福祉",345752,91140,254612,4604,1168,3436,6081,2169,3912,344275,90139,254136,23.6,20,24.8
30人以上,複合サービス事業,41487,31341,10146,114,60,54,114,94,20,41487,31307,10180,18.8,8.5,50.6
30人以上,サービス業（他に分類されないもの）,536107,274466,261641,10910,4829,6081,14046,7058,6988,532971,272237,260734,24.1,18.6,29.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年２月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
