事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,TL 調査産業計,平成17,2005,年平均,3554478,62276,59019,3557972,685675,22931,24038,684332
30人以上,TL 調査産業計,平成18,2006,年平均,3609721,63395,58047,3615122,697734,25879,25823,697737
30人以上,TL 調査産業計,平成19,2007,年平均,3725379,65884,60645,3730695,634195,24989,24256,634852
30人以上,TL 調査産業計,平成20,2008,年平均,3822336,66085,57397,3831575,617659,25026,23200,618933
30人以上,TL 調査産業計,平成21,2009,年平均,3988851,67629,65175,3991303,755379,28643,29999,754025
30人以上,TL 調査産業計,平成22,2010,年平均,3962755,63265,64253,3961691,744268,24808,25958,743195
30人以上,TL 調査産業計,平成22,2010,1月,3981565,42890,49030,3975437,743948,15354,27079,732211
30人以上,TL 調査産業計,平成22,2010,2月,3977876,32646,50193,3960257,730964,19077,23425,726688
30人以上,TL 調査産業計,平成22,2010,3月,3966394,46947,72012,3940884,720551,24480,28668,716808
30人以上,TL 調査産業計,平成22,2010,4月,3942526,269109,178037,4033770,715166,49270,57318,706946
30人以上,TL 調査産業計,平成22,2010,5月,4017005,45434,66364,3995944,723712,23725,25179,722389
30人以上,TL 調査産業計,平成22,2010,6月,3993813,50693,52699,3991828,722187,25915,18077,730004
30人以上,TL 調査産業計,平成22,2010,7月,3951021,54059,65610,3939414,772003,26417,19029,779447
30人以上,TL 調査産業計,平成22,2010,8月,3972042,34711,49325,3957288,746820,19833,27496,739297
30人以上,TL 調査産業計,平成22,2010,9月,3935088,42264,42860,3934430,761496,29827,19908,771477
30人以上,TL 調査産業計,平成22,2010,10月,3962720,59973,68888,3953887,743187,24370,23586,743889
30人以上,TL 調査産業計,平成22,2010,11月,3939766,47980,41356,3946505,756845,20939,16594,761075
30人以上,TL 調査産業計,平成22,2010,12月,3913246,32478,34658,3910645,794335,18491,25141,788106
30人以上,C 鉱業，採石業，砂利採取業,平成17,2005,年平均,2124,42,44,2122,1,0,0,1
30人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,2160,40,38,2163,1,0,0,1
30人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,2097,30,36,2091,40,1,1,40
30人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,2064,32,24,2071,37,0,0,38
30人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,2017,37,33,2022,11,0,1,11
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,2094,42,33,2101,5,1,1,6
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,1月,2026,44,59,2011,6,0,0,6
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,2月,2011,18,13,2016,6,0,0,6
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,3月,2016,28,23,2021,6,0,3,3
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,4月,2021,144,44,2121,3,0,0,3
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,5月,2121,34,23,2132,3,0,1,2
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,6月,2132,35,31,2136,2,3,0,5
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,7月,2135,40,41,2134,6,0,1,5
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,8月,2134,39,17,2156,5,0,0,5
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,9月,2156,30,42,2143,5,1,0,7
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,10月,2144,26,49,2121,6,3,1,8
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,11月,2121,26,41,2106,8,0,0,8
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,12月,2106,34,16,2124,8,0,0,8
30人以上,D 建設業,平成17,2005,年平均,205610,2537,2457,205688,1437,30,48,1418
30人以上,D 建設業,平成18,2006,年平均,205521,2800,2737,205585,1084,107,79,1111
30人以上,D 建設業,平成19,2007,年平均,203530,2817,2759,203581,5681,223,265,5647
30人以上,D 建設業,平成20,2008,年平均,207942,2902,2477,208354,5753,235,196,5807
30人以上,D 建設業,平成21,2009,年平均,190976,2365,2101,191241,5304,135,113,5326
30人以上,D 建設業,平成22,2010,年平均,194300,2327,2497,194129,3390,54,104,3341
30人以上,D 建設業,平成22,2010,1月,193058,2119,1604,193573,3668,24,3,3689
30人以上,D 建設業,平成22,2010,2月,193550,653,1685,192519,3712,0,138,3573
30人以上,D 建設業,平成22,2010,3月,192518,1718,1171,193065,3574,0,141,3433
30人以上,D 建設業,平成22,2010,4月,192790,10615,6279,197125,3708,241,462,3488
30人以上,D 建設業,平成22,2010,5月,197303,2514,2918,196899,3310,31,3,3338
30人以上,D 建設業,平成22,2010,6月,197013,2484,2268,197229,3224,44,0,3268
30人以上,D 建設業,平成22,2010,7月,197252,1791,3614,195429,3245,28,177,3096
30人以上,D 建設業,平成22,2010,8月,195583,932,1544,194971,2942,209,0,3151
30人以上,D 建設業,平成22,2010,9月,194408,891,1065,194236,3714,0,40,3672
30人以上,D 建設業,平成22,2010,10月,194650,1729,4383,191996,3258,28,60,3226
30人以上,D 建設業,平成22,2010,11月,191981,1059,1531,191509,3241,21,199,3063
30人以上,D 建設業,平成22,2010,12月,191488,1423,1902,191009,3084,21,21,3084
30人以上,E 製造業,平成17,2005,年平均,484154,6573,7499,483325,41543,1163,1154,41454
30人以上,E 製造業,平成18,2006,年平均,480203,6394,6347,480254,43819,1292,1423,43685
30人以上,E 製造業,平成19,2007,年平均,481158,5902,5555,481519,31804,1111,1082,31818
30人以上,E 製造業,平成20,2008,年平均,488011,5765,5457,488333,31494,808,1013,31275
30人以上,E 製造業,平成21,2009,年平均,501786,7592,7580,501686,27913,1014,1083,27956
30人以上,E 製造業,平成22,2010,年平均,488565,6793,7166,488191,27882,897,786,27994
30人以上,E 製造業,平成22,2010,1月,487794,6617,7156,487263,27939,608,580,27959
30人以上,E 製造業,平成22,2010,2月,490567,2603,3959,489210,25847,1423,909,26362
30人以上,E 製造業,平成22,2010,3月,487093,3830,5756,485163,28479,854,780,28557
30人以上,E 製造業,平成22,2010,4月,485287,28889,16465,497686,28433,1012,1147,28323
30人以上,E 製造業,平成22,2010,5月,497642,4413,7888,494166,28368,821,988,28202
30人以上,E 製造業,平成22,2010,6月,492586,3863,8304,488149,27449,540,828,27157
30人以上,E 製造業,平成22,2010,7月,489072,9089,9145,489014,27426,1244,866,27806
30人以上,E 製造業,平成22,2010,8月,488954,4991,6278,487668,27866,1084,809,28140
30人以上,E 製造業,平成22,2010,9月,488346,3243,4150,487440,27461,686,1037,27109
30人以上,E 製造業,平成22,2010,10月,487945,7816,7833,487928,26604,844,738,26710
30人以上,E 製造業,平成22,2010,11月,483143,3835,5159,481822,30330,874,292,30909
30人以上,E 製造業,平成22,2010,12月,484350,2323,3904,482774,28382,775,454,28698
30人以上,F 電気・ガス・熱供給・水道業,平成17,2005,年平均,33827,539,301,34064,1475,30,31,1476
30人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,35429,308,326,35412,1403,8,20,1391
30人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,33688,631,634,33683,3026,41,41,3026
30人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,33890,851,480,34260,2786,65,90,2762
30人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,30680,622,521,30780,487,15,14,488
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,30762,547,583,30726,666,22,10,678
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,1月,30996,376,429,30943,514,170,24,660
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,2月,30943,168,126,30985,660,0,0,660
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,3月,30985,110,177,30918,660,24,0,684
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,4月,30918,1580,1758,30740,684,0,73,611
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,5月,30740,340,169,30911,611,0,0,611
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,6月,30828,152,226,30753,694,0,0,695
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,7月,30754,2999,3180,30572,694,73,24,744
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,8月,30572,91,126,30537,744,0,0,744
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,9月,30537,230,227,30540,744,0,0,744
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,10月,30546,242,262,30526,738,0,0,738
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,11月,30642,173,133,30682,622,0,0,622
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,12月,30682,97,178,30601,622,0,0,622
30人以上,G 情報通信業,平成17,2005,年平均,467212,12218,10044,469404,20422,781,735,20451
30人以上,G 情報通信業,平成18,2006,年平均,476250,8987,8581,476658,20439,972,1095,20313
30人以上,G 情報通信業,平成19,2007,年平均,482211,6955,6174,483015,19329,782,723,19366
30人以上,G 情報通信業,平成20,2008,年平均,491593,6565,5263,492893,24748,1357,1112,24995
30人以上,G 情報通信業,平成21,2009,年平均,604438,7871,7284,605035,22271,612,821,22053
30人以上,G 情報通信業,平成22,2010,年平均,606519,7194,6943,606769,15097,480,589,14989
30人以上,G 情報通信業,平成22,2010,1月,606486,3212,6953,602745,15106,531,1144,14493
30人以上,G 情報通信業,平成22,2010,2月,601562,2729,4510,599782,15676,360,772,15263
30人以上,G 情報通信業,平成22,2010,3月,599940,5453,6287,599104,15105,235,225,15117
30人以上,G 情報通信業,平成22,2010,4月,599000,25157,12344,611829,15221,208,953,14460
30人以上,G 情報通信業,平成22,2010,5月,611844,8117,15986,603974,14445,1006,974,14478
30人以上,G 情報通信業,平成22,2010,6月,603857,10426,5906,608376,14595,1103,636,15063
30人以上,G 情報通信業,平成22,2010,7月,608182,6303,5957,608527,15257,431,310,15379
30人以上,G 情報通信業,平成22,2010,8月,609650,5485,5202,609856,14256,376,114,14595
30人以上,G 情報通信業,平成22,2010,9月,609371,3293,5720,606951,15080,492,451,15114
30人以上,G 情報通信業,平成22,2010,10月,606863,11451,7255,611076,15202,716,117,15784
30人以上,G 情報通信業,平成22,2010,11月,611235,2833,3583,610517,15625,122,398,15317
30人以上,G 情報通信業,平成22,2010,12月,610236,1873,3618,608490,15598,183,979,14803
30人以上,"H 運輸業,郵便業",平成17,2005,年平均,233567,2896,3194,233269,28036,933,813,28156
30人以上,"H 運輸業,郵便業",平成18,2006,年平均,229312,3129,3451,228983,34539,1171,1002,34713
30人以上,"H 運輸業,郵便業",平成19,2007,年平均,227374,3986,3900,227476,30701,802,845,30643
30人以上,"H 運輸業,郵便業",平成20,2008,年平均,228860,4029,3992,228899,28135,647,795,27986
30人以上,"H 運輸業,郵便業",平成21,2009,年平均,258205,4274,4059,258425,31097,1180,1058,31214
30人以上,"H 運輸業,郵便業",平成22,2010,年平均,259605,4319,4460,259448,30388,1072,1115,30361
30人以上,"H 運輸業,郵便業",平成22,2010,1月,260167,2393,3113,259447,33292,391,3465,30218
30人以上,"H 運輸業,郵便業",平成22,2010,2月,258936,2487,3355,258068,30729,441,684,30486
30人以上,"H 運輸業,郵便業",平成22,2010,3月,259111,2269,3947,257433,29443,1256,1090,29609
30人以上,"H 運輸業,郵便業",平成22,2010,4月,257553,13739,7448,263858,29489,980,836,29619
30人以上,"H 運輸業,郵便業",平成22,2010,5月,263923,3246,3918,263365,29554,757,1360,28837
30人以上,"H 運輸業,郵便業",平成22,2010,6月,262904,3338,3664,262652,29298,1732,563,30393
30人以上,"H 運輸業,郵便業",平成22,2010,7月,261828,5184,9924,257088,31217,1022,778,31461
30人以上,"H 運輸業,郵便業",平成22,2010,8月,257952,3084,3978,256964,30597,1357,2376,29672
30人以上,"H 運輸業,郵便業",平成22,2010,9月,259433,5351,3264,261519,27203,1076,538,27742
30人以上,"H 運輸業,郵便業",平成22,2010,10月,260794,3594,3433,260954,28467,297,494,28271
30人以上,"H 運輸業,郵便業",平成22,2010,11月,256192,2993,5233,253967,33033,2330,509,34839
30人以上,"H 運輸業,郵便業",平成22,2010,12月,256471,4145,2244,258063,32335,1226,688,33182
30人以上,"I 卸売業,小売業",平成17,2005,年平均,610894,10042,9095,611840,174328,4139,4199,174269
30人以上,"I 卸売業,小売業",平成18,2006,年平均,654698,12510,9211,657998,161881,4874,4902,161851
30人以上,"I 卸売業,小売業",平成19,2007,年平均,647094,9609,9633,647425,182278,5530,5692,181762
30人以上,"I 卸売業,小売業",平成20,2008,年平均,682402,13185,9387,686432,158974,4479,4649,158572
30人以上,"I 卸売業,小売業",平成21,2009,年平均,704188,13234,11200,706303,160063,4197,3703,160476
30人以上,"I 卸売業,小売業",平成22,2010,年平均,713088,9880,10845,712125,154344,4355,4082,154615
30人以上,"I 卸売業,小売業",平成22,2010,1月,727217,4127,4915,726429,142028,1060,2194,140894
30人以上,"I 卸売業,小売業",平成22,2010,2月,725349,5445,14729,716065,141974,1654,3443,140185
30人以上,"I 卸売業,小売業",平成22,2010,3月,716271,6432,20346,702359,139979,2683,3381,139279
30人以上,"I 卸売業,小売業",平成22,2010,4月,700019,59489,30664,728844,141619,10856,7868,144607
30人以上,"I 卸売業,小売業",平成22,2010,5月,728115,7814,8599,727353,145336,4995,3050,147258
30人以上,"I 卸売業,小売業",平成22,2010,6月,727610,5330,7603,725337,147001,2824,2845,146980
30人以上,"I 卸売業,小売業",平成22,2010,7月,696032,5209,7759,693483,176285,5507,4627,177164
30人以上,"I 卸売業,小売業",平成22,2010,8月,721757,4506,9144,717119,148890,2238,3333,147795
30人以上,"I 卸売業,小売業",平成22,2010,9月,693954,5434,6391,692995,170960,10841,1510,180293
30人以上,"I 卸売業,小売業",平成22,2010,10月,719916,7583,9888,717610,153372,4904,2748,155529
30人以上,"I 卸売業,小売業",平成22,2010,11月,718996,3753,5673,717076,154143,3150,2005,155288
30人以上,"I 卸売業,小売業",平成22,2010,12月,681822,3438,4430,680832,190542,1551,11983,180108
30人以上,"J 金融業,保険業",平成17,2005,年平均,280998,5625,5671,280951,18766,439,588,18618
30人以上,"J 金融業,保険業",平成18,2006,年平均,285098,6438,5493,286033,22865,569,443,23001
