規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,484980,475150,436699,38451,9830,154949,153465,145013,8452,1484
100～499人,414093,404728,374330,30398,9365,116506,116224,110696,5528,282
100人以上,446349,436773,402710,34063,9576,129556,128866,122346,6520,690
30～99人,374911,369541,349391,20150,5370,98038,97694,94169,3525,344
５～29人,344194,340330,325718,14612,3864,93390,93156,90671,2485,234
30人以上,421880,413745,384448,29297,8135,113846,113328,108301,5027,518
５人以上,400966,393980,368636,25344,6986,103563,103188,99438,3750,375
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年２月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
