規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,510475,481606,438787,42819,28869,157770,156231,145336,10895,1539
100～499人,420426,401288,371103,30185,19138,116877,116376,111177,5199,501
100人以上,461227,437680,401771,35909,23547,130816,129961,122821,7140,855
30～99人,394462,369914,348561,21353,24548,99909,98680,95055,3625,1229
５～29人,344593,337245,322401,14844,7348,96406,96137,93240,2897,269
30人以上,438597,414711,383735,30976,23886,115253,114210,108840,5370,1043
５人以上,413200,393782,367165,26617,19418,105845,105188,101052,4136,657
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年５月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
