規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6845640,4151513,2694127,427406,214999,212407,324767,172559,152208,6948279,4193953,2754326,20.6,11.2,34.9
５人以上,"鉱業,採石業,砂利採取業",2024,1600,424,144,112,32,44,42,2,2124,1670,454,0.1,0.1,0.4
５人以上,建設業,323525,272650,50875,14713,11951,2762,10656,8197,2459,327582,276404,51178,4.1,1.7,16.6
５人以上,製造業,680514,508589,171925,34296,26540,7756,21230,16756,4474,693580,518373,175207,6.6,2.9,17.6
５人以上,電気・ガス・熱供給・水道業,34700,30203,4497,1693,1430,263,1993,1825,168,34400,29808,4592,2.4,2,5.1
５人以上,情報通信業,718863,521379,197484,28696,17919,10777,16053,11283,4770,731506,528015,203491,2.8,0.7,8.3
５人以上,"運輸業,郵便業",363311,297193,66118,16896,11666,5230,10242,8102,2140,369965,300757,69208,9.9,8,18.3
５人以上,"卸売業,小売業",1432516,853884,578632,93226,35496,57730,58198,27654,30544,1467544,861726,605818,23.3,11.2,40.4
５人以上,"金融業,保険業",365696,220793,144903,31077,16400,14677,18402,13550,4852,378371,223643,154728,4.6,1.5,9.1
５人以上,"不動産業,物品賃貸業",172947,119073,53874,9229,6032,3197,5926,3946,1980,176250,121159,55091,17.6,10.8,32.6
５人以上,"学術研究,専門・技術サービス業",342219,232560,109659,13307,8545,4762,9623,6266,3357,345903,234839,111064,6.7,2.7,15
５人以上,"宿泊業,飲食サービス業",627366,281206,346160,48773,19520,29253,35271,15851,19420,640868,284875,355993,68,55.3,78.2
５人以上,"生活関連サービス業,娯楽業",205831,96191,109640,11443,4442,7001,11302,4607,6695,205972,96026,109946,36.1,24,46.7
５人以上,"教育,学習支援業",367793,196083,171710,54269,26699,27570,50868,25831,25037,371194,196951,174243,28.8,20.7,37.9
５人以上,"医療,福祉",505249,131257,373992,35123,9897,25226,27910,7761,20149,512462,133393,379069,26.8,22.7,28.2
５人以上,複合サービス事業,53958,36498,17460,5849,4074,1775,4320,3662,658,55487,36910,18577,17.2,5.8,39.8
５人以上,サービス業（他に分類されないもの）,649128,352354,296774,28672,14276,14396,42729,17226,25503,635071,349404,285667,21.6,14.1,30.7
30人以上,調査産業計,4657692,2921861,1735831,318379,165277,153102,235355,127312,108043,4740716,2959826,1780890,14.9,7.7,26.9
30人以上,"鉱業,採石業,砂利採取業",2024,1600,424,144,112,32,44,42,2,2124,1670,454,0.1,0.1,0.4
30人以上,建設業,196498,171285,25213,10856,9923,933,6741,5693,1048,200613,175515,25098,1.7,0.7,8.8
30人以上,製造業,513720,390950,122770,29901,23451,6450,17612,14305,3307,526009,400096,125913,5.4,2.8,13.7
30人以上,電気・ガス・熱供給・水道業,31602,27627,3975,1580,1347,233,1831,1706,125,31351,27268,4083,1.9,1.8,2.9
30人以上,情報通信業,614221,450998,163223,25365,15720,9645,13297,9426,3871,626289,457292,168997,2.3,0.5,7.3
30人以上,"運輸業,郵便業",287042,232316,54726,14719,9960,4759,8284,6467,1817,293477,235809,57668,10.1,8.4,17.1
30人以上,"卸売業,小売業",841638,507169,334469,70345,23520,46825,38532,16124,22408,873451,514565,358886,16.6,5.1,32.9
30人以上,"金融業,保険業",310593,187274,123319,27294,14282,13012,15276,11373,3903,322611,190183,132428,4.2,1.6,8.1
30人以上,"不動産業,物品賃貸業",108437,73400,35037,6268,4139,2129,3605,2443,1162,111100,75096,36004,17.2,9.7,33
30人以上,"学術研究,専門・技術サービス業",224801,165909,58892,10141,6924,3217,7611,5516,2095,227331,167317,60014,4.1,2.1,9.6
30人以上,"宿泊業,飲食サービス業",228635,112325,116310,14026,7000,7026,10918,5814,5104,231743,113511,118232,57.2,40.8,73
30人以上,"生活関連サービス業,娯楽業",104741,46051,58690,5173,1973,3200,6551,2156,4395,103363,45868,57495,35.6,22.5,46.1
30人以上,"教育,学習支援業",278418,162994,115424,43840,23263,20577,40934,22751,18183,281324,163506,117818,22.6,17.8,29.2
30人以上,"医療,福祉",345465,91103,254362,29001,7683,21318,21084,5339,15745,353382,93447,259935,23.1,21.8,23.6
30人以上,複合サービス事業,38968,29435,9533,4815,3534,1281,3469,3139,330,40314,29830,10484,16.8,6.2,47
30人以上,サービス業（他に分類されないもの）,530889,271425,259464,24911,12446,12465,39566,15018,24548,516234,268853,247381,23.7,16.7,31.2
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年４月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
