規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,462143,534483,313750,451315,521376,307597,414801,36514,10828,13107,6153
100～499人,373237,439675,264946,363847,427272,260466,337451,26396,9390,12403,4480
100人以上,412440,483390,284697,402416,470662,279540,371559,30857,10024,12728,5157
30～99人,323227,399680,218653,312786,384389,214846,295822,16964,10441,15291,3807
５～29人,270444,335451,184661,255652,316373,175524,245064,10588,14792,19078,9137
30人以上,379912,454913,257996,369736,441313,253385,343944,25792,10176,13600,4611
５人以上,345022,418997,232606,333374,403750,226428,312428,20946,11648,15247,6178
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年８月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
