規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,532870,483328,441766,41562,49542,158733,157279,148356,8923,1454
100～499人,474657,410290,378284,32006,64367,121985,120108,114186,5922,1877
100人以上,501227,443627,407259,36368,57600,134354,132620,125688,6932,1734
30～99人,400322,377330,355544,21786,22992,103460,101389,97420,3969,2071
５～29人,357911,341661,325387,16274,16250,97331,96717,93763,2954,614
30人以上,466610,420883,389518,31365,45727,119019,117117,111656,5461,1902
５人以上,437146,399409,372135,27274,37737,108137,106881,102678,4203,1256
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年３月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
