規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.3,－,119.6,92.7,103.2,90.1,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,95.5,1.3,109,93.8,103.8,108.9,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,4.7,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
５人以上,平成18,2006,年平均,100.6,0.6,111.8,96.8,100.5,98.8,99.3,100.1,103.2,100.4,－,－,－,－,100.3,105,101.1,－
５人以上,平成19,2007,年平均,100.7,0.1,104.4,99.5,99.6,99.2,104,102.5,101.4,101.5,－,－,－,－,97.3,105.1,97.1,－
５人以上,平成20,2008,年平均,99.6,-1.1,112.3,96.6,99.3,101.4,102.7,105.3,102.8,104.2,－,－,－,－,92.8,104.2,110.1,－
５人以上,平成21,2009,年平均,96.9,-2.7,113.7,99.1,96.1,102.7,106.4,101.3,98.8,96.7,－,－,－,－,89.8,104.1,112.6,－
５人以上,平成21,2009,2月,80.5,-5.7,79.2,83.1,76.9,77,84.8,86.4,82.9,85.3,－,－,－,－,70,86.2,83.9,－
５人以上,平成21,2009,3月,84,-4.5,84.9,85.5,82.4,80,89.1,87.4,84.1,81.4,－,－,－,－,80.6,94.3,87.1,－
５人以上,平成21,2009,4月,82.5,-1,79.6,89.8,80.9,81,87.1,88.5,84.2,78.5,－,－,－,－,73,88.9,90.3,－
５人以上,平成21,2009,5月,82.4,0,80.1,84.5,79.5,75.8,84.2,90.4,83.4,94.8,－,－,－,－,71.6,90.1,85.4,－
５人以上,平成21,2009,6月,140,-11.4,223.3,137.2,123.5,225.1,174.1,132.6,137.2,160.7,－,－,－,－,148.3,141.6,222.4,－
５人以上,平成21,2009,7月,107.9,2,121.2,115.4,127.5,78.7,108.1,118.6,117.8,88.1,－,－,－,－,95.3,107.1,92.9,－
５人以上,平成21,2009,8月,81.5,0.9,90.3,91.1,79.6,76,85.7,86.2,84.7,76.6,－,－,－,－,65.6,88,85.4,－
５人以上,平成21,2009,9月,80.2,-3,80.6,85.7,78.5,77.9,84.9,87.7,82.5,76.2,－,－,－,－,67.2,88.5,84.7,－
５人以上,平成21,2009,10月,81.3,2.8,77.5,83.3,78.7,81.9,86.7,86.1,81.8,77.5,－,－,－,－,71.6,89.6,95.3,－
５人以上,平成21,2009,11月,85.5,1.9,74.4,93.6,80.4,78.3,94.2,89.7,89.3,86.5,－,－,－,－,70.2,89.7,84.7,－
５人以上,平成21,2009,12月,176.6,-2.1,295.2,157.5,187.5,225.7,206.5,171.9,177.5,178.3,－,－,－,－,197.3,193,253,－
５人以上,平成22,2010,1月,82.6,1.1,96.1,88.6,79.9,78.5,91.4,84.8,87.3,78.4,－,－,－,－,68.4,93.5,87.3,－
５人以上,平成22,2010,2月,80.9,0.5,78.8,81.7,80.6,78.5,85.5,87.9,84.5,80.4,－,－,－,－,70.3,90.5,86,－
５人以上,平成22,2010,2月（対前年同月比（％））,－,－,-0.5,-1.7,4.8,1.9,0.8,1.7,1.9,-5.7,－,－,－,－,0.4,5,2.5,－
30人以上,平成15,2003,年平均,95.1,－,106.4,93.1,105.9,91.5,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,97.1,2.1,109.4,91.7,105.2,111.8,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,3,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,100.6,0.6,101.9,97.3,100.9,99.4,99.1,102.8,103.6,100.6,－,－,－,－,101,100.8,100.3,－
30人以上,平成19,2007,年平均,101.6,1,95.2,100.6,100.5,100.4,103.4,103.2,102.1,102,－,－,－,－,101.4,105.9,96.2,－
30人以上,平成20,2008,年平均,101.8,0.2,102.4,100,100.4,103.9,103.4,107.9,105.2,105.6,－,－,－,－,98,102.9,115.3,－
30人以上,平成21,2009,年平均,97.8,-3.9,103.7,103.9,95.5,104.8,106.5,104.1,99.6,95.5,－,－,－,－,94,99.3,120.9,－
30人以上,平成21,2009,2月,80.1,-6.6,72.2,84.3,74.4,78.3,84.1,88,82.9,85.7,－,－,－,－,72.1,82.1,89.7,－
30人以上,平成21,2009,3月,83.7,-6,77.5,87.2,81.2,81.5,88.2,89.6,84,80,－,－,－,－,83.9,91.1,90.5,－
30人以上,平成21,2009,4月,81.6,-1.9,72.6,93.5,79,82,86.5,90.6,82.3,77.6,－,－,－,－,74.7,84.3,97.8,－
30人以上,平成21,2009,5月,82.2,-0.2,73.1,86.8,77.7,77.2,83.5,93.8,81.3,96.3,－,－,－,－,73.9,87.3,92.3,－
30人以上,平成21,2009,6月,148.6,-13.9,203.6,154.7,128.4,233.6,177.1,134.5,150,160.5,－,－,－,－,156.5,139.3,251.1,－
30人以上,平成21,2009,7月,107.1,3.4,110.5,117.7,128.2,79.2,108,118.3,118.4,85.9,－,－,－,－,99.7,97.6,98.8,－
30人以上,平成21,2009,8月,80.1,-0.4,82.4,95.5,76.9,76.8,84.9,88.9,81.3,75.4,－,－,－,－,67.8,81.3,91,－
30人以上,平成21,2009,9月,79.1,-5.4,73.4,87,75.8,78.8,84.2,91,80.3,74.8,－,－,－,－,69.5,82.6,90.3,－
30人以上,平成21,2009,10月,80.3,1.9,70.7,84.3,76.4,82.9,86,89.2,79.2,76.1,－,－,－,－,74.6,83.2,101.9,－
30人以上,平成21,2009,11月,85.5,0.9,67.9,98.3,78,79,94.3,93.6,88.4,86.3,－,－,－,－,73.5,81.4,90.3,－
30人以上,平成21,2009,12月,186,-3.1,269.2,176.3,195.7,232.8,210.4,179.7,188.9,171.8,－,－,－,－,213.8,192.3,264.2,－
30人以上,平成22,2010,1月,81.3,0.9,87.7,92,76.6,78.7,90.4,85.4,84.4,76.4,－,－,－,－,70.3,85.6,92.9,－
30人以上,平成22,2010,2月,79.7,-0.5,71.7,83.4,77.4,78.7,84.5,90.1,81.8,78.6,－,－,－,－,72.3,83.2,92,－
30人以上,平成22,2010,2月（対前年同月比（％））,－,－,-0.7,-1.1,4,0.5,0.5,2.4,-1.3,-8.3,－,－,－,－,0.3,1.3,2.6,－
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年２月分,,,,,,,,,,,,,,,,,,,,,
第15表　実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
実質賃金指数（現金給与総額）＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から新しい日本標準産業分類（平成19年11月改定）による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,,
