規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.4,20.1,18.2,152.5,164.2,134.9,141.4,150.8,127.2,11.1,13.4,7.7
５人以上,"鉱業,採石業,砂利採取業",20.6,20.7,20.3,164.2,165.4,160,151,151.9,147.8,13.2,13.5,12.2
５人以上,建設業,21,21.2,19.8,173.3,177,153.6,160.8,163.4,146.9,12.5,13.6,6.7
５人以上,製造業,20.2,20.4,19.6,166.4,170.1,155.3,155.6,158.6,146.6,10.8,11.5,8.7
５人以上,電気・ガス・熱供給・水道業,20.8,21,19.8,175.1,177.7,158.4,156.7,158.7,143.6,18.4,19,14.8
５人以上,情報通信業,20.2,20.4,19.8,172.6,175.6,164.8,151.9,153.9,146.8,20.7,21.7,18
５人以上,"運輸業,郵便業",20.4,20.7,19.2,171.9,177.9,145.5,152.7,156.6,135.8,19.2,21.3,9.7
５人以上,"卸売業,小売業",19.5,20.3,18.3,150.2,162.3,133.3,142.6,153.3,127.6,7.6,9,5.7
５人以上,"金融業,保険業",19.9,20.3,19.3,163.5,168.5,156.2,147.7,151.2,142.6,15.8,17.3,13.6
５人以上,"不動産業,物品賃貸業",20.1,20.6,19,158.6,166.4,141.5,146.8,153.1,133,11.8,13.3,8.5
５人以上,"学術研究,専門・技術サービス業",20.5,20.7,20.1,170.1,173.6,162.8,152.7,154.7,148.4,17.4,18.9,14.4
５人以上,"宿泊業,飲食サービス業",16.4,17.5,15.5,110.7,132.7,92.6,105.3,124.3,89.7,5.4,8.4,2.9
５人以上,"生活関連サービス業,娯楽業",18.8,20,17.7,145.6,159.6,133,138,151.1,126.2,7.6,8.5,6.8
５人以上,"教育,学習支援業",17.8,18.6,17,127,134.3,119.4,122.6,129.3,115.6,4.4,5,3.8
５人以上,"医療,福祉",18.4,18.5,18.4,137.3,145,134.6,130.5,137.3,128.1,6.8,7.7,6.5
５人以上,複合サービス事業,20.2,20.7,19.2,168.2,171.4,162.1,157.9,159.1,155.6,10.3,12.3,6.5
５人以上,サービス業（他に分類されないもの）,19.1,19.8,18.3,149,160.2,135.4,137.9,146.8,127.2,11.1,13.4,8.2
30人以上,調査産業計,19.5,20,18.5,156,165.2,140.9,143.1,150.2,131.4,12.9,15,9.5
30人以上,"鉱業,採石業,砂利採取業",20.6,20.7,20.3,164.2,165.4,160,151,151.9,147.8,13.2,13.5,12.2
30人以上,建設業,20.7,20.9,19.8,174.3,176.9,156.1,158.6,160.2,147.6,15.7,16.7,8.5
30人以上,製造業,19.9,20.1,19.4,165.9,168.5,157.3,154,156.1,147.1,11.9,12.4,10.2
30人以上,電気・ガス・熱供給・水道業,20.8,20.9,19.9,176.2,178.8,158.5,156.5,158.4,143.7,19.7,20.4,14.8
30人以上,情報通信業,20.1,20.2,19.8,171.5,174,164.6,150.5,152,146.5,21,22,18.1
30人以上,"運輸業,郵便業",20.2,20.5,19,170.8,177,144.8,150.9,154.8,134.5,19.9,22.2,10.3
30人以上,"卸売業,小売業",19.7,20.4,18.6,153,163.6,138.1,144.2,153.6,131,8.8,10,7.1
30人以上,"金融業,保険業",19.9,20.3,19.4,164.2,169.4,156.8,147.7,151.2,142.8,16.5,18.2,14
30人以上,"不動産業,物品賃貸業",20.1,20.6,19.1,156.5,163.9,141.3,143.6,149.4,131.7,12.9,14.5,9.6
30人以上,"学術研究,専門・技術サービス業",20.6,20.8,20,173.7,175.5,168.6,152.2,153.8,147.9,21.5,21.7,20.7
30人以上,"宿泊業,飲食サービス業",16.4,17.7,15.1,114.5,135,94.8,108.8,127.1,91.2,5.7,7.9,3.6
30人以上,"生活関連サービス業,娯楽業",18.5,19.5,17.7,143.9,157.4,132.7,133.2,145,123.4,10.7,12.4,9.3
30人以上,"教育,学習支援業",18.2,18.8,17.4,130.2,135.1,123.8,125.4,130.2,119.2,4.8,4.9,4.6
30人以上,"医療,福祉",18.7,18.4,18.8,141.7,145.5,140.3,133.6,137.2,132.3,8.1,8.3,8
30人以上,複合サービス事業,20.4,20.7,19.6,171.8,171.7,171.6,161.1,159,167,10.7,12.7,4.6
30人以上,サービス業（他に分類されないもの）,18.8,19.4,18.1,146.4,157.6,134.2,134.9,143.5,125.5,11.5,14.1,8.7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年６月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
