規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.3,－,119.6,92.7,103.2,90.1,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,95.5,1.3,109,93.8,103.8,108.9,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,4.7,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
５人以上,平成18,2006,年平均,100.6,0.6,111.8,96.8,100.5,98.8,99.3,100.1,103.2,100.4,－,－,－,－,100.3,105,101.1,－
５人以上,平成19,2007,年平均,100.7,0.1,104.4,99.5,99.6,99.2,104,102.5,101.4,101.5,－,－,－,－,97.3,105.1,97.1,－
５人以上,平成20,2008,年平均,99.6,-1.1,112.3,96.6,99.3,101.4,102.7,105.3,102.8,104.2,－,－,－,－,92.8,104.2,110.1,－
５人以上,平成21,2009,年平均,96.9,-2.7,113.7,99.1,96.1,102.7,106.4,101.3,98.8,96.7,－,－,－,－,89.8,104.1,112.6,－
５人以上,平成21,2009,9月,80.2,-3,80.6,85.7,78.5,77.9,84.9,87.7,82.5,76.2,－,－,－,－,67.2,88.5,84.7,－
５人以上,平成21,2009,10月,81.3,2.8,77.5,83.3,78.7,81.9,86.7,86.1,81.8,77.5,－,－,－,－,71.6,89.6,95.3,－
５人以上,平成21,2009,11月,85.5,1.9,74.4,93.6,80.4,78.3,94.2,89.7,89.3,86.5,－,－,－,－,70.2,89.7,84.7,－
５人以上,平成21,2009,12月,176.6,-2.1,295.2,157.5,187.5,225.7,206.5,171.9,177.5,178.3,－,－,－,－,197.3,193,253,－
５人以上,平成22,2010,1月,82.6,1.1,96.1,88.6,79.9,78.5,91.4,84.8,87.3,78.4,－,－,－,－,68.4,93.5,87.3,－
５人以上,平成22,2010,2月,80.9,0.5,78.8,81.7,80.6,78.5,85.5,87.9,84.5,80.4,－,－,－,－,70.3,90.5,86,－
５人以上,平成22,2010,3月,87.8,4.5,84.2,93,87.2,81,89.2,94.5,88.4,99.5,－,－,－,－,84.2,99.9,90.6,－
５人以上,平成22,2010,4月,87.9,6.5,81.3,84.3,84.4,81.5,91.5,89.9,87.7,120.6,－,－,－,－,77,92.9,100.5,－
５人以上,平成22,2010,5月,83,0.7,79.8,82,81.6,78.6,89.4,86.6,85.7,87.5,－,－,－,－,70.2,94,86.2,－
５人以上,平成22,2010,6月,149.2,6.6,229.1,127.4,142.2,210.7,178.9,139.5,153.5,173.3,－,－,－,－,155.5,155.6,239.5,－
５人以上,平成22,2010,7月,108,0.1,145,111.1,134.3,80.7,107.8,110.5,127.4,87.2,－,－,－,－,99.4,105.4,92.3,－
５人以上,平成22,2010,8月,82.2,0.9,77.8,82.9,85.1,76.4,90.2,86.1,86,77.9,－,－,－,－,72.8,87.3,86,－
５人以上,平成22,2010,9月,81.8,2,80.6,83,82.5,77.8,88.5,90.8,84.8,78.2,－,－,－,－,72.1,87.7,84.5,－
５人以上,平成22,2010,9月（対前年同月比（％））,－,－,0,-3.2,5.1,-0.1,4.2,3.5,2.8,2.6,－,－,－,－,7.3,-0.9,-0.2,－
30人以上,平成15,2003,年平均,95.1,－,106.4,93.1,105.9,91.5,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,97.1,2.1,109.4,91.7,105.2,111.8,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,3,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,100.6,0.6,101.9,97.3,100.9,99.4,99.1,102.8,103.6,100.6,－,－,－,－,101,100.8,100.3,－
30人以上,平成19,2007,年平均,101.6,1,95.2,100.6,100.5,100.4,103.4,103.2,102.1,102,－,－,－,－,101.4,105.9,96.2,－
30人以上,平成20,2008,年平均,101.8,0.2,102.4,100,100.4,103.9,103.4,107.9,105.2,105.6,－,－,－,－,98,102.9,115.3,－
30人以上,平成21,2009,年平均,97.8,-3.9,103.7,103.9,95.5,104.8,106.5,104.1,99.6,95.5,－,－,－,－,94,99.3,120.9,－
30人以上,平成21,2009,9月,79.1,-5.4,73.4,87,75.8,78.8,84.2,91,80.3,74.8,－,－,－,－,69.5,82.6,90.3,－
30人以上,平成21,2009,10月,80.3,1.9,70.7,84.3,76.4,82.9,86,89.2,79.2,76.1,－,－,－,－,74.6,83.2,101.9,－
30人以上,平成21,2009,11月,85.5,0.9,67.9,98.3,78,79,94.3,93.6,88.4,86.3,－,－,－,－,73.5,81.4,90.3,－
30人以上,平成21,2009,12月,186,-3.1,269.2,176.3,195.7,232.8,210.4,179.7,188.9,171.8,－,－,－,－,213.8,192.3,264.2,－
30人以上,平成22,2010,1月,81.3,0.9,87.7,92,76.6,78.7,90.4,85.4,84.4,76.4,－,－,－,－,70.3,85.6,92.9,－
30人以上,平成22,2010,2月,79.7,-0.5,71.7,83.4,77.4,78.7,84.5,90.1,81.8,78.6,－,－,－,－,72.3,83.2,92,－
30人以上,平成22,2010,3月,87.6,4.7,76.8,100.1,84.9,81.1,88.5,98.2,85.9,96.4,－,－,－,－,89,94.5,96.2,－
30人以上,平成22,2010,4月,87.6,7.4,74.1,86,81.8,81.7,90.3,92.8,83.5,121.7,－,－,－,－,80.2,84.5,108.4,－
30人以上,平成22,2010,5月,82.3,0.1,72.8,83,79,77.3,88.9,89,82.2,86.4,－,－,－,－,72,88.1,92,－
30人以上,平成22,2010,6月,158.5,6.7,208.9,143.5,148.2,217.6,187.1,148.7,164.8,166.2,－,－,－,－,164.1,149.8,259.6,－
30人以上,平成22,2010,7月,107,-0.1,132.2,114.7,132.6,77.6,107.7,113.4,124.4,83,－,－,－,－,104.4,98.2,97.7,－
30人以上,平成22,2010,8月,80.5,0.5,70.9,81.4,81.1,76.5,88.5,90.5,81.3,75.4,－,－,－,－,74,81.3,91.1,－
30人以上,平成22,2010,9月,80.8,2.1,73.4,83.3,79.3,78,87.9,96.2,80.8,76,－,－,－,－,72.6,82.9,88.7,－
30人以上,平成22,2010,9月（対前年同月比（％））,－,－,0,-4.3,4.6,-1,4.4,5.7,0.6,1.6,－,－,－,－,4.5,0.4,-1.8,－
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年９月分,,,,,,,,,,,,,,,,,,,,,
第15表　実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
実質賃金指数（現金給与総額）＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から新しい日本標準産業分類（平成19年11月改定）による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,,
